gene_id,sample4,sample5,sample13,sample14,sample17,sample18
g2380,15648.442,10608.584,12576.265,23084.641,36924.159,10686.948
g23800,5,2,2,1.98,5.031,0
g23801,2.01,1.036,1,1.573,4.973,0
g23802,1,1,0,3,6.448,0
g23803,0,0,0,0,5,0
g23804,2,4,0,1,12,2
g23805,2,0,0,2,7,2
g23806,0,1,1,5,0,2
g23807,1,3,0,1,7,2
g23808,1.758,2,2,1,4,2
g23809,3,0,0,0,8,1
g2381,99,78,79,136,256,80
g23810,23.17,14.581,0,16.733,37.398,10.551
g23811,686.736,645.999,444.859,682.488,1840.164,629.867
g23812,11.478,0,9.243,10.894,11.412,0
g23813,1.4,0,8.853,3.204,9.069,0
g23814,76.053,114.287,108.941,267.526,402.728,121.279
g23815,6.243,1.539,6.398,12.29,16.26,1.157
g23816,0,0,0,0,0,0
g23817,13.214,2.258,9.06,15.39,20.669,5.551
g23818,0,1.006,5.027,7.078,7.843,1.013
g23819,0,0,0,0,0,0
g2382,63,44,40,82,211.017,50
g23820,4,4,3,8,7,4
g23821,1.146,2.218,0,0,6.943,0
g23822,16.977,6.259,8.345,20.938,37.591,11.765
g23823,6.793,0,8.565,4.129,8.544,0
g23824,5.5,2.425,0,24.075,0,7.654
g23825,4.425,0,4.086,8.693,12.663,1.799
g23826,0,0,0,0,0,0
g23827,8.817,10.007,2,16.341,24.005,8
g23828,16.125,16,12,40.031,54.133,11
g23829,1.981,3.47,1.003,3.824,6.651,1.265
g2383,1433.182,1175.232,1165.384,1944.521,4949,1009.709
g23830,8.416,5.992,6.808,8.38,45.822,4.644
g23831,8,5,7.446,8.001,13,4
g23832,0,0,0,0,0,0
g23833,6,6,0,0,0,0
g23834,8.1,4,4,2,7.602,2
g23836,1,1,2,4,5.98,0
g23837,3,3,0,0,7.002,5.273
g23838,0,1,2.984,0,3.639,2
g23839,2,3,2,2,9,1
g2384,108.989,96.554,157.839,238.158,287.916,58.517
g23840,0,1.63,2,2.293,4.425,2.322
g23841,4.997,1,3,5,5,0
g23842,2,1,1,4,4.071,1.034
g23843,2,1,0,3,9,1
g23844,2,2,0,1,3,0
g23845,1,2,2,5,7,0
g23846,0,0,0,0,0,0
g23847,0,0,0,4,2.007,1
g23848,1,2,2,4,3.01,2
g23849,1,1,0,2,1,1
g2385,9912.97,7642.84,8146.428,13932.701,27704.456,6479.853
g23850,1,2,1,1,2,2
g23851,62.202,44.066,60.074,88.772,221.265,29.26
g23852,15.011,12.961,11.849,33.38,70.694,12.31
g23853,7.102,4,5.248,5.153,13.691,2.719
g23854,6.515,1.025,2.095,5.345,5.385,3.276
g23855,20,18,10,27.369,79.979,16
g23856,0,0,1.476,0,6.064,4.866
g23857,8.802,12.229,5.257,5,14.572,7.926
g23858,3,3,2,1,5,3
g23859,6,1,5,7.622,5.002,2.254
g2386,1673.802,1482.38,1549.405,2529.163,6301.731,1265.189
g23860,3,0,4,4.02,16,3
g23861,6.96,7,1,3.929,15,2
g23862,5,5,1,1,11,0
g23863,8,3,3,3,6,1
g23864,4,3,1,1,8.154,1
g23865,0,2,0,0,3.171,4
g23866,2.03,1.003,3.128,6.846,5.013,1
g23867,2,2,2,4,16,4
g23868,4,3,0,4,7,1.408
g23869,2.411,0,0,0,0,0
g2387,180,189,198,478.001,623,165
g23870,8,3,3,3,4,1
g23871,2,1,2,2,7,1
g23872,0,0,0,0,1,0
g23873,2,2,0,0,0,0
g23874,0,2,4.001,1.021,1,1
g23875,2,2,1,5,3.176,1
g23876,0,1,2,2,3,5
g23877,0,2,3,0,4,2
g23878,1,0,1,3,7,2
g23879,3,0,0,0,7.8,0
g2388,2611.26,2437.612,2225.468,4919.615,7228.18,2088.006
g23880,103.096,73.383,96.783,105.475,275.667,52.744
g23881,93.799,55.17,85.285,124.919,354.17,64.764
g23882,2.203,8.951,4,7.023,4.456,3.993
g23883,4.023,3.018,3.024,3.016,7.307,1.004
g23884,5.943,2,1.941,4,2.442,1
g23885,10.577,0,12.381,4.754,14.587,9.302
g23887,123.647,106.69,113.321,216.677,411.506,94.601
g23888,106,46,106,167,295,29
g23889,26.273,12.016,7,14.749,30.848,7.883
g2389,1964.528,1494.467,1366.088,2629.924,5458.073,1284
g23890,4.481,0,1.257,3.964,6.945,0
g23891,45.929,28.239,37.848,51.177,140.666,31.465
g23892,69.898,33.565,0,0,0,1
g23893,82,19,0,0,0,0
g23894,10.643,8.169,1.061,1.84,27.128,5.08
g23895,14.283,4.587,9.637,9.887,35.239,11.035
g23896,10.995,2,10.517,13,35.872,8
g23897,4,4,2,5,37.055,12
g23898,4.156,7.146,5.99,7.949,33.461,5
g23899,3.054,9.822,5,5.151,17.947,4.047
g239,1490.744,1253.966,1398.922,2403.753,5471.252,1366.587
g2390,653.433,538.359,474.028,1054.374,2385.921,478.553
g23900,3.001,3.013,6.015,0,0,0
g23901,4,4.499,0,2.456,26.056,4
g23902,2.141,2.999,3.726,11,18.307,5
g23903,0,0,9,3,0,1
g23904,11,5,0,0,0,0
g23905,3.185,4.896,0,3.33,2.712,0
g23906,3.655,0,2.553,0,0,2
g23907,6,0,4,4.053,9.001,1
g23908,3.973,2.103,4,1.198,7.998,1
g23909,2,1,0,3,8,2
g2391,109,49,90.151,146.001,156,44
g23910,2,0,6,5,4.005,8
g23911,1,1,2,11,5,0
g23912,0,0,0,0,0,0
g23913,5,2,1,3,8,0
g23914,0,4,4,6,8,2
g23915,3,1,1,1.574,6,1
g23916,2,2,0,4,6,1
g23917,3,1,1,4,3,1
g23918,0,0,0,0,44,0
g23919,0,0,0,0,0,0
g2392,3404.211,2615.48,2816.365,4577.599,8902.73,2345.569
g23920,2,2,0,0,0,0
g23921,7.035,0,3.01,4.015,5.019,0
g23922,3.817,4.112,6.219,15.273,44.481,6.606
g23923,47.226,35.358,32.852,52.255,123.675,18.974
g23924,7.035,2.908,3.173,11.972,18.315,6.593
g23925,12.578,9.026,3.225,7.067,18.427,2.946
g23926,0,2.091,1.064,9.66,8.121,2.115
g23927,3.617,3.873,1.243,1.229,15.643,4.748
g23928,2,4,5.013,7,18,3
g23929,3,1,3,3,15,6
g2393,2521.664,1929.116,1932.557,3054.914,7340.051,1606.513
g23930,10,4,0,0,0,0
g23931,3,0,1.001,6.755,10.896,2.004
g23932,2,3,0,0,11,0
g23933,2,2,0,0,0,0
g23934,2.046,1,0,4.72,5.004,0
g23935,2.95,0,0,2,6.997,1
g23936,0,0,0,0,43,2
g23937,2,0,2,5.016,2,3.429
g23938,2,1,1,1,2,2
g23939,4,3,1,2,2,2
g2394,1138.6,767.611,817.885,1355.11,2739.768,666.408
g23940,3,0,3,1,2.056,0
g23941,4,1,0,4,4,0
g23942,3,1,3,2,6,1
g23943,4,3,0,0,0,0
g23944,0,3,3,2,8,0
g23945,6,1,2,3,3,4
g23946,0,1,2,3,4,0
g23947,2.527,0,0,4.731,12.777,2.001
g23948,925.399,841.433,662.467,1252.81,3096.4,702.373
g23949,43.666,13.637,93.941,75.065,219.711,40.553
g2395,713.341,515.214,457.182,743.827,1862.17,486.307
g23950,9.333,3.048,1.014,2.064,29.973,2.026
g23951,11.629,15.681,16.573,45.72,67.714,7.496
g23952,87.392,64.258,73.222,95.812,243.13,31.982
g23953,11.436,16.999,10.342,27.714,44.121,7.233
g23954,1,5.518,2,11.125,2.049,2.251
g23955,6.003,5.599,3.013,0,11.113,3.001
g23956,0,0,0,0,0,0
g23957,2,7,3,20,10,4
g23958,6,5,0,0,0,0
g23959,5,6,5,1,4,3
g2396,1068,885,735.905,1419,2705.013,774
g23960,9,1,2,4,8.003,0
g23961,1,3,6,5,6,1.021
g23962,3,2,4,0,12.618,3
g23963,2,1,2,0,9.236,2
g23964,5.005,1.171,0,0,0,0
g23965,1,2,1,5,6,0
g23966,0,0,0,0,0,0
g23967,2,0,1,3,6,3
g23968,6,2,2.004,0,3,0
g23969,2,2,0,3,2,4
g2397,51.014,35.884,53.572,66.307,219.817,39.799
g23970,4,3,0,0,0,0
g23971,1,0,2,1,7,0
g23972,4,1,0,0,0,0
g23973,2,0,2,2,9,1
g23974,1,0,1,1,9,2
g23975,2,2,0,0,6,0
g23976,0,2,1,1,0,3
g23977,1,3,2,1,2,2
g23978,28910.235,23264.853,28746.257,31020.509,83595.512,14080.607
g23979,3.491,3.611,0,6.758,24.415,0
g2398,1536,1393.769,1211,2272.148,4442.303,1140.908
g23980,101.618,76.255,62.414,100.698,216.872,76.976
g23981,107.792,58.092,73.023,145.292,236.88,65.521
g23982,1.197,7.161,3.823,3.805,14.63,1.072
g23983,25.658,38.664,25.54,40.417,74.081,23.589
g23984,18.227,7.672,4.357,12.976,75.538,4
g23985,4.347,1,6.004,10.5,11,3
g23986,3.368,4.026,2.209,4.393,10.106,1.002
g23987,6,1,0,1,11,4
g23988,12,9,10,8,20.173,8.174
g23989,5,1,4,4,9,2
g2399,1990.91,1520.862,1522.511,2845.519,6332.609,1623.065
g23990,2,1,1,2.001,0,0
g23991,2,2,0,3.006,7.063,2
g23992,3.021,0,0,0,8.33,2
g23993,6,3,0,0,0,0
g23994,4,0,0,2.999,10,3
g23995,0,0,0,0,0,0
g23996,0,0,0,4,0,0
g23997,5,2,2,1,3,4
g23998,6.037,3,0,0,0,0
g23999,3,1,1,1,3,4
g24,1439.856,1100.093,1136.112,1978.631,4726.875,1049.836
g240,13116.836,8682.356,9094.41,15427.67,32044.123,7737.909
g2400,52.551,57,58.806,372.993,200.002,75.079
g24000,1,3,4,0,3,2
g24001,1,0,2,5.294,4,2
g24002,3,0,0,1.528,0,0
g24003,5,4,1,2,0,0
g24004,125.945,105.306,93.049,212.323,489.386,106.351
g24005,8.345,7.148,2.52,7.766,19.511,8.779
g24006,159.83,93.228,201.234,156.637,569.477,86.577
g24007,3.036,2.031,0,2.445,12.015,3.073
g24008,13.437,13.009,8.666,29.817,49.972,13.388
g24009,1.072,1.094,3.861,2.209,6.211,1.073
g2401,643.154,513.282,437.998,886.574,2013.799,557.859
g24010,3.49,12.891,10.362,21.631,40.471,12.948
g24011,13,15,14,15,37,11
g24012,24,10,13,10,67,9
g24013,7,5,2,3.088,29,8
g24014,3.075,4.095,3,6.221,9.3,2.001
g24015,8,7,0,0,0,0
g24016,2,1,3,1,9,0
g24017,1,5,2,1,7,2
g24018,6,3,2,2,16.012,0
g24019,1,1,0,0,9,1
g2402,11410.947,9689.06,6886.95,16562.286,22187.828,6420.98
g24020,3,2,3,4,3.257,2
g24021,0,0,0,0,0,0
g24022,3,2.803,2,4.944,8,1
g24023,2,1,0,0,4,0
g24024,5,5,0,0,0,0
g24025,2,3,0,1,6,5
g24026,0,4,0,2,4,2
g24027,1,0,1,2,3,2
g24028,1,2,0,3,3,3
g24029,2,6,0,2,6,0
g2403,1784.794,1364.442,1420.072,2467.106,5681.848,1130.331
g24030,1,2,3,1,7,4
g24031,0,0,0,0,0,0
g24032,3,0,3,2.196,7,1
g24033,1.694,2,0,0,6.066,2
g24034,0,5,1,0,1.321,0
g24035,18.713,8.348,19.584,40.047,44.791,13.267
g24036,2.509,2.449,2.986,2.612,2.361,0
g24037,0,0,0,0,1.321,2.701
g24038,34.227,27.621,29.743,32.534,117.76,10.001
g24039,8.833,0,0,7.367,30.232,0
g2404,1333.15,1079.921,1130.998,1600.022,4664.551,828.174
g24040,65.905,51.396,44.948,54.684,81.955,21.556
g24041,13.83,11.479,12.413,13.043,36.552,16.517
g24042,1.337,2,4.884,10.361,10.72,1.642
g24043,0,0,11.403,2.45,1.796,0
g24044,6.026,4.024,5,10.388,19.225,5.165
g24046,0,0,0,0,0,0
g24047,2,0,1,6.919,20.737,0
g24048,4.04,5,2.978,6.977,13,3
g24049,8,2.009,2.011,3,7.008,5
g2405,3020.686,2240.553,1863.374,4112.019,7515.492,1864.835
g24050,4,3,6,0,9.002,2
g24051,7.007,0,3.024,5,10.096,1
g24052,5,6,2,3,6.997,2
g24053,1,1,2,5,8.997,3
g24054,1,2,1.002,0,15.277,1
g24055,4,2,0,0,0,0
g24056,2,0,0,0,0,0
g24057,1,1,2,2,1,0
g24058,3.398,0,0,4,0,2
g24059,0,2,4,0,0,0
g2406,338.423,258.475,262.041,465.431,1184.337,255.417
g24060,2,0,0,0,2,1
g24061,1,0,0,0,0,0
g24062,0,1,2,0,1,2
g24063,75.971,26.88,47.046,96.635,188.185,38.891
g24064,562.264,402.219,386.021,571.155,1583.585,315.736
g24065,25.767,7.879,12.851,16.936,59.87,4.413
g24067,10.227,8.024,6.702,4.081,10.142,1.605
g24068,80.541,53.249,48.393,163.452,226.827,47.655
g24069,18.003,6.634,8.029,7,26.028,13
g2407,2548.089,2077.642,1934.185,3101.753,7209.421,1776.711
g24070,0,0,0,2.558,4.831,0
g24071,28.703,12.368,15.625,16.804,59.555,16.771
g24072,3.27,0,0,2.104,6.445,0
g24073,1.247,4.762,3.433,4.73,19.83,7.713
g24074,0,3.212,0,0,9.371,0
g24075,11,4,20,35,26,11
g24076,13,5.014,14.906,2,44.988,4
g24077,0,0,3.157,3.003,8.567,1.425
g24078,4.08,1,8,6.069,15.001,4
g24079,9.014,11.608,4,15.949,3.088,2
g2408,1273.56,850.992,857.221,1434.988,3097.666,781
g24080,8,3,11,12.281,24.401,7
g24081,3,2,3,3,13.12,3.9
g24082,5,2,1.982,6,16.01,3
g24083,0,4,5,6,10.093,1
g24084,2,1,2,12,12,1
g24085,0,5,4,2,3,3
g24086,0,2,1,2,2.161,2.001
g24087,2.034,1,2,7,9,2.002
g24088,3,2.003,1,5.008,5,0.936
g24089,0,1,0,0,0,0
g2409,381.834,337.248,455.295,858,1728.66,487
g24090,1,1,1.797,2,0,0
g24091,4,1,1,3,6,4
g24092,1.216,1,2.006,3,3.858,2
g24093,1,5,2,1,2,2
g24094,1.817,0,0,0,1.755,0
g24095,1,2,4,4,7.997,3
g24096,3,2,3,3,6,1
g24097,4,1,1,1,4,1
g24098,2,0,0,0,0,0
g24099,20.316,3.558,12.265,4.339,68.365,21.441
g241,1120.601,905.142,792.376,1551.342,2922.549,873.765
g2410,178.546,98.12,97.829,151.391,412.929,95.542
g24100,0,3,21,4789,74,24
g24101,8.705,1.459,11.011,5.212,27.586,3.138
g24102,225.001,182,118,211,377,232
g24103,109.294,88.364,85.159,145.318,278.035,83.126
g24104,73.433,35.742,41.673,61.166,178.786,57.589
g24105,88.017,39.501,38.73,81.268,221.553,38.67
g24106,2.043,0,1,2.564,10.25,1.183
g24107,8.982,4,3,13,15.421,7
g24108,14,3,11,11,7,4
g24109,8,5,0,0,0,0
g2411,41878.889,22834.574,38424.982,56710.018,302224.606,40661.276
g24110,4,1.912,0,2.945,7.279,0
g24111,2,3,1,1,8,0
g24112,1,2,4,3,9,4
g24113,4,6,2,2,9.39,2.045
g24114,1.006,0,1.01,4.308,4.14,2.119
g24115,2,0,1,4,3,1
g24116,3,2,2,5,4,2
g24117,0,0,0,4.031,4,1
g24118,4,0,0,2,6,3
g24119,3,0,1,1,6.78,2.845
g2412,5006.698,3898.8,4252.994,5819.542,14585.001,3148.363
g24120,0,1,2,2,9,1
g24121,3,1,0,2,11,0
g24122,2,2,2,2,8,3
g24123,1,5,0,1,8,1
g24124,4,0,2,2,3,0
g24125,3,0,0,4,5,2
g24126,2,1,0,2,6,1
g24127,0,0,0,0,0,0
g24128,3,1,2,3,3,2
g24129,5,3,0,0,0,0
g2413,758.341,1199.384,949.962,2298.984,3446.818,1054.166
g24130,1,1,2,3,7,2
g24131,142.924,135.792,147.758,152.42,509.443,105.009
g24133,7.089,6.073,5.069,9.466,17.417,4.351
g24134,83.441,61.852,73.337,105.569,231.846,26.139
g24135,35.973,31,26,49.532,171.081,32
g24136,16.649,21.653,11.526,16.853,52.283,9.154
g24137,47,23,0,0,0,0
g24138,7.003,10.424,9.077,10.125,25.033,6.753
g24139,1.16,0,2.163,6.707,18.616,1.092
g2414,4768.982,3713.001,3444,7002.601,15451.109,3032.342
g24140,5,3,6,5,16.007,5
g24141,6,0,5,2,20,3
g24142,7,4,0,0,0,0
g24143,3,5,1.989,2.002,11,1
g24144,0,2,3,10.062,3,1
g24145,1,2,5,1.011,9.17,1
g24147,5,3,2,0,3,3
g24148,2.552,0,0,0,7.266,0
g24149,3,3,0,3,4,2
g2415,1214.417,1023.916,1089.523,1994.015,4237.865,877.111
g24150,0,0,0,2,1.548,1
g24151,7,5,1,0,7,3
g24152,0,0,2,7,0,0
g24153,1.001,0,0,0,0,0
g24154,0,1,0,0,0,3
g24155,4.177,1.035,2.197,3.116,7.312,1.026
g24156,1625.956,688.7,908.301,1154.152,3277.83,516.727
g24157,15.984,16.698,27.375,35.128,65.217,18.822
g24158,13,10,12.913,10.516,40.328,5
g24159,0,0,0,14,1.411,2
g2416,1679.086,1192.97,1379.659,1960.067,5197.411,914.877
g24160,18.47,2.422,13.452,25.069,42.524,16.497
g24161,107.469,46.067,76.702,73.258,266.487,58.764
g24162,59.758,53.596,60.844,93.953,270.029,68.299
g24163,1.048,2.082,1.021,4.267,3.825,1.033
g24164,5.761,0,6.843,6.182,20.832,3.689
g24165,0,7.029,3.136,2.828,0,2.371
g24166,12.038,7.183,9.482,6.255,10.342,1
g24167,4.824,8.593,4.336,6.219,12.411,1
g24168,7.949,5,6.931,4,23,0
g24169,1.037,0,0,1.07,1.019,0
g2417,537.467,628.533,629.224,1213.26,1918.723,481.999
g24170,2,1,1,3,11.168,0
g24171,4,3,4,9.012,11,2
g24172,3,1,2,4,16,1
g24173,2,2,2,6,9.016,0
g24174,2,1.015,2,1,4.999,1
g24175,2,3,1,0,9.882,1.138
g24176,4,5,3,2,7.091,1
g24177,1,3,1,1,4,6
g24178,5,1,5,0,3,1
g24179,2,0,0,2,7,3
g2418,2119.9,1430.036,1464.806,2173.769,6237.791,1281.726
g24180,0,1,6,4,5,0
g24181,2,2,1,1,2,2
g24182,2,0,0,2,12,3
g24183,6,0,0,0,0,0
g24184,3,0,0,0,0,0
g24185,10.907,5.406,12.765,19.476,65.231,10.999
g24186,12.164,2.375,8.672,15.347,28.706,5.371
g24187,1.053,3.262,0,1.04,9.843,1.052
g24188,67.656,62.784,64.244,113.289,258.165,43.724
g24189,1.003,2.015,0,1.131,4.095,2.011
g2419,986.242,1026.999,570.999,1187.973,3183.263,788.955
g24190,54.769,32.204,23.695,41.184,125.896,18.142
g24191,2.378,5.802,1.358,4.799,13.961,0
g24192,23.767,18.495,29.206,18.935,64.573,15.474
g24193,3.351,2.014,5.978,1.005,18.458,3.03
g24194,10.528,3.563,3.649,4.758,20.665,3.025
g24196,28.725,10.135,17.006,16.975,30.347,7.003
g24197,9.661,7.386,7.196,19.625,45.955,6.919
g24198,13.855,1,9,10.625,38.909,2.215
g24199,4.118,2.094,2.119,5.502,9.464,2.097
g242,1429.699,1148.294,1080.03,2013.092,4459.902,982
g2420,106.916,77.29,155.72,290.929,672.892,135.715
g24200,2.847,3.365,1.54,5.683,16.718,2.41
g24201,7.446,4,4.554,16.005,36.173,4
g24202,8.143,7.486,4.685,7.302,19.528,4.001
g24203,3.001,4,4.89,5,11,3
g24204,4.996,1,1,2,4.13,1.074
g24205,3,2,1,3,10,1
g24206,1,2,4,0,16.366,0
g24207,0,0,1.19,4,6.166,0
g24208,0,0,0,0,0,0
g24209,0,0,0,0,0,0
g2421,118,69,69,94,361,97
g24210,2,1,0,2,7,0
g24211,3.029,1.045,5,3,8,1
g24212,3,0,1,1,0,0
g24213,2,1,2,2.001,3,4
g24214,2,4,0,0,1,0
g24215,1,2,2,1,4,1
g24216,2,0,4,1,0,2
g24217,2,2,1,3,3.637,2
g24218,0,2,2,2,4,1.016
g24219,3,0,1,0,7,0
g2422,548.019,293.363,313.668,406.113,1622.803,281.312
g24220,2,0,0,0,1,0
g24221,0,0,0,1,0,0
g24222,1,0,1,0,3.997,2
g24223,5,2,0,1,3,2
g24224,74047.102,38194.618,55870.955,56921.454,247581.844,23989.483
g24225,6.003,6,1,5,15.693,3
g24226,4.021,1.003,2.027,3.063,10.337,8.076
g24227,2.933,0,4.789,6.488,8.176,1.387
g24228,1,0,1.002,0,6.112,0
g24229,10.547,1.265,0,4.006,14.26,0
g2423,938.179,773.024,743.414,1401.379,2922.224,641.689
g24230,8.902,7.267,2.67,11.792,15.973,2.518
g24231,22.361,10.729,20.07,21.42,104.066,11.739
g24232,64.198,32.074,56.533,47.445,213.201,26.296
g24233,1.692,0,3.562,0,7.415,0
g24234,5.45,11.047,6.433,15.646,61.418,15.857
g24235,10.961,1.011,15.253,25.116,26.502,11.415
g24236,26.449,15.965,18.022,17.905,52.101,8.129
g24237,5.463,5.358,4.773,12.029,35.959,14.453
g24238,8.131,9.245,10.001,17.448,4.986,3.577
g24239,8.001,7.942,9.261,16.996,28.969,4.997
g2424,369.044,251.019,215.003,415.676,877.095,223.026
g24240,8.003,7.014,5.001,9,30.009,5.006
g24241,5,5,0,0,22.117,6.503
g24242,0,1.955,0,0,3.982,0
g24243,7,3,8,17.208,43.737,11
g24244,1.261,1.038,1,8,6.455,6
g24245,7,2.984,3,3,6,0
g24246,0,1,2,7.053,8,4
g24247,4,1.002,1,9,1.049,1
g24248,2,7,0,0,0,0
g24249,0,0,3,1.996,4.997,2
g2425,295.47,187.006,186,314.69,699.614,152.308
g24250,1,1,2,5,5,1
g24251,5,2,3,3,4,3
g24252,8,5,0,0,0,0
g24253,0,0,0,11.606,3.359,2.616
g24254,0,0,2.033,3.043,5.87,1
g24255,4,0,2,5.043,8.12,1
g24256,0,0,0,0.992,7.108,0
g24257,2,0,3,2,5.144,1
g24258,3.999,2,3,2,3,2
g24259,0,0,0,0,0,0
g2426,1769.054,1273.484,1188.246,1711.421,4026.5,984.176
g24260,2,0,0,2,5,2
g24261,3.706,1,1,1,5,0
g24262,2,1,1,1,3,0
g24263,0,1.941,0,2.184,5.379,0
g24264,5.548,1.049,2.199,3.412,10.955,1.089
g24265,4.353,1.642,0,6.111,21.209,12.269
g24266,3.926,6.22,9.099,6.24,37.147,13.259
g24267,85.511,61.536,42.198,66.554,231.917,42.238
g24268,9.434,3.946,5,11,43.074,4.145
g24269,7.257,5.932,3.032,3.567,36.533,5.967
g2427,799.583,654.022,703.607,1140.34,2439.594,550.229
g24270,33.883,33.279,15.415,11.815,49.306,15
g24271,0,3.813,0,2.167,5.67,2.059
g24272,15,13,10,16,55.617,6.238
g24273,14.866,7.301,7.067,16.316,46.069,4.76
g24274,9.399,2.523,2.262,5.507,10.433,5.91
g24276,0,0,0,0,0,2.721
g24277,5,3,3.029,6.432,20.005,3
g24278,2.902,2.607,2,7.321,13.606,2.983
g24279,6.217,0,0,0,0,0
g2428,40,39,46,70,164,58.564
g24280,5.231,5,3,5,5,2
g24281,8,4,1,0,0,0
g24282,2.005,3,2,1,12.422,2
g24283,3,1,4.037,4,5.04,1
g24284,2.156,1,3,2,8.705,1
g24285,4.009,2.003,2,0,7.113,1
g24286,2,1,3,3,5,1
g24287,2.589,0,1,7,11,1
g24288,1,1,0,6,11,1
g24289,0,0,10,6,0,1
g2429,1467.15,1145.925,1258.555,2394.307,5417.044,996.328
g24290,2,2,2,1,4,1
g24291,2.229,1,3,3,7.002,1
g24292,5,4,0,0,0,0
g24293,1,1,0,39.714,0,0
g24294,2.1,1,2,2,5,1
g24295,8,1,0,0,5,1
g24296,2,1,1,5,3,1
g24297,2,0,0,4,9,0
g24298,0,0,2,2,4.179,1
g24299,2,2,6,4,3.738,0
g243,3030.627,2294.093,2281.115,3738.998,8385.103,2243.719
g2430,432,353,355,645,1167,291
g24300,5,0,0,3.794,7,0
g24301,3,3,1,2,2,3
g24302,0,0,0,0,4.998,0
g24303,7.675,1.933,0,2.17,2.204,0
g24304,42.639,38.865,32.954,47.512,170.99,18.559
g24305,0,0,0,2.142,2.139,0
g24306,7.358,3.126,2.087,6.064,17.98,4.077
g24307,39.971,30.92,33.262,72.785,76.661,21.593
g24308,0,0,0,0,0,0
g24309,2.516,5.728,1.22,8.894,30.031,6.36
g2431,3142.47,2178.317,2267.209,4610.632,8501.938,2085.855
g24310,0,0,0,0,0,0
g24311,2.028,3.109,3.093,7.49,11.204,5.03
g24312,49.067,36.34,50,76,196.206,22
g24313,33.756,14.686,26.605,41.599,94.021,20.606
g24314,13.231,12.064,2.805,14.007,41.233,6
g24315,8.562,4.191,5.968,11.116,32.692,9.314
g24316,3,3.001,2.035,2,13.077,4.067
g24317,2,0,2,5.027,7.036,2
g24318,4,3,6,8.164,14.117,3.002
g24319,3,4,6,6,8,3
g2432,1023.328,723.309,686.15,1246.02,2428.996,636
g24320,5,1,3,4,12,5
g24321,4,5,1.009,7.017,10.057,3
g24322,3,2,2,0,11,0
g24323,4.916,5,3,3.007,13.955,2
g24324,1.008,1.07,2,2.018,4.948,4
g24325,5,0,0,9,12,2
g24326,2.978,0,0,2,0,0
g24327,4.002,2,1,4,9.369,0
g24328,0,1,0,3,5,2
g24329,2,5,1,4,4.17,2
g2433,2316.553,1738.755,1420.784,2519.671,7209.765,1516.934
g24330,2,1,1,4,11,1
g24331,1,3,1,4,8,3
g24332,0,0,0,0,46.905,1
g24333,3,6,2.055,6,5,2
g24334,1,0,3,3,12,0
g24335,1,4,1,10,4.01,1
g24336,1,0,1,1,4,4
g24337,0,1,3,2,5.065,1
g24338,0,4,1,2,5,1
g24339,2,4,0,1,5.848,1
g2434,756.994,684.106,684,1330,2298.733,468
g24340,1,3,2,3,6,1
g24341,4,2,4,4,5.038,2
g24342,66.832,25.948,14.838,38.725,165.584,35.847
g24343,104.997,100.149,138.089,145.94,620.166,74.711
g24344,628.082,533.31,331.852,624.621,1305.195,578.046
g24345,63.061,40.62,32.188,77.193,172.545,49.204
g24346,4.333,5.335,8.231,10.982,14.696,0
g24347,107.347,63.942,65.102,95.047,422.322,49.674
g24348,0,1.003,1.014,5.028,9.348,1.019
g24349,8.266,8.613,10.119,9.226,20.051,3.345
g2435,92.287,55.759,63.318,120.417,315.096,58.734
g24350,2.018,0,5.001,4.187,12.716,0
g24351,0,0,2.007,5,11,0
g24352,0,0,0,0,0,0
g24353,7,7,0,0,0,0
g24354,4,3,3.365,12,17.712,5
g24356,5.087,2,2.735,1.001,6.036,3
g24357,4.002,7,5.026,7.481,5,0.989
g24358,2,1,1,4,10,3
g24359,2.157,1,0,4.015,1,3
g2436,928.825,690.399,647.789,1179.582,2362.57,579.252
g24360,0,2.999,2.722,4,4.345,0
g24361,7,5.996,1,4,1,0
g24362,2,8,0,0,0,0
g24363,3,1,2,1,4,1
g24364,1,1,0,3,5,0
g24365,4,0,0,7,3.878,1
g24366,2,1,3,6.921,2,2.101
g24367,1,0,4,7.007,6.707,1
g24368,3,2,1,1,4,3
g24369,1,1,2,0,6,3
g2437,1631.593,1227.601,1081.334,2156.56,4048.388,1048.876
g24370,0,0,0,0,0,0
g24371,0,0,0,0,0,0
g24372,3,0,0,0,0,0
g24374,9.816,12.896,17.581,24.287,72.876,12.2
g24375,125.573,106.134,114.552,130.841,331.095,72.004
g24376,18.742,12.737,18,26.698,79.724,14
g24377,35.497,12.137,27.161,25.989,98.669,24.121
g24378,18.561,1.906,10.49,12.804,77.226,14.253
g2438,931,617,631,1060,2599.799,585.68
g24380,2.518,0,3.093,4.535,4.594,1.035
g24381,8.164,0,1.738,1.48,5.649,3.498
g24382,18.239,12.589,20.58,17.565,60.5,14.468
g24383,16.863,14.005,9.403,16.229,12.931,6.023
g24384,11.128,6.077,3.2,5.197,13.096,5.782
g24385,13,7.828,4.003,7,15.592,5.193
g24386,17.273,13.39,9.269,13.75,30.587,10.907
g24387,2.088,0,0,2.205,13.528,0
g24388,36.671,37.799,47.957,59.63,109.494,31.285
g24389,4.239,0,0,0,13.325,4.04
g2439,348.796,260.857,218.91,452.241,896.045,262.936
