gene_id,sample4,sample5,sample13,sample14,sample17,sample18
g0,669910.573,516738.864,532479.316,858278.529,1892016.244,461698.48
g1,1335.909,2019.001,1091,3369.848,3788.864,2339.547
g10,5205.563,3706.68,4468.146,6694.083,17429.123,3306.424
g100,1580.721,1502.941,1388.733,2831.464,3732.864,1306.865
g1000,1810.437,1329.42,1562.51,2331.414,6641.165,1099.927
g10000,514.196,392.602,427.005,715.832,1663.553,359.412
g10001,367.41,252.972,239.459,492.555,1012.628,281.135
g10002,8.894,6.23,9.336,10.388,24.151,6.235
g10003,5.043,11.742,4.214,15.291,13.173,4
g10004,9,6,6,13,20.793,4.267
g10005,11.475,8,3.9,11,23.018,11
g10006,4,3,5,9,28,6
g10007,1387.04,874.384,1251.256,1579.737,4613.262,601.519
g10008,95.722,86.133,84.627,295.259,373.279,112.496
g10009,168.004,236,85,90,248,70
g1001,1376.482,1114,1092.152,1851.152,3973.544,921
g10010,12.275,5.25,3.029,19.62,27.59,1.341
g10011,4,4,4,6,15.446,4
g10012,62.516,108.996,123.248,80.013,376.71,138.7
g10013,0,0,0,0,12.368,0
g10014,190.85,107.569,126.136,149.401,556.992,140.505
g10015,265.621,147.021,190.373,331.291,783.248,173.387
g10016,45.864,25.309,37.211,55.469,148.26,36.758
g10017,26.247,18.862,25.096,44.658,95.269,20.738
g10018,124,85.197,73,94.236,249.343,71.217
g10019,56.405,31.93,35.039,70.006,155.83,30.88
g1002,786,606.991,624.977,1158.991,2710.002,635
g10020,20,12,10,18,29,6
g10021,0,0,0,1,0,0
g10022,8.722,9.035,5.593,15.446,39.609,9.011
g10023,11,4.304,6,6,31.563,10
g10024,18.002,20.1,10,56.64,38.09,31.306
g10025,170.877,132.844,113.479,205.612,532.723,109.858
g10026,346.794,263.319,243.131,353.472,1287.178,323.35
g10027,25.673,21.075,26.007,54.637,89.684,21.749
g10028,33,23,13,13,33,15
g10029,28,15,0,0,0,0
g1003,2292.592,1762.469,1709.625,3169.923,6847.813,1544.646
g10030,14,10,11,24,38,5
g10031,10,5,0,0,0,0
g10032,29,36.096,14,69,59.094,32
g10033,62.162,34,16.455,20.689,88.173,11.436
g10034,31,9,0,0,0,0
g10035,0,7,3,9,17,3
g10036,12116.819,8742.211,8282.934,15247.292,21017.793,7571.15
g10037,293.521,177.022,222.05,272.333,745.436,96.119
g10038,6,4.35,5,10.996,25.071,3
g10039,8,2,2,5,9.001,5
g1004,991.752,777.934,927.913,1472.128,3431.336,655.439
g10040,107.893,74.488,53.868,102.74,275.292,51.012
g10041,37.431,30.474,38.125,55.323,75.368,27.184
g10042,44.296,63.481,40.078,104.735,165.095,46.307
g10043,16.642,19.635,10.191,24.868,67.269,14.02
g10044,11,11,10,3,22,3
g10045,337.758,219.141,245.072,512,746,207
g10046,255.513,197.303,169.12,291.989,763.152,169
g10047,8,4,3,7,9,5
g10048,8218.94,17040.278,16097.542,43026.231,32561.44,11515.085
g10049,18.148,5.046,24.725,25.252,59.824,14.434
g1005,1421.246,927.475,1119.17,1995.62,4733.367,805.821
g10050,611.441,538.539,514.997,1037,1880.703,510.845
g10051,41.509,24.444,25.718,41.191,59.26,18.348
g10052,33.768,16,18,24.98,101,16
g10053,19.754,7,15,6,40.001,5.951
g10054,21,7,0,0,0,0
g10055,18.361,5.231,11.357,16.589,35.644,7.305
g10056,91.638,74,72,134.89,206.958,69.951
g10057,33.482,19.903,9.823,30.397,82.228,19.291
g10058,0,0,0,0,0,0
g10059,3.222,3,7.324,2.167,13,3
g1006,2776.24,2265.273,1623.025,3076.884,7555.774,1968.574
g10060,6,3,11,15,21,6
g10061,16,5,0,0,0,0
g10062,26.993,13.044,21.889,28.66,60.179,9.922
g10063,588.035,416.016,439,724,1520.82,411
g10064,10.363,4.468,13.447,17.274,33.096,5.001
g10065,9.916,15.728,38.181,79.776,103.175,24.828
g10066,8.002,5,10.973,14.994,24,6
g10067,0,0,0,0,0,0
g10068,72.477,43.068,72.8,100.429,561.997,65.831
g10069,16,9,11,23.923,41,14
g1007,1642.198,1257.952,1007.718,1881.496,4751.01,975.57
g10070,22.196,15.419,23.539,23.022,70.252,9.412
g10071,11,6,13,13,23,3
g10072,6,10,4,12,31,12
g10073,174.234,125.14,111.416,191.892,437.201,113.801
g10074,581.433,472.014,287.518,495.001,1130.621,298.748
g10075,289.682,208.367,202.022,267.204,764.3,228.763
g10076,230.053,135.029,130.488,150.008,534.177,135.003
g10077,14.754,11.441,17.113,35.317,86.78,34.943
g10078,44.089,22.224,44.403,30.495,121.534,24.955
g10079,35.908,13.518,14.818,37.143,35.175,8.796
g1008,735.259,550.073,494.622,1001.878,2258.692,489.249
g10080,14,13,12,26,37,21
g10081,12,6,1,5,19.628,11
g10082,9,6,1,12,34,5
g10083,40.028,13.42,20.347,24.909,47.006,13.006
g10084,3,6,3,10,10,3
g10085,721.379,471.893,485.493,748.849,2367.839,428.29
g10086,10,9,18,24.481,40.939,11.876
g10087,6,6,8,18.998,31.804,8
g10088,63.95,43.195,39.553,79.422,114.399,43.636
g10089,689.514,422.984,444.6,701.82,2369.306,307.41
g1009,1918.163,1734.004,1764.646,3155.999,6340.509,1626
g10090,6.96,3,11.868,12.071,34.343,8.515
g10091,3,1.657,0,1,4.802,0
g10092,2.005,8.101,7.047,11.132,27.081,4.022
g10093,14,17.013,18.236,26.962,53.384,11
g10094,15475.661,16803.133,10164.792,19189.953,39162.025,16012.145
g10095,36.431,67.532,29.004,40.215,120.337,72.565
g10096,3,3.001,5,5,11.953,1
g10097,6,3.223,4,4,13.593,4
g10098,145.227,116.06,87.575,241.852,417.417,74.088
g10099,3634.869,2228,2567,4531,7466.485,1786
g101,3875.658,3203.742,2809.259,5087.614,14416.131,2331.004
g1010,2339.638,2017.321,1731.192,3211.415,6182.717,1657.895
g10100,56.266,40.576,26.983,56.068,176.657,38.932
g10101,0,0,0,0,0,0
g10102,7,2,6,5,4.339,4
g10103,802.134,599.926,707.532,1128.646,2417.216,535.426
g10104,34.82,26.34,33.912,42.286,92.561,40.213
g10105,9,8,5,7,31,4
g10106,10,3.027,1,6,12.96,7
g10107,7,8,12,7,14,5
g10108,39.452,27.988,35.732,64.065,186.173,24.302
g10109,358,248,292,443,955.204,243
g1011,351.964,357.399,322.021,651.629,1201.463,327.886
g10110,224,145,86,187,474.045,115
g10111,31.964,3.159,7.364,16.933,41.264,6.43
g10112,104.47,67.432,85.033,87.837,278.162,47.648
g10113,6,1,6,7,31.985,7
g10114,11,6,6,9,19,6
g10115,5,6.014,6,3,7.003,3
g10116,498.735,337.861,262.701,415.108,1264.691,296.363
g10117,170.468,100.084,95.999,182.999,526.578,119.489
g10118,19.6,14.678,13.313,17.811,20.648,0
g10119,10,256,36,240,164,250
g1012,3063.978,2347.31,2152.252,3978.007,7390.246,1963.406
g10120,56.07,28.68,29.488,49.657,98.086,24.508
g10121,18.033,34,17.013,40.573,76.923,23.369
g10122,0,0,0,0,0,0
g10123,7,6,5,6,15,6
g10124,496.443,430.497,412.678,690.109,1494.027,355.449
g10125,37,27.004,34.718,42.888,85.544,23
g10126,10,21,0,0,0,1
g10127,7,5,5,11,14.315,7
g10128,15.039,12,7,4.043,21.641,4
g10129,268,174,168,273,809.536,198.822
g1013,1119.111,917.277,883.351,1733.947,3901.689,771.89
g10130,27.452,20.109,16.115,40.082,57.447,17.745
g10131,65.659,65.859,68.976,126.482,173.853,73.965
g10132,12.647,10,14.853,10.708,34.648,9.02
g10133,13,11,6.083,17.96,16,5
g10134,38.282,46.139,46.741,82.996,207.16,32.571
g10135,641,587.004,562,963,1918.187,486
g10136,433.824,222.453,272.052,363.496,1061.931,238.818
g10137,221.09,111,96,124.856,373.423,94.22
g10138,5,2,2,6.015,13,0
g10139,237.033,183.145,158.595,333.022,725.275,179.322
g1014,1012.853,919.204,720.627,1383.634,2614.559,609.647
g10140,34,14,15,22,32,9
g10141,20.042,18.662,11.006,23.214,58.577,15.277
g10142,3,4,0,0,0,0
g10143,2825.325,1451.024,1256.298,3041.015,4760.271,1759.341
g10144,9,8,14,13.712,16,10
g10145,28.562,16.065,28.482,33.733,85.297,12.729
g10146,493.047,339.265,412.325,699.182,1476.037,305.274
g10147,61.671,54.65,54.226,84.686,227.611,43.189
g10148,48.032,20,21.02,35,94.753,28
g10149,20,11,30,16,42,9
g1015,700,478.049,481,906.425,2242.002,437
g10150,14.371,12.037,13.936,18.752,43.396,8.008
g10151,6,5,7,15,31,4
g10152,46.746,25.743,21.996,39.998,125.421,17
g10153,19.828,8.517,18.099,21.97,49.795,16.506
g10154,0,0,0,0,0,0
g10155,4,4,6,9,24.039,4
g10156,3,1,8,10,19,3
g10157,7,4,5,7,25,2
g10158,10.514,0,12.957,29.371,47.534,19.978
g10159,28,17,67,113,198,31
g1016,2669.353,1724.074,1854.476,2888.113,8851.295,1607.699
g10160,11,1,10,11,49,6
g10161,28.9,11.716,23.133,33.645,65.234,2.793
g10162,24.619,14.002,27.675,54.171,62.255,15.999
g10163,1156.719,957.378,1169.754,1839.861,4821.462,1341.254
g10164,75,71.403,55,101.008,205.966,64
g10165,83.87,54.679,44.664,128.58,188.548,57.748
g10166,74.002,39.695,52.127,113.508,170.775,48.507
g10167,2,1.076,4,16.24,11,6
g10168,293.203,182.974,212.19,423.071,810.017,167.692
g10169,242.842,206.448,184.969,591.731,691.084,171
g1017,743.199,590.177,462.441,750.044,2220.88,509.302
g10170,253,174,143,315.082,655.891,147.997
g10171,56.506,26.838,36.099,56.492,158.699,37.536
g10172,50,42,55,87,222,50
g10173,0,2.279,3,5.998,16,1
g10174,33.913,23.002,37.926,62.327,116.502,30.346
g10175,207,166,192.124,293.4,542.877,101
g10176,39,19.232,24,48,81.022,22.02
g10177,7,2,11.017,8,29.054,7
g10178,11.08,9.041,12.061,21.134,27.171,5.157
g10179,381.999,374,144,339,587,190
g1018,949.277,535.702,472.291,718.015,1712.629,494.417
g10180,99.379,64.073,92.827,136.281,300.83,68.145
g10181,8.662,0,1.034,9.361,13.177,2.329
g10182,23.823,27.827,34.35,28.855,50.415,6.676
g10183,89,52,23,26,53,24
g10184,12,7,5,4,11,7
g10186,1019.901,788.78,759.439,1161.078,3334.225,666.799
g10187,158.247,129.255,179.341,248.98,544.571,182.603
g10188,18.731,17.634,11,24.023,37,22.944
g10189,52,22,21,40,139.023,18
g1019,4299.982,3254.725,3236.386,5669.397,11623.044,2726.52
g10190,7,4,9.108,8,24,6.09
g10191,9,1,4,9,14.239,15
g10192,4.684,8.979,6,7.983,23.853,3
g10193,1643.333,1062.624,1067.075,1492.996,5228.982,1047.191
g10194,374.07,351.35,282.89,603.915,1009.44,246.382
g10195,353.997,230.911,292.072,615.278,1144.902,295.013
g10196,36.258,38.868,33.198,31.589,92.264,20.855
g10197,64.621,46.283,45.463,80.95,126.304,49.99
g10198,5.107,4.188,16.569,33.247,21.715,7.573
g10199,22,17,9,16,26,6
g102,3746.881,3292.575,2832.409,4978.255,12197.477,2640.551
g1020,152.004,132.042,140.035,254,522.525,162.017
g10200,11,9,7,4,35,8
g10201,4,3,2,12.617,13.482,3
g10202,1359.13,1216.271,1128.459,2287.453,4199.705,1068.208
g10203,130.993,100.838,101.188,158.647,315.231,105.32
g10204,22.123,9.715,16.003,26.982,43.238,14.074
g10205,140.658,91.867,109.833,151.497,464.406,86.505
g10206,6,3,8,3,14,11
g10207,32.187,25.777,25.08,20.717,60.352,24.959
g10208,9.053,1,5.935,9.001,24.08,6.223
g10209,79.286,94.602,60.534,232.378,551.346,47.807
g1021,1233.165,1102.697,1054.983,1560.246,4663.304,821.121
g10210,12.958,12.58,12.095,12.271,36.586,3.048
g10211,106.109,77.316,93.538,161.47,358.121,110.681
g10212,5,21,11,20,34,6
g10213,1196.156,1237.324,1417.946,1519.293,5076.277,1079.803
g10214,489.513,295.109,303.159,448.927,1671.748,319.665
g10215,256.913,157.998,50.49,69.761,39.082,1.63
g10217,30,8,0,0,0,0
g10218,8,3.095,8,7.467,38.656,8
g10219,4,3,4,10,18,9
g1022,158.03,74.14,99.495,137.311,282.543,70.76
g10220,3,3,3,8,10,1
g10221,250.503,157.389,171.941,304.253,610.832,146.547
g10222,4,9,5.397,19.385,24,6
g10223,11.416,10.47,8.563,22.677,42.113,12.237
g10224,1,0,0,0,0,0
g10225,3,7,6,13,28,8
g10226,4,6,0,0,0,0
g10227,11,10,5,15.007,29.907,6
g10228,28.13,43.562,53.085,77.405,178.077,25.128
g10229,7,14,8,11,15,7
g1023,4081.446,3885.113,4081.694,6820.115,13101.214,3100.444
g10230,9,3,6.627,9,29.891,2.999
g10231,638.535,536.102,585.998,700.514,2144.38,462.294
g10232,573.365,417.07,362.011,759.729,1396.594,334.061
g10233,253.209,131.076,173.792,292.698,914.254,196.319
g10234,19.366,17.867,17.52,42.234,68.097,20.978
g10235,34,16.127,35.324,30.575,110.402,29
g10236,28.757,19.107,20.604,35.471,82.464,23.252
g10237,18.003,9,28.107,33.773,53.77,11.015
g10238,8.004,8.06,10.05,23.1,39.226,6.051
g10239,14,45,1,0,0,0
g1024,2788.313,1930.164,1698.97,3262,8488.886,1583
g10240,15,8,6,3,40,10
g10241,5,7,4,4.044,12,3
g10242,11877.735,8378.727,8849.205,17223.791,27221.607,8407.686
g10243,0,0,0,1.727,0,0
g10244,794.35,525.92,498.113,667.826,2060.123,563.785
g10245,1.397,1.225,2.622,0,40.759,7.667
g10246,384.818,313.317,240.914,500.53,1175.953,272.045
g10247,10.816,8.999,11,15,18,6.999
g10248,8,7,10,11,19.026,7
g10249,3.088,2,6,14.991,17,4
g1025,8657.265,7833.097,7301.296,14458.075,23300.843,5966.711
g10250,864.724,737.24,658.201,1129.063,2994.011,602.21
g10251,158.681,80.023,104.902,175.773,511.41,92.882
g10252,325.289,170.417,157.343,221.061,742.476,172.106
g10253,7,6,15,13.058,37.253,4.256
g10254,5.28,1,1,4,15.505,3
g10255,525.705,339.162,362.016,624.003,1326.681,320.001
g10256,11.115,3.243,6.346,10.012,21.075,5
g10257,253.822,148.908,200.232,280.006,734.87,187.337
g10258,85.882,58.471,51.44,119.192,118.756,40.091
g10259,896,719.416,614.008,1138,2278.067,676.27
g1026,755.975,582.015,518.848,1029.99,2294.963,560.085
g10260,26.251,14,18.804,25.169,61.22,7.049
g10261,9,19,0,0,0,0
g10262,389.356,278.963,438.488,762.22,526.492,97.617
g10263,599.867,405.593,365.99,732.086,1289.823,308.989
g10264,59.664,31.166,16.118,24.54,122.217,32.828
g10265,62.323,43,28.995,72,122,35
g10266,17,4,10,7,44,7
g10267,16,10,4,9,20,7
g10268,11.017,5,13.002,10,29.638,1
g10269,5.563,5.333,4.017,15.103,14.828,9.539
g1027,7044.631,5184.203,5600.621,8770.021,22031.238,3982.588
g10270,7.285,18.905,17.727,21.162,65.035,17.395
g10271,44.264,41.136,18.729,58.644,88.953,18.315
g10272,19.344,22.81,21.958,44.141,76.309,20.778
g10273,9,7.299,10.036,12.97,32.832,10.074
g10274,9,11,3,9,6,0
g10275,1631.293,3856.935,1878.31,5164.482,3383.826,2118.113
g10276,481.983,376,459,738.901,1486.99,292.431
g10277,310.933,254.512,232.515,388.029,1291.358,242.816
g10278,23,16,13,17,54,10
g10279,6.01,5.007,12.004,18.97,18.097,10
g1028,2262.413,1533.887,1611.169,2958.461,7178.394,1511.655
g10280,62.015,43.185,50.012,54.05,202.365,30.728
g10281,17.514,11.188,15.422,20.469,44.314,9.373
g10282,46,18,17,53.473,115.323,15.589
g10283,73.001,39.075,39.773,54.681,180.499,40.17
g10284,410.49,302.731,231.352,342.953,1053.536,293.503
g10285,136.001,118.985,106,90,136,93
g10286,20,28,12,108,47,23
g10287,18,6,20,6,46,7
g10288,11,16.042,5,15.474,36.191,18
g10289,8.13,4.005,5,9,20,4
g1029,538,363.881,341,599,1477.734,456
g10290,6,2,5,18,12.158,1
g10291,332.023,252.593,144.621,213.483,782.359,182.216
g10292,24,12.001,14,14,45.042,12
g10293,0,0,0,1,2,1
g10294,6,2,4,7,29.202,8
g10295,44.304,15.84,28.663,27.183,79.292,8.307
g10296,77.139,68.225,73.56,110.856,215.286,39.484
g10297,163.004,142.049,83.332,151.001,413.638,108.152
g10298,29,26,25,127.636,87.013,33.011
g103,3629.471,2617.249,2687.715,4342.26,8388.965,2355.043
g1030,1718,1342.999,1302.004,2157,4066.866,1044.949
g10300,11,2,5,7,30,4
g10301,8,7,0,0,0,0
g10302,15,9,7,14,38,10
g10303,12,12,9,21,36,3
g10304,92.573,61.35,106.657,145.322,299.399,87.248
g10305,38.949,19.167,17.066,32.129,120.978,29.273
g10306,32,35,20,25.001,36.035,36.539
g10307,9,3,4,8,23.349,8
g10308,695.478,499.536,385.848,661.827,1402.18,301.261
g10309,16.331,16.378,27.824,56.323,159.07,19.67
g1031,587.691,484.243,496.595,891.267,2356.933,523.525
g10310,22,14.377,14.559,26.788,68.184,10.582
g10311,12,4,5,10,12,6
g10312,157.596,121.069,102.453,145.633,535.517,97.688
g10313,19.669,20.041,12.132,25.097,40.765,17.029
g10314,944.419,799.104,609.451,1244.849,2737.272,590.938
g10315,3.128,5.169,3.104,2.049,12.651,7.302
g10316,8,2,4,8,17,4
g10317,9,10,9,4,9,4
g10318,991.389,805.89,832.727,1928.727,2921.407,778.158
g10319,517.936,281.606,546.682,576.202,1649.345,243.312
g1032,457.984,509.613,336.738,690.045,1525.446,342.683
g10320,37.572,17.835,40.717,40.321,74.361,15.334
g10321,86.475,57.581,91.063,146.774,314.25,56.896
g10322,59.128,47.337,47.637,79.603,215.372,43.974
g10323,23.029,3,4.006,18.296,20.03,4
g10324,14.012,23.017,12.012,17.02,64.129,10.007
g10325,17.714,13.036,11.45,14.091,68.15,8.001
g10326,21.203,14.996,26.956,34.216,51.027,24.001
g10327,5.001,7,9,10,27,6
g10328,22.538,23.904,19.369,26.256,58.643,17.03
g10329,13.619,9.354,1.761,13.812,61.787,9.896
g1033,1888.995,1549.163,1622.981,2907.969,6106.158,1516.999
g10330,184.257,104.102,121.027,208.233,549.656,107.204
g10331,161.798,132.278,123.664,263.612,402.452,110.797
g10332,11,2,10,10,43,7
g10333,88.126,41.624,60.362,68.984,191.4,51.405
g10334,1823.878,1564,1417.962,2366.825,3942.775,1475.926
g10335,129.457,85.909,75.805,101.748,314.356,62.187
g10336,13,16,19,42,62.096,13
g10337,13,7,10,10,23.468,4
g10338,18,9,0,0,0,0
g10339,379.111,256.535,265.31,416.207,1350.011,247.825
g1034,1513.65,1208.287,1210.258,2181.156,4616.933,1058.436
g10340,23.525,17.75,13.649,30.444,51.862,18.249
g10341,433.564,297.985,298.363,480.773,1567.432,242.929
g10342,336.231,266.959,203.238,412.251,961.812,211.131
g10343,93.289,47.141,47.042,98.341,294.223,67.903
g10344,91.101,54.326,55.289,66.516,176.2,51.333
g10345,38.179,24,17,49,93,28.064
g10346,34,14,24,18,69,6
g10347,11,4,6,6,10,3
g10348,358.155,175.321,201.766,381.584,910.099,171.145
g10349,28.405,15.855,23.574,38.33,80.843,17.222
g1035,801.467,609.437,680.77,1370,2474.556,621.267
g10350,262.001,129.004,181,241,737.538,134
g10351,0,0,317.387,1110.343,0,0
g10352,30,19,37.3,36.454,113.879,15
g10353,37,36,0,0,0,0
g10354,28,15,17,15,30,13
g10355,8.001,4.002,5,6.781,24,2
g10356,9,9,8,9,19,6
g10357,3,7,4,6,17,5
g10358,15,7,4,2,7,5
g10359,14,6,6,5,23.094,5
g1036,256.683,184.004,192,379.011,819.064,209.001
g10360,8.031,7.187,5.503,10.24,19.684,2.143
g10361,703.197,609.191,535.215,1047.328,2040.527,475.163
g10362,18.437,10.272,9.234,15.466,33.936,11.277
g10363,18,15,17,14,65,10
g10364,24,34,0,0,0,0
g10365,14.173,6,7,9,22.858,5
g10366,13,4,7,4,72.999,8
g10367,10.801,7,8.495,10.434,20.021,1
g10368,7,2,0,1.157,13,2.254
g10369,9.771,11.009,9,18.015,23.288,11.025
g1037,2207.649,1605.672,1466.551,2908.341,4780.318,1333.31
g10370,7.13,1,3.277,8.655,28,8.06
g10371,206.396,126.621,133.365,172.847,458.331,105.451
g10372,869.404,651.385,753.705,1364.113,2651.747,556.465
g10373,70.784,67.746,90.508,137.295,243.119,38.243
g10374,314.081,168,216.002,348.787,825.075,212.063
g10375,13,8,4,12,53,3
g10376,20,14,0,0,0,0
g10377,16,9,0,0,0,0
g10378,68.628,32.695,39.178,89.71,159.699,51.172
g10379,15.05,28.099,15.17,2.901,17.433,14.536
g1038,178.674,89.756,153.695,172.393,279.515,67.574
g10380,97.286,60.213,54.961,128.531,192.033,58.723
g10381,7.414,17.327,16.668,22.725,38.884,10.824
g10382,1928.238,1470.149,1543.591,2486.218,6992.951,1540.963
g10383,658.626,510.187,461.429,875.986,1361.445,421.09
g10384,358.391,297.103,193.905,403.253,1213.003,304.101
g10385,28.301,23,15.151,47.782,73.026,43.005
g10386,2362,1726,1608,3428.002,5195.974,1368
g10388,167.328,98,114.471,201.819,418.974,113.288
g10389,190.778,133.578,128.379,196.855,629.012,130.431
g1039,2978.585,1472.036,1372.34,3972.241,4320.828,1535.705
g10390,23.445,12.202,13,14,80.02,16
g10391,7,8,13.001,33.002,38.932,18.016
g10392,12.455,11.36,12,8.843,36,5
g10393,5,9,10,4,34,6
g10394,3,2,8.019,12.287,15,3
g10395,4,1,5,13,25,7
g10396,114.101,64.921,71.474,148.082,209.63,49.705
g10397,107.37,102.44,20.377,14.811,52.76,22.52
g10398,94.716,82.425,52.664,140.389,155.653,44.109
g10399,50,12,37,20.594,105,33.768
g104,2148.846,1701.715,1385.776,2930.8,5534.058,1688.551
g1040,17328.72,16580.887,13889.966,25723.835,48808.716,11948.709
g10400,6,13.045,11,16,42,8
g10401,7,5,6,79.912,17.094,9
g10402,9.477,3.696,11.878,8.992,25.354,7.953
g10403,200.668,132.924,152.081,227.87,542.838,135.235
g10404,50.137,27.863,69.865,64.442,234.285,26.693
g10405,38.001,28,37,47.027,111.013,29
g10406,46,28,0,0,0,0
g10407,22.562,27.452,31.571,82.616,123.099,11.993
g10408,8,3,3,2,29.003,7
g10409,4,3,2,8,14,3
g1041,225.655,134.277,160.213,233.697,539.964,159.633
g10410,1186.196,868,864,1386,3160,902
g10411,819.687,573.67,594.315,945.413,2928.637,751.324
g10412,9.006,7.024,4.01,3.039,15.092,1.983
g10413,72,44.02,49,89.176,239.998,36
g10414,7,3,6,7,21,4
g10415,4.298,1,10,3,18,6
g10416,25.687,2.007,15.596,9.049,51.419,9.04
g10417,45.211,21.764,14.459,30.281,58.837,19.887
g10418,93,70,47,79,136,32
g10419,29.703,45,30,73,57.12,94.001
g1042,2033.089,1357.925,1548.965,2658.052,5369.449,1383.508
g10420,109.956,59.653,40.567,74.903,220.249,39.154
g10421,9,5.205,3,15.001,28,5
g10422,9,2,5.995,8.643,21,11
g10423,11,5.083,3,3,16,2
g10424,563.683,279.335,542.881,1289.389,1859.791,327.461
g10425,8.017,9.569,3.454,17.13,27.211,3.015
g10426,25.398,18.254,18.227,48.883,64.909,18.79
g10427,126.864,89.596,108.742,154.562,463.842,83.619
g10428,161,111.001,127,179,580.002,93
g10429,174,140,143,132.968,163.973,104
g1043,7271.804,6281.409,5304.589,13585.367,21111.318,5612.629
g10430,109.417,92.685,72.761,118.825,382.613,89.264
g10431,10,10,5,89,34,10
g10432,18,8,15.005,18,46,13
g10433,7,10,7,18,24.976,5
g10434,4,1,13,3,11,7
g10435,1727.701,1563.699,1244.933,2676.647,3996.161,1057.063
g10436,75.071,73.039,87.149,117.899,300.27,59.361
g10437,191.929,128.807,136.592,293.58,479.386,109.978
g10438,13.503,4.16,2,3.227,20.961,4
g10439,17,8,0,0,0,0
g1044,3990.976,3619.384,3392.431,7587.877,13861.627,3213.838
g10440,57.314,49.116,35.268,62.155,132.306,34.675
g10441,5.804,1.791,3.136,7.096,17.374,10.443
g10442,430.371,366.045,303.985,521.5,962.48,281
g10443,51.469,35.506,179.708,176.288,109.954,36.457
g10444,7,4,10,6,29,5
g10445,1477.905,1025.307,1097.854,2095.942,3337.072,932.511
g10446,7.794,5.913,9.492,17.044,37.015,5.65
g10447,140.889,106.005,68.145,119.231,318.238,75
g10448,62.985,35,51.959,37.005,196.819,34.015
g10449,47.951,43.134,32.422,47.437,107.973,23.317
g1045,540.284,400.683,393.818,727.564,1780.055,356.443
g10450,47.358,30.184,27.452,42.444,125.386,27.898
g10451,28,17.004,43.05,75.493,80.098,17
g10452,23,10,15,29,61,11
g10453,11,2,2,4,50,14
g10454,10,2,7,5,18,4
g10455,16,5,10,9.178,9,12
g10456,3,5,3,2,12,4
g10457,242.876,163.518,198.605,377.339,636.637,182.252
g10458,1113.514,796.12,730.029,1265.529,2793.434,679.579
g10459,211,180,365.48,442.338,2013.31,204.843
g1046,404.929,308.789,352.363,756.061,1109.755,317.868
g10460,248.361,178.998,170.773,425.096,819.582,200.777
g10461,10.899,16.079,0,0,2.458,0
g10462,99.224,42.903,55.381,114.728,232.976,64.345
g10463,30.511,24.16,26.186,28.738,66.132,12.25
g10464,12,14.095,13,18.412,61.157,5
g10465,499,342,306,602,1114.08,268
g10466,190.169,135.537,143.674,231.256,676.328,138.393
g10467,42.915,22.482,18.031,25.166,110.661,26
g10468,20,21,11,16,34,16
g10469,17,16,13,39.636,55.047,9
g1047,19023.442,10807.873,16720.104,22262.446,60892.985,9582.814
g10470,9,7,12,12.999,43.066,12
g10471,3,5,1,1,8,5
g10472,13.752,13.337,22.663,26.591,45.198,9.875
g10473,155.478,133.834,115.501,190.465,466.443,92.066
g10474,29,13,12.526,15,47,12
g10475,13.004,6,7.154,12,14.009,5.411
g10476,11,6,6,7,12.01,3
g10477,136.427,125.358,127.119,230.513,469.288,129.734
g10478,192.5,112.712,110.62,146.395,442.035,116.802
g10479,9,8,5,8,24.938,5
g1048,8451.817,10481.149,6476.626,15617.041,25451.214,10556.056
g10480,30.801,10.256,12.001,28.999,89.959,8
g10481,11,47,8,12,11,52.92
g10482,9,9.01,3,5,22,16
g10483,191.709,121.196,137.893,252.926,624.372,130.028
g10484,19.498,48.487,37.042,73.663,115.665,34.343
g10485,404.841,326.927,321,628.332,1092.775,266.959
g10486,0,0,0,0,122,0
g10487,27.015,19.335,13.603,34.347,112.039,20.931
g10488,11.393,9.015,15.887,28.196,86.378,12.265
g10489,22.8,15.671,14.38,27.332,71.063,11.001
g1049,2413.009,1552.203,1885.496,2485.232,6261.507,1330.459
g10490,9.001,3,5.42,8,15,0
g10491,9,13,0,0,0,0
g10492,1840.076,1715.229,1365.052,2817.096,4271.741,1417.005
g10493,0,0,0,0,0,0
g10494,82.904,67.907,50.001,83.529,270.364,66.267
g10495,45.228,22.996,24.11,68,127.592,36
g10496,15,12,21,30,68,17
g10497,4,0,1,4,3.526,2
g10498,6,9,4.03,8.067,10,8
g10499,25574.373,28209.786,38910.504,29341.462,94088.63,21108.202
g105,2035.607,1541.615,1524.676,2866.632,6762.194,1306.872
g1050,1688.575,1224.639,1114.29,1980.16,4226.696,1130.015
g10500,19.923,23.275,20.325,36.637,0,12.05
g10501,60.682,32.902,51.378,63.505,76.681,42.479
g10502,14.907,10.039,21.615,19.251,29.004,10.212
g10503,15.033,7.79,2.722,7.049,24.945,8.021
g10504,468.191,352.251,361.292,593.687,1670.627,342.141
g10505,522,422,366,606,1018,309
g10506,343.944,246.94,272.941,488.091,866.186,244.866
g10507,24.406,18.711,10.449,26.589,47.177,16.19
g10508,5,4,1,5,12,4
g10509,46.544,17.442,31.103,42.986,97.983,18.988
g1051,2139.011,1445.75,1405.591,2642.528,6492.292,1356.863
g10510,264,1347,673,2069,1213,1092
g10511,234.722,337.287,267.953,317.732,940.062,235.263
g10512,228.561,152.979,139.2,266.79,787.2,173.163
