gene_id,sample6,sample7,sample15,sample16,sample19,sample20
g0,619049.008,730347.739,658426.853,469392.082,461704.906,661323.026
g1,1377,1792.722,1181.87,2972.088,857,1882.17
g10,4653.265,6694.704,4696.602,3318.825,3590.919,4640.451
g100,1168.99,2030.067,1493.317,1296.985,1061.15,1647.461
g1000,1823.552,2321.872,1701.801,1072.53,1017.719,1367.155
g10000,453.297,484.28,397.816,409.613,312.161,541.56
g10001,336.942,535.81,336.883,263.719,249.338,325.374
g10002,5.104,10.388,14.551,14.841,13.553,8.339
g10003,3,2,6.022,5.576,3.096,7
g10004,11,6,7.042,5,6,10
g10005,12.008,13,7,8,8,9
g10006,12,5,11,3,3,6
g10007,1879.094,1496.603,1862.019,878.715,1205.293,1401.949
g10008,98.676,163.855,89.743,96.875,76.547,112.75
g10009,44,89,100,123,33,119
g1001,1139,1645.001,1240.027,908,861,1290.682
g10010,8.343,10.59,12.287,9.282,3.338,4.851
g10011,4,12.024,5.003,1,7,6.136
g10012,190.676,107.515,106.924,0,137.416,197.518
g10013,0,0,3.876,4.855,0,10.405
g10014,129.344,198.91,131.98,195.045,119.139,161.545
g10015,140.886,279.276,229.268,157.008,181.188,201.304
g10016,51.107,44.552,37.327,34.871,44.194,77.055
g10017,31.603,23.602,36.033,24.842,26.222,25.848
g10018,102,87.058,110,76.884,82,91
g10019,51.529,63.372,51.31,30.903,39.832,45.548
g1002,795.999,905.461,791.966,674.001,583.024,787.732
g10020,29.001,17,18,15,44,31
g10021,0,0,1,0,0,0
g10022,4.001,11.002,5.383,8.016,14,11.045
g10023,14,7,5,3,9,13
g10024,12,29.241,26,37.774,6.005,22.002
g10025,116.645,175.772,134.666,106.359,112.498,200.142
g10026,564.01,353.302,411.363,272.317,273.203,334.286
g10027,26.719,30.082,28.149,11.057,28.961,40.552
g10028,14,10,4,12,13,5
g10029,0,0,25,53,24,28
g1003,2584.192,2469.422,2172.479,1505.621,1640.283,2192.838
g10030,10,10,8,14,6,11
g10031,0,0,12,11,15,19
g10032,20,17,21,57.083,10,48.301
g10033,30.098,24.156,36.155,38.131,16.918,13
g10034,1,1,31,67,14,12
g10035,0,14,0,2,2,12
g10036,12026.647,12604.881,10513.16,8496.671,6752.066,9492.875
g10037,114.7,78.017,232.308,112.841,123.585,133.611
g10038,8,11,7,3,2,5
g10039,7,10,3,5.005,1,4
g1004,1116.789,1173.887,1100.982,777.365,656.802,937.219
g10040,52.074,59.564,91.679,74.612,74.036,98.745
g10041,23.975,30.65,29.297,32.114,26.425,50.072
g10042,57.937,92.346,76.818,33.466,57.487,112.778
g10043,23.47,27.429,20.984,12.503,11.985,16.17
g10044,12,8,20,6,8,4
g10045,227,354.999,265.999,183.001,213,247
g10046,256,228,234,167,163,236.436
g10047,5,5,5,5,6,4
g10048,14398.983,16681.645,15722.617,11614.083,18446.503,27406.705
g10049,23.093,12.738,16.177,3.572,7.589,14.643
g1005,1382.926,1584.847,1306.438,828.316,993.777,1219.678
g10050,500.474,714.695,619.833,505.883,532.99,741.319
g10051,45.454,27.782,24.449,34.493,15.439,16.795
g10052,26,37,26,14,14,21
g10053,22.774,32,18.999,8.076,9,10
g10054,0,0,15,46,10,15
g10055,12.406,7.264,9.375,6.259,9.202,10.128
g10056,74,128,114.244,62.631,59.468,101
g10057,18.842,28.402,26.97,14.696,12.503,26.23
g10058,0,0,0,0,0,0
g10059,0,0,14.684,7,39.694,20.959
g1006,2204.61,3038.768,2689.841,2512.366,1502.152,2801.975
g10060,6,13.065,10,8,3.035,9
g10061,0,0,9,30,12,6
g10062,10.017,27.327,23.88,18.5,28.569,38.52
g10063,523,653,561,412,403,485
g10064,12.085,8.983,10.055,11.131,10.384,6.051
g10065,57.457,57.711,17.598,19.459,49.367,48
g10066,23.802,13.833,15.229,12.308,10.925,9.819
g10067,128.179,10,0,0,2,0
g10068,122.81,143.38,64.603,25.692,122.799,134.279
g10069,17,23.156,17.004,11,12,28
g1007,1219.144,1829.224,1625.599,1068.222,1010.176,1310.234
g10070,19.957,33.523,26.417,20.329,15.495,40.381
g10071,11,12,14,7,9,2
g10072,6,21,10,13,15,8
g10073,122.174,140.477,138.072,129.245,103.399,139.117
g10074,489.268,426.911,432.612,309.033,285.766,402.661
g10075,278.574,265.859,275.264,195.206,160.785,257.59
g10076,140.945,215.946,195.898,196.743,127,281.791
g10077,16.71,50.236,19.968,22.783,23.005,27.679
g10078,46.057,35.72,33.195,33.283,28.015,28.464
g10079,21,14,46.451,36.571,19,20.968
g1008,563.471,794.687,747.946,564.43,481.532,661.387
g10080,25,12.019,22,10,10,22.108
g10081,9.818,10.261,5.672,2,5,6
g10082,12,8,6,8,10,4
g10083,20.186,22.098,20.073,14.293,13.062,22.468
g10084,10,12,6,7,4,5
g10085,733.657,672.115,652.375,472.386,463.626,684.551
g10086,12,13.472,27.614,15.636,1,14.809
g10087,15.019,10,4,6.005,10,13
g10088,49.531,66.345,60.302,30.672,49.99,63.346
g10089,698.122,527.645,633.959,373.904,423.439,483.083
g1009,2032.497,2811.432,2084.999,1582,1478,2100.999
g10090,12.925,17.98,13.604,14.361,8.672,12.506
g10091,3.02,2,1,0,2,226.427
g10092,10.035,14.023,8,7.032,17,11.106
g10093,11,6,22.887,9.761,4,10
g10094,11950.675,19477.039,12624.345,14208.831,8597.218,16076.712
g10095,33.771,47.148,56.003,51.112,31.02,62.276
g10096,6,9.164,3,4,3,2.009
g10097,4,3,3,6,2,8.034
g10098,132.253,159.701,135.997,97.746,84.766,106.449
g10099,3535.191,3926.069,2855.958,1765,2255,2906
g101,3408.269,4707.142,4742.787,3287.367,3416.454,4634.239
g1010,1807.226,2663.676,2283.283,1855.051,1467.814,2130.239
g10100,27.125,61.833,53.516,59.396,22.65,67.821
g10101,0,0,0,0,0,0
g10102,6,6,3,4,2,5
g10103,852.39,1038.219,772.121,493.418,643.971,910.061
g10104,157.71,36.555,83.43,15.01,71.3,30.5
g10105,10,10,2,4,2,9
g10106,9.011,6,4,3,3,2.971
g10107,9,7,5,4,4,1
g10108,49.994,31.843,62.511,36.106,44.979,49.431
g10109,322.004,370,329.031,243.981,249.036,348.269
g1011,381.96,511.666,406.36,480.935,231.747,391.612
g10110,171,141,206.197,187,122,186
g10111,18.509,5.363,6.472,6.348,7.721,9.957
g10112,72.673,73.485,61.987,57.193,69.91,79.987
g10113,8,7,4,5,5,4
g10114,11,6,5,6,7.037,6
g10115,13,9,11,5,3,5
g10116,343.344,495.891,363.46,374.577,295.455,402.103
g10117,112.631,176.784,129.706,131.003,97.879,172.824
g10118,5.902,2.424,5.566,10.383,9.208,18.789
g10119,7,176,3,283,14,283
g1012,2362.521,3068.571,2973.253,2126.432,1943.317,2841.996
g10120,27.705,57.867,41.013,41.968,29.67,38.378
g10121,35.35,57.327,20.399,23.165,9.112,28.167
g10122,0,154,0,0,0,0
g10123,11,8,5,5,1,7
g10124,490.007,598.548,534.638,406.128,355.802,532.011
g10125,27.011,60.582,20,21.81,18,38.6
g10126,0,0,15,18,6,27
g10127,18.024,8.738,6,3,3,6
g10128,6.999,10.004,0,6.016,1,6
g10129,293,233,226.93,170.025,166,278.037
g1013,924.562,1487.222,1186.638,860.586,972.453,1328.494
g10130,25.138,21.316,18.728,13.08,17.852,4.826
g10131,70.269,115.551,65.734,43.838,52.415,85.538
g10132,16.804,14.999,12.798,13.388,16.612,48.935
g10133,7,5,10,16,1,11
g10134,51.001,44.586,43.337,65.058,19.354,75.46
g10135,553.83,736,697.001,568,500,734.587
g10136,439.748,362.229,320.802,225.078,251.45,425.485
g10137,134.093,147.775,159,180.909,95.996,142.954
g10138,0,7,8.064,4.412,3.001,9
g10139,263.582,248.892,267.827,199.655,165.009,293.634
g1014,848.505,1449.821,994.1,736.821,792.934,1239.342
g10140,17,13,6,11,4,9
g10141,21.242,32.183,25.859,17.709,20.155,21.863
g10142,0,0,13,33,9,11
g10143,1553.4,2726.946,2019.983,1272.354,1334.602,2137.075
g10144,10.004,8.126,10,10,3.002,8
g10145,22.138,48.502,36.905,16.911,27.663,17.918
g10146,460.955,573.855,477.013,434.494,300.788,439.285
g10147,64.743,96.05,51.949,46.188,40.299,68.88
g10148,28.074,24.009,23.006,17,25,33
g10149,24,20,18,5,15,16
g1015,561,757,716,534,492,568
g10150,22.013,18.898,12.018,14.762,9.099,12
g10151,8,12,4,3,2,5
g10152,22,39.567,40.765,35.705,36,29.269
g10153,15.528,18.382,11.118,14.769,13.518,17.288
g10154,0,0,0,0,0,0
g10155,11,1,5,4,10,3
g10156,5,5,3,5,4,2
g10157,7,8,8,3,0,4
g10158,11.296,10.038,11.814,6.389,14.705,18.292
g10159,104.026,79,46,25,38,37
g1016,2584.104,2432.507,2270.069,1803.747,1538.426,1892.17
g10160,23,8,14,2,11,8
g10161,18.554,23.995,11.707,19.503,22.533,21.708
g10162,41.033,31.995,16.619,17.034,11.146,18.181
g10163,1291.413,1459.506,1255.289,1151.504,653.751,1013.638
g10164,67,64.062,70.362,99.953,43.541,98.019
g10165,58,57.526,60.154,66.519,53.821,65.082
g10166,49.439,79.885,60.345,66.2,30.601,76.126
g10167,22,39,1,1,4,5
g10168,216.671,310.453,311.798,195.009,211.606,281.661
g10169,226.782,213.097,299.918,222.004,217.152,273.824
g1017,628.258,752.115,609.56,656.559,352.213,614.214
g10170,212,263.001,242,162.997,173,186.984
g10171,43.302,61.231,41.864,40.151,25.409,35.967
g10172,57,58,54,24,42,59
g10173,6,3,6,5,3,6.054
g10174,66.936,71.322,54.65,29.811,24.682,29.843
g10175,203.227,205,194.015,118,139.603,197
g10176,32.001,32,32,25.005,26,23.016
g10177,7,8,8.001,5,7,6.594
g10178,9.047,6.029,15.066,3.042,9.043,6.033
g10179,174.692,354,527.001,311,466,544
g1018,544.566,849.697,826.751,694.039,428.524,780.395
g10180,107.597,132.036,128.949,103.458,57.299,98.607
g10181,6.085,4.666,5.823,1.531,0,0
g10182,36.872,33.666,23.329,14.811,19.128,41.636
g10183,25,31,12,23,33,19
g10184,8,4,5,2,7,4
g10186,1026.331,1040.586,932.515,757.755,788.664,1113.916
g10187,254.133,194.016,157.728,75.646,140.534,199.1
g10188,15.99,19.402,21.206,22,9.198,12.106
g10189,25,42,33,21,20,31
g1019,4290.399,4468.738,4252.225,3013.157,2938.861,4431.917
g10190,18,4.043,6,6.106,4,7
g10191,9,6,42.988,11,10,15
g10192,5,6.101,7,1,4,8
g10193,1463.306,1608.114,1493.242,1058.803,1034.335,1542.563
g10194,297.158,438.165,364.862,269.3,281.035,434.616
g10195,358,295.177,368.427,231.99,245,366.941
g10196,69.083,45.942,57.179,31.223,26.915,14.949
g10197,50.393,55.967,57.65,41.975,38.587,58.265
g10198,7.519,21.833,13.715,9.332,4.502,15.04
g10199,11,19,7,6,5,5
g102,3177.499,4579.133,3964.974,2761.679,2759.759,3954.429
g1020,194.148,241,167.92,130,110.004,180
g10200,20,10,10,6,12.673,5
g10201,3,13,3,9,0,5.553
g10202,1040.739,1576.159,1534.878,1095.276,1030.31,1428.211
g10203,65.558,159.969,139.046,163.003,82.114,186.446
g10204,25.132,13.589,23.396,10.644,11.763,25.478
g10205,135.946,132.905,131.457,107.738,77.211,136.733
g10206,7,10,8,2,2,7.005
g10207,23.624,25.895,21.372,15.987,13.029,25.48
g10208,5.031,6.045,2,3,5,6
g10209,221.941,148.994,256.123,64.632,125.108,123.54
g1021,1088.129,1583.828,983.087,739.098,681,1142.257
g10210,20.283,16.162,6.018,7,7.773,11.912
g10211,87.876,164.248,104.079,94.294,58.004,89.246
g10212,10,19,12,8,12.002,19
g10213,1010.038,1768.434,1066.307,883.356,891.542,1964.74
g10214,539.76,439.527,447.556,320.917,342.719,386.066
g10215,803.417,658.339,97.002,57.434,154.837,230.862
g10217,0,0,21.934,31.36,17.681,19.028
g10218,10,11.337,14.662,11,6.356,5.11
g10219,10,8,4,3,4.994,11
g1022,87.441,180.186,105.145,131.726,52.49,136.255
g10220,3,3,8.995,5,0,7
g10221,240.919,240.344,209.077,150.204,152.377,214.335
g10222,6,14.998,6.022,12.055,6,6
g10223,7.136,17.95,17.802,9.601,9.298,13.536
g10224,0,0,0,0,0,0
g10225,7,14,8,9,1,7
g10226,0,0,13,13,9,19
g10227,19,20.007,11,6,2,12
g10228,34.136,43.268,41.971,37.33,24.075,88.287
g10229,8,10,9,7,12,5
g1023,4461.652,6053.469,4674.853,3278.442,3758.498,5236.006
g10230,4,10,7,5,4,8.978
g10231,743.747,940.825,712.741,410.685,505.797,609.548
g10232,457.773,676.731,542.041,381.275,343.845,619.202
g10233,271.712,186.3,271.489,162.74,184.554,241.805
g10234,19.833,23.808,22.813,24.504,18.891,23.756
g10235,69.255,33.972,32.609,17.063,18,40.298
g10236,25.569,39.179,35.149,27.97,9.988,37.388
g10237,12.042,10.449,23.928,16.227,19.575,24.582
g10238,15.018,22.317,16.134,6.059,8.006,12.425
g10239,0,0,5,32,17,36
g1024,2296.002,2764,2212.348,1710,1643,2506
g10240,9.007,7,19,10,9,11
g10241,4,8,1,4,4,4
g10242,11943.463,14863.786,10217.948,8148.281,7312.068,9539.427
g10243,0,0,0,2.622,0,0
g10244,912.101,880.61,705.953,517.381,515.609,652.005
g10245,0,1.235,17.21,7.064,13.808,25.89
g10246,413.772,391.999,375.628,265.915,313.228,456.659
g10247,7,7.334,10,4,12.735,15
g10248,9.976,12.044,3.037,7.431,6,14
g10249,3,8,8,6,5,2
g1025,7413.057,10386.647,9099.64,6827.368,6952.027,9654.431
g10250,976.128,1008.911,836.992,546.294,547.432,830.513
g10251,187.648,133.208,158.435,94.642,123.778,124.289
g10252,174.293,300.099,200.814,190.894,141.338,280.665
g10253,11.465,14.032,6.296,3.396,11,7.517
g10254,5,8,7.058,5,1,4.261
g10255,577.117,501.132,438.041,326,399.764,546.835
g10256,11.017,5.035,5,3,4.051,2
g10257,245.887,248.063,206.357,143.772,190.073,246.791
g10258,90.988,51.26,73.63,67.128,52.737,77.827
g10259,945,787.02,905,655.581,650.001,1001.001
g1026,664.31,876,774.797,635.717,538.157,738.501
g10260,22.127,23.322,34.984,13,20.951,17.844
g10261,0,1,10,11,13,22
g10262,165.044,121.93,494.295,335.917,300.907,379.732
g10263,471,624,597.995,458.011,374,506
g10264,30.211,20.925,39.012,36.529,20.466,27.182
g10265,33.987,69,46.386,38.943,46,64
g10266,16,11,16,4,9,13
g10267,12,8,4,12,4,7
g10268,10.011,9,6,5.003,5.011,5.037
g10269,24.737,15.164,2.699,0,3.963,5.812
g1027,6791.194,8360.819,7071.695,4352.558,4864.066,5809.782
g10270,13.973,13.024,16.553,7.171,7.625,21.098
g10271,35.24,53.438,38.573,32.129,31.087,42.805
g10272,30.03,31.141,25.126,13.533,15,24.854
g10273,8.153,13.074,10.07,9.233,3,7.943
g10274,3,6,5,5,2,1
g10275,1100.817,3300.161,3135.622,1538.308,2753.528,9192.003
g10276,646,467,554.996,318.98,348.998,484
g10277,271.866,402.269,268.92,297.886,211.168,359.449
g10278,23,33,11,10,10,5
g10279,5.056,5.001,9,6,9.017,14.099
g1028,2282.212,2343.779,2244.582,1602.758,1567.587,2207.389
g10280,56.031,78.653,50.007,59,33,48.996
g10281,11.956,13.24,12.804,10.809,6.871,18.252
g10282,57.278,36.506,60.825,22.016,45.344,16
g10283,26.009,57.452,35.869,40.543,28.302,73.023
g10284,219.986,386.016,315.681,369.747,256.069,502.942
g10285,120,117,74,69,67,61
g10286,24,18,26,24,12,59
g10287,20,13,13,6,4,9
g10288,5,21,3,29,2,24.001
g10289,11,8,5,5,10,3
g1029,340,575.037,505,616,317,688.034
g10290,6,2,5,4,4,1
g10291,256.581,275.191,301.789,213.55,125.504,130.544
g10292,15.049,13,9,7,14,19
g10293,0,0,0,0,8,286
g10294,10,5,5,2,6,11
g10295,23.681,22.573,30.757,22.766,19.047,19.573
g10296,78.102,64.673,77.909,53.201,36.446,75.162
g10297,101.723,88.02,119.144,89,94.019,112.93
g10298,35.064,39,41.083,59.174,41,58.017
g103,3090.342,4084.116,3410.981,2536.311,2381.759,3272.873
g1030,1494.001,1742,1497.53,1124,1142.256,1526.999
g10300,15,7,7,9,8,8
g10301,0,0,11,32,13,6
g10302,14,11,8,6,10,9
g10303,3,11,13,23,10,12
g10304,99.33,85.632,140.643,52.511,66.865,112.942
g10305,28.091,76.187,46.299,25.061,21.873,39.176
g10306,13.031,32,13,33.768,15,25.041
g10307,8,9,10,5,3,5
g10308,597.986,629.425,683.297,412.419,396.678,470.314
g10309,40.132,13.162,23.354,5.785,25.393,18.308
g1031,612.846,806.356,624.822,484.497,486.35,742.693
g10310,19.547,19.176,27.254,16,11.985,9
g10311,4,7,4,3,4,8
g10312,106.639,192.742,124.568,117.869,69.312,150.734
g10313,21.05,19.808,22.893,29.076,7.145,18.1
g10314,817.176,919.089,890.01,715.994,613.679,798.976
g10315,3.172,6.354,3.123,2.078,3.14,7.221
g10316,7,8,4,3,1,2
g10317,5,6,6,10,4,7
g10318,826.095,1309.574,818.561,714.149,677.923,1092.444
g10319,532.519,677.556,401.463,130.853,344.718,323.52
g1032,377,452.338,581.53,481.56,317.406,477.999
g10320,30.269,43.431,32.477,15.758,23.942,32.01
g10321,83.618,123.915,83.757,82.077,65.224,109.499
g10322,33.085,74.563,46.197,38.091,32,61.677
g10323,28.802,13.018,5.01,7.007,4,8.006
g10324,29.047,22.126,9.01,8.005,13.033,13.005
g10325,20.106,14.101,14.396,6.006,13.581,21.581
g10326,11,25.082,22,17.587,7.066,25.221
g10327,9,8,13,7,9,13.239
g10328,11.46,21.521,17.476,14.493,10.751,16.539
g10329,1.741,39.928,4.731,7.777,0,11.78
g1033,1782.07,2296.522,1975.001,1498.79,1263,1713.005
g10330,129.946,172.499,158.305,111.872,116.185,136.606
g10331,140.795,174.311,172.8,127.547,99.668,157.463
g10332,14,6,4,2,9,5
g10333,64.352,64.607,56.258,66.499,47.744,94.249
g10334,1902.709,1803.098,1799.667,1481.552,1209.971,2040.999
g10335,90.179,114.135,80.026,65.952,72.992,85.994
g10336,19,20,14,22.047,12,14
g10337,7.951,16,4,4,3,5
g10338,0,0,9,28.403,11,3
g10339,314.151,361.36,370.23,297.354,241.369,299.531
g1034,1400.718,1783.393,1480.709,1126.941,1024.663,1392.215
g10340,27.306,23.035,16.085,32.989,19.53,19.173
g10341,501.53,387.763,413.611,276.647,286.547,374.391
g10342,224.892,310.54,284.999,252.146,196.457,307.785
g10343,56.482,120.323,72.133,100.897,70.004,146.801
g10344,58.561,79.985,77.204,64.835,41.789,68.97
g10345,23,33,33.998,32,26.003,25.654
g10346,17,20,17,21,18,19
g10347,5,2,6,5,6,5
g10348,268.773,276.085,283.706,260.399,195.512,345.812
g10349,15.533,24.361,21.157,16.071,19.818,31.555
g1035,798.209,971.764,849.476,667,589.652,835.128
g10350,263.071,221,268,156.141,183,190
g10351,1,2,0,0,0,0
g10352,31.008,35,27,18,11.086,12
g10353,1,0,48,73,33,48
g10354,15,11,15,14,7,10
g10355,12.001,12,10,1,2,9
g10356,6,7,11,4,4,10
g10357,2,14,1,2,8.218,13
g10358,4,7,7,5,3,2
g10359,6,8,8,7,2,8
g1036,269.006,297.006,256.06,207.039,203.004,268.004
g10360,10.363,12.396,5.513,4.462,6.347,6.415
g10361,634.845,931.486,635.848,533.411,446.927,684.431
g10362,8.119,12.252,17.347,14.321,4.1,20.726
g10363,22,34,23,18,6,20
g10364,0,4,20,63,20,39
g10365,8.182,2.084,8.461,10.983,5,9.16
g10366,14,12,8,7,7,4
g10367,6.111,10.018,11,2,4.01,5.845
g10368,7,8,6.249,2,5,8.003
g10369,9.054,7.013,19.043,9.108,5.006,16.962
g1037,1707.51,2000.88,2305.535,1641.66,1321.234,1837.096
g10370,11,10.997,2,6,3,8
g10371,204.36,184.798,152.243,113.789,124.516,127.229
g10372,725.914,1123.971,874.698,642.604,568.386,817.517
g10373,37.3,56.969,69.091,66.388,56.085,92.85
g10374,288,352.965,346.987,224,200,273
g10375,18,5,15,12,8,8
g10376,0,0,21,67,18,10
g10377,0,1,15,28,8,9
g10378,56.684,77.868,68.651,36.686,47.697,60.63
g10379,17.016,13.951,27.975,18.846,3.975,0
g1038,166.52,138.954,148.047,101.612,123.076,131.853
g10380,57.268,70.213,71.669,52.751,48.777,57.243
g10381,14.988,18.587,7.294,5.893,15.485,39.067
g10382,1647.858,1777.202,2120.026,1626.396,1427.514,1881.835
g10383,529.96,592.31,728.334,592.463,478.188,659.352
g10384,253.322,274.144,361.684,293.774,186.957,339.476
g10385,23.79,47.023,22,35.196,9,21.086
g10386,2123.262,2049.92,2637.627,1723,1868,2532
g10388,155.843,204.667,181.906,107,114,155.946
g10389,205.576,159.906,205.054,185.674,112.898,177.038
g1039,3161.828,2421.244,3015.807,1342.526,2407.685,2115.54
g10390,19,27,10,4,10.18,19
g10391,9,8.827,23.131,26,8,13
g10392,6,22,11.136,13,9,14.528
g10393,10,14,4,5,2,7
g10394,3,10.011,2.997,1,0,6
g10395,2,5,10,5,3,6
g10396,90.381,118.074,76.515,69.089,61.162,77.576
g10397,47.306,45.779,13.315,15.897,7.787,6.666
g10398,45.801,57.188,58.445,66.115,69.978,154.12
g10399,78.245,34.993,56,17,25,25
g104,1630.279,2538.862,1864.629,1818.072,1081.828,1867.965
g1040,15238.193,22800.091,16290.255,12433.572,11505.64,17827.998
g10400,10,8.767,13,13,6,9
g10401,7,9,7.013,10,5,23
g10402,10.377,16.399,4.876,6.377,1.355,5.238
g10403,221.21,169.798,232.113,133.834,167.324,179.044
g10404,111.098,63.743,52.521,30.787,41.349,66.363
g10405,29.999,42,44.001,31.46,31.661,55.437
g10406,0,0,48,142,46,40
g10407,58.628,56.32,65.154,39.561,25.279,43.317
g10408,2,10,8,4,7,7
g10409,2,5,9,6,4,7
g1041,148.838,251.001,184.08,184.331,130.375,199.936
g10410,1233.974,1409,1061.171,912.159,833,1301
g10411,928.437,880.387,922.234,761.245,548.45,762.53
g10412,10.042,8.013,6.005,1.107,7.008,6.002
g10413,63,65,69,33,26.986,48.007
g10414,5,5,4.055,4,4,0
g10415,13,16,7.001,11,6,7.011
g10416,13.206,7.068,13.577,7,7.072,9.12
g10417,27.652,21.385,26.306,21.076,18.856,31.678
g10418,88.594,61,76,74,61,64
g10419,11,19.067,44,408.661,9,107.011
g1042,1670.79,2251.83,1543.467,1303.582,1283.051,1844.482
g10420,58.108,62.98,71.674,57.43,75.297,92.385
g10421,14,14.002,10.001,7,5,4
g10422,8,13.293,4,2.02,3,2
g10423,7,8,12,7,5,1
g10424,373.134,424.36,893.004,573.576,683.295,1003.541
g10425,3.119,9.057,3.008,5.056,4.831,10.27
g10426,22.258,30.687,26.76,11.234,35.468,45.635
g10427,110.961,141.941,127.783,77.776,101.409,107.983
g10428,180.881,133.074,165,117.001,92,155
g10429,153,157,79,100,95,71
g1043,5516.371,8375.046,6939.227,6102.405,5631.889,7535.72
g10430,113.139,162.231,75.536,74.239,78.588,158.909
g10431,3,21,8,267.987,7,17
g10432,17,14,20,16,10,11
g10433,7,12.898,8,5,3,8
g10434,3,7,13,6,3,8
g10435,1259.837,1879.149,1391.001,1173.208,1396.627,2516.768
g10436,108.846,115.302,92.514,54.511,54.849,71.001
g10437,248.001,205.785,181.247,82.758,111.583,153.641
g10438,5.384,9.715,4,8.178,4,7.208
g10439,0,0,14,25,9,25
g1044,3485.462,4615.411,4272.329,3210.47,3527.482,5036.881
g10440,53.448,48.075,49.049,32.961,32.182,37.598
g10441,7.996,6.21,5.849,7.323,1.291,8.69
g10442,299.043,418.756,435.348,337.594,318.74,412.268
g10443,231.691,215.008,163.554,90.389,36.621,50.039
g10444,2,9,20,9,8,7
g10445,1517.458,1438.903,1404.874,1003.364,1054.033,1431.35
g10446,24.038,11.393,13.771,12.542,3.424,5.631
g10447,98.074,142.486,133.05,125,63.582,116.752
g10448,54.999,66.002,75,20,24,49
g10449,28.849,62.443,42.353,38.06,26.031,53.74
g1045,471.828,534.379,524.621,398.244,434.02,532.867
g10450,40.827,31.817,27.369,18.725,21.757,24.942
g10451,29.023,31.094,18.514,64.993,27,212.152
g10452,15.999,17.001,24,15.001,14.999,19
g10453,12,9,9,8,8,5
g10454,11,11.982,11,9,7,4
g10455,11,8,4,3,5,5
g10456,2,2,12,11,4,6
g10457,190.901,300.33,237.029,166.237,156.129,226.007
g10458,1028.938,977.451,1077.36,711.606,690.411,964.839
g10459,433.598,371.039,352,133.998,168.001,268.047
g1046,299.756,486.445,332.901,333,297.272,486.628
g10460,214.424,277.864,228.641,233.101,169.048,293.84
g10461,11.398,0,2.602,3.149,0,8.348
g10462,70.153,135.383,85.745,107.326,57.218,97.915
g10463,37.381,34.618,28.837,18.954,17.094,28.548
g10464,30.231,35.042,20,9.954,11,9.31
g10465,397,403,467,280,325,497.564
g10466,159.698,216.731,195.661,160.437,123.489,156.279
g10467,42.132,26.423,32,46.683,15.114,34.77
g10468,12.003,15,4,14,14,13
g10469,43.518,15,35,11,19.328,14
g1047,21535.889,20393.669,16963.221,9885.788,11053.444,11503.073
g10470,12,16.977,12,9,4,12
g10471,8,5,4,3,2,2
g10472,19.384,21.38,16.425,5.952,10.985,8.318
g10473,167.873,160.145,155.483,93.58,124.913,173.878
g10474,14,5,22,10,12,13
g10475,6,14,4.012,5,4.007,8
g10476,8,4,3,5,8,0
g10477,199.838,202.878,140.02,111.129,125.55,191.768
g10478,151.595,143.193,163.8,173.2,106,189.103
g10479,14,12,13,13.247,8,22
g1048,9860.197,10233.6,10374.938,12711.697,8195.321,13871.807
g10480,10,23.289,18,15.674,15,22.519
g10481,6,9,7,108,2,37
g10482,6,9.077,13.414,11,4.039,13
g10483,162.752,241.464,237.353,136.078,140.606,181.13
g10484,60.509,58.892,35.009,33.057,24.564,33.799
g10485,296,343.958,384.716,282.988,288,517.219
g10486,0,0,2,0,0,0
g10487,22.766,18.958,22.02,9.886,24.249,20.834
g10488,11.996,21.92,20,11.124,8.301,16.001
g10489,20.192,18.133,21.374,13.431,13.047,20.554
g1049,2803.581,3312.315,2110.174,1340.408,1206.703,1838.311
g10490,11.919,5.144,4,6.013,6,5
g10491,0,0,28,20,26,11
g10492,1423.141,2049.618,1976.073,1419.036,1412.071,2261.018
g10493,0,0,0,0,0,0
g10494,61.123,72.055,60.12,59,43.344,63.677
g10495,33,38.973,22.771,21,34,32
g10496,35,18,14,8,14,9
g10497,1,1,0,2,1,7.956
g10498,2.037,14.905,5.001,9,3,10.14
g10499,10297.483,11465.053,32381.488,15693.313,30097.303,55271.874
g105,1708.677,2343.625,1599.164,1358.971,1336.45,2044.527
g1050,1315.999,1913.164,1421.721,1249.077,843.704,1302.994
g10500,24.61,35.254,19.029,12.764,22.817,0
g10501,177.139,26.182,67.63,13.362,74.072,51.702
g10502,17.066,19.425,17.114,11.002,7,7.508
g10503,8.053,9.034,12.96,10,3,4.8
g10504,456.102,517.376,443.709,340.158,345.931,398.148
g10505,406,597.011,469,352,326,518
g10506,278.41,336.123,312.39,225.177,307.451,399.2
g10507,15.051,23.919,14.272,13.804,7.024,20.704
g10508,4,1,7,4,5,8
g10509,26.573,35.304,20.977,24.855,19,39.328
g1051,1656.108,1875.283,2433.705,1587.677,1742.447,2008.747
g10510,285,856.004,492,638,554,1782.004
g10511,313.511,329.91,290.137,253.316,242.223,378.848
g10512,161.214,203.958,198.846,161.57,163.179,233.896
g10513,35.307,53.207,55.997,46.066,42.333,63.7
g10514,21.319,30.135,14.635,11.399,11.18,21.306
g10515,16.006,34,28,27,28,37.658
g10516,12.944,27.58,18.254,13.663,3,15.697
g10517,16.506,12.323,7.897,15.755,5.744,5.993
g10518,113.453,106.4,64.267,64.144,47.151,73.105
g10519,53.388,59.095,86.297,52.059,29.128,1411.963
