gene_id,sample6,sample7,sample15,sample16,sample19,sample20
g24265,14.64,5.679,4.732,14.336,0,1.782
g24266,6.646,8.751,11.351,15.658,10.804,12.183
g24267,57.811,86.782,67.52,50.308,65.086,66.477
g24268,4.36,6.919,8.145,1.896,10.051,9.928
g24269,5.025,6.011,5.424,1.663,4,3.093
g2427,724.696,1011.394,745.711,618.682,492.377,800.058
g24270,50.899,48.366,34.723,19.457,30.959,29.858
g24271,1.206,1.13,4.356,1.109,1.104,2.164
g24272,20,23.591,8,16,5,14
g24273,12.735,13.847,14.971,13.678,11.368,8.316
g24274,7.815,4.543,4.846,8.972,2.728,4.257
g24276,5.981,5,0,5,0,0
g24277,3,7.046,2,1,3,3
g24278,3,4,3.124,2,2,2.304
g24279,0,0,11,6,7.275,4
g2428,42.629,77,35,63,34,38.539
g24280,4,4,2,4,3,6
g24281,0,0,10,13,6,3
g24282,3.105,1,4.437,0,4.534,3
g24283,1.946,1,2,3,1,2.049
g24284,3,2.115,1.924,0,0,2
g24285,2,1,3,0,0,1
g24286,4,1,1,5,1,1
g24287,2,0,4,1,1,1
g24288,4,1,3,2,0,1
g24289,0,0,0,0,1,0
g2429,1608.325,1553.743,1577.093,1123.026,1287.305,1571.044
g24290,1,3.008,1,1.882,1,1
g24291,0,1,0,5,1,1
g24292,0,0,2,3,5,9
g24293,0,0,0,2,0,1
g24294,3,1,1,0,2,0
g24295,2,2.028,2,3,1,1
g24296,3,1,6.004,1,0,1
g24297,2,1,0,0,1,0
g24298,0,3,0,1,1,2
g24299,1,1,2,2,1,0
g243,2387.517,3432.665,3067.069,2267.795,1990.32,3080.92
g2430,366.023,548.687,444,322,252,427
g24300,4,1,0,0,0,1
g24301,0,4,0,1,1,1
g24302,2,0,2,0,0,0
g24303,0,0,0,5.346,2.084,0
g24304,19.389,38.761,40.664,26.676,16.619,37.272
g24305,2.106,4.688,2.082,2.153,0,0
g24306,6.31,4.184,5.165,5.208,8.231,2.814
g24307,32.16,31.267,40.371,25.58,28.136,42.035
g24308,4.938,0,0,0,2.94,0
g24309,3.798,9.163,5.06,1.133,7.128,16.167
g2431,2478.327,3411.086,2966.206,2014.084,2096.061,2705.278
g24310,3.052,0,0,0,0,5.894
g24311,5.078,9.331,5.05,2.047,1.025,7.092
g24312,34.98,65.948,45,20.316,33,34
g24313,32.042,36.214,17.774,18.232,14.433,26.907
g24314,23.668,16.958,8.02,6,13.067,12.368
g24315,9.415,10.167,7.637,4.538,4.025,5.09
g24316,3.004,2,4,5,2,1
g24317,3,3.088,3.169,1,2.085,3.087
g24318,14,5.026,3,7,2.01,1.778
g24319,10,6,2,5,3,1
g2432,826.82,956.999,1074.75,644,674.947,846.434
g24320,1,3,5,8,9,1
g24321,3,6.339,5,2,1,1.002
g24322,3,5,7,1,3,0
g24323,3.002,1,0.95,3.021,3.385,2
g24324,5.367,3,6.006,0,1.007,1.008
g24325,6,0,4,0,4,2
g24326,0,0,0,1,2.17,0
g24327,3.02,6,4,2,0,2
g24328,5,7.001,4,5,1,0
g24329,0,7,2,0,1.357,4
g2433,1893.478,2345.386,2309.813,1656.581,1161.199,1990.066
g24330,1,5,3,0,0,1
g24331,2,3,1,0,0,1
g24332,0,0,0,0,0,0
g24333,0,0,3.055,4,1,5
g24334,2,0,2,0,1,1
g24335,2,3,1,0,1,2
g24336,3,3,0,3,3,4
g24337,0,1,1,4,1,4
g24338,0,2,5,4,1,5
g24339,1,1,1,0,2,2
g2434,777,1151,813.918,554.325,602.005,871.279
g24340,0,2,3,2,0,2
g24341,3,0,1,1,2,1
g24342,35.919,31.192,29.563,17.325,22.948,14.455
g24343,103.335,120.801,101.693,69.995,72.293,119.773
g24344,386.47,676.188,600.326,799.243,298.978,647.098
g24345,45.531,56,39.894,45.756,39.514,51.503
g24346,10.884,5.777,4.764,4.182,2.361,0
g24347,105.347,110.974,106.195,58.795,62.979,81.011
g24348,3.012,2.004,2.019,0,2.004,2.006
g24349,7.005,11.12,10.456,7.134,4.792,9.512
g2435,66.764,120.485,90.527,63.959,56.002,98.278
g24350,2.231,1.001,1,2.082,5.642,3.035
g24351,6,5,0,1,0,206.945
g24352,0,0,0,0,0,0
g24353,0,0,8,15,5,2
g24354,0,1,2,12,9,2.816
g24356,3,0,9,0,5,3
g24357,3,5.092,1,3,1,2.099
g24358,4,2,2,3,4,1
g24359,3.288,3,3,0,0,2
g2436,741.494,975.222,929.723,665,554.033,775.129
g24360,2.001,3.373,1,2.523,2,9
g24361,0,0,2,0,9.634,14.07
g24362,0,0,4,11,2,3
g24363,4,2,2,0,3,1
g24364,2,2,3,3,2,1
g24365,1.002,3,3.004,0,0,1.005
g24366,1,1,3,5,1,3
g24367,0,1,2.012,1,2,1
g24368,0,1,4,3,3,4
g24369,2,2,0,3,0,3
g2437,1288.097,1826.995,1458.621,972.776,1039.424,1626.105
g24370,0,0,0,0,0,0
g24371,40,1,0,0,0,0
g24372,0,0,5,7,6,2
g24374,19.101,21.618,22.843,13.016,11.232,11.404
g24375,77.118,94.301,76.898,64.321,86.771,124.822
g24376,15.958,21.885,13.287,23.969,16.957,25.957
g24377,14.206,25.724,23.519,20.703,24.765,34.291
g24378,17.218,19.054,3.114,17.753,6.002,12.357
g2438,782,961,885.184,633,615.014,770
g24380,1.767,3.221,0,2.672,1.944,1.04
g24381,6.583,1.168,1.092,0,2.244,1.502
g24382,18.24,19.611,24.391,16.221,21.046,21.324
g24383,0,19.43,5.102,0,0,5.911
g24384,5.039,6.792,10.936,9.484,4.505,5.313
g24385,2.846,9,10.021,11.045,7,19.997
g24386,31.436,13.414,17.35,3.471,19.609,20.196
g24387,5.34,2.139,3.38,2.147,4.318,2.131
g24388,35.334,59.395,42.254,28.113,27.804,39.719
g24389,3.109,0,1.053,4.301,0,2.053
g2439,262.53,413.015,354.709,282.919,188.431,291.137
g24390,20.052,13.8,13.653,12.74,5.744,11.497
g24391,10.116,16.307,8.142,11.964,10.219,18.464
g24392,3.162,7.485,2.151,2.141,5.156,5.575
g24393,4.089,2,1.007,0,2.029,2.14
g24394,12,11,8.02,2,8,8
g24395,8,8,3,3,2,3
g24396,3,0,4.197,3,1.168,2.108
g24397,4,2,4,1,1,2
g24398,0,0,3.681,0,0,4
g24399,2.429,1.001,4,0,0,0
g244,2032.725,1892.779,1901.018,1302,1154.156,1595.908
g2440,2667.282,4193.441,2747.369,2484.013,2265.501,4222.1
g24400,1,0,1,1,1,1
g24401,0,0,47,1,0,0
g24402,4.148,1.237,3,2.837,2,1
g24403,2,3,3,3,0,2
g24404,1.488,1.76,3,0,0,3
g24405,4,1,2,0,2,2
g24406,4,1,5,2.99,2,4
g24407,1.145,0,1,1,0,1
g24408,3.449,2,2,1,0,2
g24409,2,1,3,0,0,1
g2441,31395.384,34843.373,47242.133,32033.772,21540.558,29471.144
g24410,2,3,3,2,2,6
g24411,0,1,2,1,3,1
g24412,0,6,4,1,1,5
g24413,38.952,7,0,0,0,0
g24414,0,1,6,3,2,1
g24415,0,0,2,7.003,5,2
g24416,0,0,0,0,0,0
g24417,2,6,5,1,1,2
g24418,2,2,3,1,0,2
g24419,0,0,4,5,5,2
g2442,6002.162,9748.452,5578.836,4560.899,4853.122,6975.142
g24420,1,3,0,1,0,1
g24421,1,1,8,8.006,0,0
g24422,2,2,3,1,1,0
g24423,1.134,3.525,2.319,1.12,1.115,3.527
g24424,67.188,110.131,72.331,72.675,62.18,85.652
g24425,61.931,60.245,43.935,32.98,41.488,45.736
g24426,4.255,1.155,9.489,11.211,3.742,9.256
g24427,63,72,56.116,29,53,61
g24428,1.22,1.083,0,0,2.354,0
g24429,6.669,3.818,4.786,1.414,3,3
g2443,2245.299,2825.308,2453.086,1683.483,1704.28,2420.595
g24430,3.061,0,0,0,0,1.7
g24431,0,0,1.439,0,0,4.712
g24432,4,6,2,5,2,1
g24433,3,5,2.04,1.006,1.016,2
g24434,4,4,2,2,2,0
g24435,0,0,0,0,40.79,1
g24436,1,1.039,3,2,2,3.981
g24437,0,0,27.822,0,0,0
g24438,0,1,3.796,7,0,0
g24439,0,0,3,4,2,6
g2444,825.318,1101.133,876.089,659.089,586.991,832.494
g24440,2,2.005,2,7,0,1
g24441,1,2.856,2,0,0,0
g24442,2,2,2,2,3,1
g24443,6,1,1,1,1,1
g24444,5.539,0,7.743,1.599,3.583,0
g24445,25.358,37.785,45.476,23.131,26.709,44.041
g24446,1.446,0,6.527,1.355,3.09,1.425
g24447,5.727,25.388,5.447,11.975,5.574,34.258
g24448,0,9.372,35.893,16.114,6.009,15.542
g24449,375.519,249.297,229.027,78.97,279.028,241.269
g2445,797.998,981,787.218,526.854,524.012,720
g24450,2.151,0,2.224,2.209,1.048,3.299
g24451,42.205,35.448,71.013,56.417,50.797,60.538
g24452,29.351,28.296,15.075,10.63,30.64,48.894
g24453,34.316,59.88,50.375,27.479,30.871,44.829
g24454,39.116,39.966,42.038,43.695,42.409,27
g24455,2,3.034,2.489,1.081,0,0
g24456,8,4,1,4,4,4
g24457,2,10,6,6,0,4
g24458,0,0,0,0,0,0
g24459,2.143,0,0,1.363,0,0
g2446,8450.534,10301.109,8446.529,5212.249,5941.576,7797.776
g24460,1.999,3,1,1.905,2,1
g24461,1,2,1,5,1,5
g24462,0,0,0,0,1,0
g24463,6,4,2,4.98,0,1
g24464,0,0,7,5,6.997,2
g24465,0,1.132,3,5.148,1.028,1
g24466,4,1,2,0,0,2
g24467,1,0,1,1,2,8
g24468,3,1,2,4,2,0
g24469,4,2,0,1,3,1
g2447,492.973,744.976,631.811,548.746,405.226,583.108
g24470,2,2,2,8.516,0,1
g24471,3,0,3,4,2,2
g24472,2,4,0,3,0,0
g24473,0,0,1.129,0,0,0
g24474,3,3,4,3,2,1
g24475,3,2,2,3,1,2
g24476,0,0,0,0,0,0
g24477,393.19,379.983,0,1.985,147.073,234.063
g24478,5.713,3.469,1.673,1.541,3.446,9.564
g24479,35.282,41.667,30.109,39.48,27.502,41.74
g2448,264.286,376,320.004,208,277,315.575
g24480,9.403,9.885,7.909,6.943,1.392,5.766
g24481,1,1,5.026,3.017,0,0
g24482,0,5.319,1.782,7.125,1.006,5.055
g24483,1.166,0,2.035,1.588,2.039,2.2
g24484,11.769,11.639,4.017,1.187,1.255,9.518
g24485,4.263,2.732,2.709,2.319,0,20.978
g24486,0,2.705,6.836,0,0,0
g24487,9,4,9,1,1,5.199
g24488,3,1.962,4,5,3.001,2
g24489,3,8.605,4,4.959,3,3
g2449,630,1233.272,880.007,701.471,530.248,957.747
g24490,0,0,0,0,1,0
g24491,2,1,0,2,1.014,1
g24492,0,0,1.654,0,0,0
g24493,4,4,0,1.702,1,2.296
g24494,1,3,0,0,1,0
g24495,4.094,6.202,2,7,4,2.996
g24496,4,3,1,3,2,0
g24497,2.979,1,2,5,2,2
g24498,0,0,0,0,0,51
g24499,5,4,0,2,1,5
g245,210.005,259,345.001,284.999,149.001,192.001
g2450,9380.277,10469.128,9917.445,6689.423,7178.344,10296.979
g24500,4,3,1,1,3,2
g24501,0,0,0,3.691,0,0
g24502,0,0,0,0,0,2
g24503,2,4,1,0,1,0
g24504,0,1,1,2,1,3.018
g24505,1,1.798,3,3,5,3
g24506,0,0,3.011,0,0,1.394
g24507,3,0,0,0,2,2
g24508,0,0,0,0,0,8.792
g24509,7.64,2.762,0,1.357,3.696,3.643
g2451,3043.731,4159.919,3475.181,2654.126,2388.335,3349.514
g24511,2.05,11.545,1.751,4.678,0,0
g24512,0,0,0,0,0,5.531
g24513,191.657,152.997,190,126,111.793,157.089
g24514,3.639,5.958,3.184,0,0,1.347
g24515,3.466,2.233,9.212,1.045,14.803,9.197
g24516,7.243,12.461,7.291,12.975,5.49,6.356
g24517,9,10,8,4,9,5
g24518,2.04,4.93,1.019,2.011,0,0
g24519,5,5.922,4.998,3,5,5
g2452,106.969,202.182,163.445,148.823,84.011,159.122
g24520,0,0,4,21,8,4
g24521,6,3.015,0,0,3,1
g24522,1,4,1,23.692,0,9
g24523,9,1,4,2,1,2
g24524,0,0,0,0,2.305,1.062
g24525,1,0,7.083,1,0,3.621
g24526,2.32,4,1,1.251,0,1
g24527,3,3,2,2,3,1
g24528,3,6,2,1,4,5
g24529,2,4,1,3,0,3
g2453,260.818,328.369,432.283,372.789,243.081,348.226
g24530,0,0,5,11,2,3
g24531,2,4,0,1,0,1
g24532,1,3,1,1,2,0
g24533,0,0,0,3,1,1.001
g24534,2,2,0,0,2,2
g24535,1,2,2,0,0,8
g24536,3,1,3,1,1,4
g24537,0,0,0,0,0,0
g24538,0,4.569,1,1,0,0
g24539,0,0,0,0,0,0
g2454,133.013,177.75,175.378,154.003,123.663,206.958
g24540,1,0,0.994,1,0,3
g24541,3,2,3,0,1,1
g24542,2,2,1,3,3,3
g24543,3,1,1,1,2,0
g24544,3,4,4,1,3,2
g24545,3,2.309,1,1,1,0
g24546,0,0,2,7.003,4,2
g24547,4.384,0,16.781,0,10.205,0
g24548,3.041,7.086,5.2,2.017,4.032,8.27
g24549,70.885,90.968,93.632,71.304,87.718,117.371
g2455,13172.703,17121.646,15237.852,11589.87,9777.59,14888.221
g24550,78.705,108.227,92.957,83.22,62.486,94.251
g24551,21.979,16.995,13.869,11.25,16.335,33.767
g24552,2.711,0,2.313,1.211,3.867,2.204
g24553,2.044,0,2.067,3.246,1.052,0
g24554,13.916,14,12,3,6,11
g24555,2,1,3.051,0,1,1
g24556,5,6,14.048,2,3.097,2.162
g24557,5,8,7.075,4,5.238,3
g24558,4,6,9,6,2,2.122
g24559,0,4.321,3,2.135,1.259,2.151
g2456,243,308.865,248,176,183,251.04
g24560,3.739,2,0,1,2.53,3
g24561,0,1.526,0,2,0,1
g24562,6,5.003,8,1,0,6
g24563,1,1,2,1,1,1
g24564,0,0,4,1,5,4
g24565,0,2,2,2,2,4
g24566,4,2,1,5,0,2
g24567,4,2.15,0,1,0,0
g24568,0,4,2,4,2,7
g24569,1,2.36,8.704,0,2,1
g2457,186.883,284.949,202.346,228.761,141.91,238.853
g24570,3,0,1.029,1,0,0
g24571,0,0,0,0,0,0
g24572,0,2.925,1,0,1,5
g24573,5,2,0,0,2,0
g24574,3,2,5,1.015,0,3
g24575,0,2,0,0,0,0
g24576,1.822,2.141,0,2.161,1,0
g24577,0,1,3.675,2,2,6
g24578,1,0,0,2,0,3.004
g24579,0,2,0,0,0,1.244
g2458,790.931,1017.532,775.202,585.772,532.685,811.226
g24580,0,4,1,0,0,5.07
g24581,0,0,0,0,0,0
g24582,0,1,2,1,2,2
g24583,2.43,6,2.076,3.016,4,5.447
g24584,256.246,276.746,122.419,62.799,47.359,142.844
g24585,6.84,0,4.863,0,1.835,4.304
g24586,33.402,34.495,41.017,28.904,16.897,37.15
g24587,8.918,6.845,2.384,0,2.46,2.258
g24588,0,0,6.58,6.827,1.001,1.049
g24589,2.002,1.832,3.453,0,1.022,4.979
g2459,808.773,1026.642,1007.822,724.842,452.274,532.52
g24590,12.99,8.345,10.229,4.704,12.492,9.764
g24592,4,7,7,8,4.048,3
g24593,2.43,0,2.753,0,1,0
g24594,0,7,4.015,1,2,0
g24595,6,4,4,2,4,3.096
g24596,0,0,0,0,0,0
g24597,3,2.98,2,3,0,5
g24598,2,3.9,2,2,4,2
g24599,0,0,12,2,4,10
g246,877.001,1145.006,1009.744,709,651,837
g2460,1677,2005.078,1818.004,1246.001,1342.895,1581.998
g24600,5,4,3,3,1,1
g24601,0,0,5,12.002,7,3
g24602,6,5.002,1,2,2,2
g24603,2,1,2,7.089,0,1
g24604,0,2,2.044,0,1,0
g24605,0,1,2,10,3,0
g24606,5,2,1,5,2,0
g24607,3,0,1,3,2,6
g24608,3,4,2,0,1,1
g24609,3,3,2,1,3,0
g2461,7305.79,9113.998,6864.758,4975.304,5298.151,6929.88
g24610,2,3,0,3,1,1
g24611,1,4,1,1,3.9,3
g24612,7,3,4.657,0,1,0
g24613,4,1,0,2,1,0
g24614,0,0,2,7,0,5
g24615,0,5,0,1,1,5
g24616,1,3,2,0,0,0
g24617,4,1,4,3,2,3.04
g24618,2,0,5,2,1,2
g24619,0,0,2,0,3,1
g2462,5523.111,7083.795,5548.265,4004.781,4241.18,6037.372
g24620,1,0,0,0,0,0
g24621,0,0,4,7,3,5
g24622,0,0,0,0,0,0
g24623,0,8.817,0,0,0,0
g24624,47.127,67.577,36.565,46.166,49.289,45.292
g24625,65.332,82.958,41.404,34.741,46.324,48.648
g24626,115.239,145,140.89,97.831,78,97
g24627,0,7.186,2.175,0,0,3.947
g24628,9.144,12.103,3.627,5.133,9.014,7.114
g24629,4,6.001,5,2,9,4
g2463,991.602,1428.947,1156.977,887.038,799.059,1069.407
g24630,1.003,5.005,3.643,5.87,1.057,3.023
g24631,3.294,6.869,1.729,1.112,0,2.071
g24632,0,0,5,15,3.001,3
g24633,4,4.005,2.012,6,0,2
g24634,1.002,5.458,6.008,0,2,2
g24635,2,5,4,2,1,1
g24636,0,0,0,0,0,0
g24637,2,6,1,0,3,2.021
g24638,6,4,4,4,1,11
g24639,2.529,0,0,0,0,0
g2464,0,0,3,0,0,0
g24640,2,2,2,3,0,5.011
g24641,0,1.002,3,1.001,1.538,0
g24642,4.014,2,2,2.751,1,3
g24643,2,3,2,3,0,3
g24644,1,5.839,1,3.128,0,1.147
g24645,4,1,0,1,2,0
g24646,2,1,1,1,3.677,1
g24647,0,2,4,3,2,3
g24648,0,5,3,5,0,2
g24649,1,2,3,4,3,3
g2465,2100.4,2283.719,2570.079,1520.341,1705.793,2399.995
g24650,0,2,2,3,1,4
g24651,2,2,2,1,0,2
g24652,1,2,0,0,1.01,1
g24653,1,2,0,3,2,0
g24654,2,0,1,1.358,0,0
g24655,0,4.118,1,0,3,0
g24656,0,0,1,5.985,4,0
g24657,2,1,0,1,1,4
g24658,2,1,2,0,3,0
g24659,1,0,2,3,1,3
g2466,1920.597,2506.52,2696.314,2129.675,1634.62,2528.313
g24660,4.12,4.02,5.334,1.171,0,0
g24661,25.938,39.069,25.956,7.979,14.01,19.679
g24662,50.021,36.051,52.458,36.794,36.467,49.124
g24663,110.526,117.737,119.253,104.229,65.065,98.558
g24664,0,0,0,0,0,0
g24665,53.275,70.498,35.011,29.964,22.087,29.141
g24666,1.821,2.416,0,1.815,2.073,3.678
g24667,15.94,16.197,10.834,5.228,6.076,16.044
g24668,2.05,6.221,1.68,0,4.151,3.082
g24669,0,1.053,3.144,3.686,0,3.145
g2467,1313.988,1533.159,1412.246,939,832.318,1135.009
g24670,10.28,19.483,10.368,4.995,6.023,8.242
g24671,12.177,13.223,16.662,22.78,14.401,19.945
g24672,6.658,3.039,8.236,3.569,9.846,7.686
g24673,11,9.114,16.028,9.779,3.131,4.6
g24674,0,0,0,0,0,0
g24675,11.771,8.24,16.415,13.522,3.967,14.613
g24676,14.032,11,7,4,6,3.964
g24677,6.425,3.822,1,1.044,1,8
g24678,3.07,0,3.039,1.447,0,0
g24679,5,5.022,2,2.204,1,1
g2468,397,526,361,274,267.487,385.023
g24680,3,2,4,2,3,4
g24681,4,6,1,1,2,0
g24682,2,7,1,3,0,4
g24683,3,4.019,0,6,4,5
g24684,1,2,3,0,2,1
g24685,3,3,1,1,1,2
g24686,2.005,1,4.234,2.069,0,4
g24687,0,0,0,0,0,0
g24688,0,3,4,0,1,7
g24689,0,0,2,4,2,6
g2469,479,591.682,445.992,330,292,419.001
g24690,0,0.999,5,0,1,3
g24691,3,36,0,0,0,0
g24692,3,1,5.038,4,0,4
g24693,1,4,5,1.896,1,2
g24694,3,1,7,3,1,2
g24695,1,2,0,1,0,1
g24696,0,1,2,0,0,1
g24698,263.682,422.776,575.976,698.862,457.802,884.814
g24699,185.694,215.17,257.979,160.914,85.61,138.609
g247,2507.007,3639.756,3653.521,3182.653,1874.375,3209.488
g2470,2608.991,2981.295,2323.397,1563.266,1734.302,2173.244
g24700,112.632,113.51,99.554,58.141,78.598,84.765
g24701,3.145,1.037,3.122,1.023,4.241,2.06
g24702,28.04,18.87,20.752,26.857,0,0
g24703,12.937,16.185,10.224,11.109,8.09,9.463
g24704,21.58,36.582,26.937,14.683,22.345,19.114
g24705,19.973,34.028,11.729,33.911,14.65,20.788
g24706,0,3.109,5.325,1.026,3.048,4.145
g24707,16,9.296,12,4,11,5
g24708,0,0,29,34,38,38
g24709,0,1,10,38,11,13
g2471,2805.003,3390.99,3624.001,2454,2520,3433.037
g24710,16,19.995,13,5,3,12
g24711,6,4,3,3,0,2
g24712,4,5,1,5,1,1
g24713,10,4,11,4,4,4
g24714,4,4,7.972,0,1,4
g24715,6,0,4,3.008,4,2.045
g24716,1,6,3,2.591,1,6.985
g24717,3,6,5.046,0,2,1.001
g24718,0,0,0,0,0,0
g24719,3,2.99,0,1,2,1
g2472,875.774,953.365,1151.814,972.078,660.847,1071.42
g24720,4,5,2,1,1,2
g24721,1,3.95,1,3.102,6,4
g24722,2,3.108,5,1,0,0
g24723,0,0,0,0,1,0
g24724,1,0,1,2,2,1
g24725,0,44,0,0,0,0
g24726,0,0,0,1,1,1
g24727,0,0,0,0,2,5.908
g24728,2,0,1,1,1,1
g24729,0,0,2,2,0,5
g2473,930.005,1096,1190,794,874,1080
g24730,1,1,1,1,1,3
g24731,0,0,0,6,3,5
g24732,1,0,2,0,1,3
g24733,7.587,7.488,7.731,8.461,7.559,9.523
g24734,3.223,4.206,3.091,3.098,0.996,6.257
g24735,2.402,3,1,1,1,2
g24736,4.871,0,1.369,2.551,2.285,0
g24737,5.482,9.483,1.113,3.396,2.25,2.179
g24738,11.743,5.001,3.438,0,0,12.151
g24739,4.936,4.709,4.928,6.914,3.56,4.97
g2474,382.393,577.645,465.927,306.515,299.931,442.429
g24740,6,2,4.333,3,3,2.12
g24741,3.356,0,1.485,2.263,0,2.353
g24742,1,4,4,8,8,4
g24743,4,0,8,4,2,1
g24744,6,6,4,1,0,0
g24745,1,4,1,0,1,0
g24746,2,0,5,1,0,0
g24747,2,3,3,0,2,3
g24748,1,1,3.995,1,1,8
g24749,1,1,1,2,1,2
g2475,524.145,664.174,709.319,607.383,386.348,589.998
g24750,1,4.005,1,1,3,1
g24751,0,2,4,4,1,2.717
g24752,0,0,0,0,1,0
g24753,1,2,0,0,0,0
g24754,1,1,4,2,0,3
g24755,3,2,4,0,0,0
g24756,2.026,3.357,0,1,2,0
g24757,0,3,3,1,3,0
g24758,1,4.75,2,1,1,0
g24759,2,2,1,1,0,1
g2476,28,41.002,34,69,21.001,43
g24760,3.835,7.699,5.128,3.884,5.149,5.084
g24761,779.275,904.571,755.351,504.668,629.552,881.9
g24762,6.581,4.477,4.397,5.452,4.325,6.875
g24763,74.683,54.396,95.134,53.127,53.633,84.178
g24764,10.109,7.744,13.486,2.815,8.721,9.953
g24765,84.014,95.484,84.207,81.017,64.017,73.004
g24766,35.82,61.908,28.649,16.104,34.935,29.783
g24767,3.17,6.291,6.669,3.061,5.045,6.393
g24768,1.029,3.276,1.056,1,1,4.248
g24769,0,0,0,0,0,0
g2477,2600.153,3371.023,3039.241,2524.419,1999.213,3279.664
g24770,0,0,0,0,2.223,0
g24771,8.001,4.269,3,1,5,5.509
g24772,2.701,2,1,6,0,1
g24773,9,1,3,1,1,5
g24774,1.047,1,1,1,1,2
g24775,1,3,0,1,0,0
g24776,5,1,0,3,2,0
g24777,0,5,1,4,1,1
g24778,0,2,2,3,0,2
g24779,1,4,2,2,1.074,1.56
g2478,322,460,433.047,246,287,351
g24780,2,2,2,2,1,2
g24781,2,1.01,0,1,1,0
g24782,1,1.001,3,3,0,0
g24783,0,0,0,0,0,0
g24784,2,1,2,2,2,2
g24785,0,0,1,8,1,6
g24786,2,5,4,1,2,6
g24787,1.999,6,0,2.006,1,0
g24788,0,1,3,0,2,5
g24789,2,1,0,0,0,0
g2479,2141.267,2813.996,2579.13,1814.531,1669.905,2593.621
g24790,0,0,0,0,0,0
g24791,0,0,0,0,0,0
g24792,8.149,4.9,2.171,15.483,0,4.69
g24793,9302.9,6310.274,5910.31,4772.429,3723.205,9376.667
g24794,6.684,16.91,16.362,11.215,2.264,19.861
g24795,3.998,2.361,3,3,1,1
g24796,0,0,0,0,2.064,0
g24797,15.474,32.823,14.264,21.495,10.443,19.191
g24798,5.456,12.38,4.662,7.06,8.22,4.722
g24799,60.566,47.763,57.355,50.12,57.657,57.734
g248,5295.584,7453.967,6826.152,5343.218,4530.768,5945.81
g2480,588.864,936.245,746.121,616.383,512.368,815.346
g24800,39.903,50.105,35.65,21.707,28.178,37.088
g24802,19.348,29.013,28.18,19.586,19.859,27.635
g24804,7.934,14.146,11.906,8.9,9.135,4.868
g24805,0,2.68,7.025,0,0,0
g24806,9.441,10.401,9,1,9,4
g24807,0,2,15,26,5,15
g24808,5,5.001,2.007,5.002,0,2.001
g24809,0,0,0,0,0,0
g2481,460.031,600.328,534,432.027,343,545.11
g24810,0,0,7,6,4,12
g24811,1,2,4,2,1,1
g24812,1,4,1,0,1,2
g24813,1,2.381,1.044,1,2.145,1
g24814,0,4,2,0,1.112,0
g24815,0,3.084,4,2,3,2
g24816,5,1,2,1,0,2
g24817,2,2,3,3,5,0
g24818,1,2,2,1,2,1
g24819,2,3,3,2,2,3.393
g2482,3173.364,4571.975,3496.742,3232.765,2558.499,3835.018
g24820,0,0,0,0,4.06,0
g24821,0,0,4.151,8,3,4
g24822,0,3,3,2,0,0
g24823,2,4,2,4,0,2
g24824,0,0,1,1,2,3
g24825,1,8,1,0,1,0
g24826,0,0,4,15,5,5
g24827,0,4,2,2,2,3
g24828,0,1,3,0.805,1,0
g24829,2,6,2,0,0,3
g2483,2797.552,3010.141,4024.108,2673.167,2144.072,3037.414
g24830,1,1,0,1,4,2
g24831,3,3,1,1,1,3
g24832,1,0,3,1,1,4.264
g24833,0,0,1,0,1,0
g24834,1,1,3,2,1,0
g24835,2,0,1,1,1,2
g24836,0,0,5.32,0,0,0
g24837,15.166,12.96,6.912,9.189,17.217,19.354
g24838,11.03,2.009,0,4.018,4.015,3.011
g24839,0,8.432,0,0,0,12.529
g2484,2265.408,3333.508,1820.333,2265.637,1166.858,2318.352
g24840,1.391,1.579,0,1.62,0,3.49
g24841,60.881,60.815,60.877,54,26,34.853
g24842,18.083,25.325,30.7,28.564,13.997,38.896
g24843,8.031,0,3.228,1.022,3.179,0
g24844,11.821,27.414,7.198,9.643,5.216,12.505
g24845,18.652,18.236,18.736,16.997,18.405,15.729
g24846,1.061,2.021,1.007,3,3.101,6
g24847,0,2,13,21,7,17
g24848,6,4,3,6,2,6.99
g24849,2.025,5.478,6.308,2.943,3.195,3.517
g2485,450.027,538.266,523.658,350.657,378.253,467.392
g24850,6,2,5.031,4,1,7
g24851,2.134,5,2.043,4,2,3.809
g24852,0,0,0,0,0,0
g24853,0,1,6,3,1,2
g24854,2.311,4.611,2.004,1,2,5
g24855,0,3,2,3,3,4
g24856,0,0,0,0,0,2
g24857,3,7,2,2,2,4
g24858,3,4,0,0,1,1
g24859,2,0,1,2,1,0
g2486,400.176,500.395,360.591,303.924,218.158,394.12
g24860,0,2.448,0,0,1,0
g24861,0,2,6,0,0,4
g24862,1,0,3,0,0,0
g24863,0,0,0,0,2,4.359
g24864,1,3,1,1,0,1.923
g24865,1,3,5,4,1,2
g24866,2,3.134,4,1,0,1
g24867,3,3,0,1,2,1
g24868,2,1.001,4,0,1,1
g24869,0,0,1,7,6,3
g2487,254.083,513.794,440.223,448.638,278.28,638.848
g24870,0,2,4,4,1,1
g24871,7.709,6.702,3.466,6.188,4.368,2.07
g24872,21.684,35.618,27.705,16.812,16.951,37.053
g24873,22.446,16.976,20.87,14.695,0,10.005
g24874,2.025,11.373,10.124,1.461,3.395,0
g24875,25.76,37.936,42.505,36.238,17.066,35.221
g24876,0,399,0,0,0,0
