"","log2FC","qvalue"
"NODE_12663_length_3468_cov_9.190172_g3958_i2",2.37116650373062,0.0165562913907285
"NODE_12695_length_3462_cov_152.004369_g4166_i1",2.16799251945808,8.26446280991736e-05
"NODE_12813_length_3440_cov_163.848432_g3929_i1",0.773110537269109,8.26446280991736e-05
"NODE_13120_length_3390_cov_112.021125_g4669_i0",-0.357476734814709,0.0341496598639456
"NODE_13275_length_3364_cov_1161.212894_g4715_i0",2.20812130399951,8.26446280991736e-05
"NODE_13355_length_3352_cov_2258.000602_g4741_i0",-0.35877980275767,0.0365256797583082
"NODE_13482_length_3331_cov_646.262568_g77_i3",0.368379695219986,0.0358860759493671
"NODE_13574_length_3315_cov_296.796105_g4815_i0",0.767435262714342,0.023695652173913
"NODE_13585_length_3313_cov_33.562424_g3063_i2",-1.46105883488307,0.0165562913907285
"NODE_13605_length_3309_cov_962325.598171_g4827_i0",-0.278752264823272,8.26446280991736e-05
"NODE_13633_length_3304_cov_463.301069_g4097_i1",0.52000841326942,0.049375
"NODE_13696_length_3294_cov_115.886371_g4859_i0",0.660992628925447,0.0341496598639456
"NODE_13776_length_3279_cov_96.707692_g3043_i2",3.62776168683562,8.26446280991736e-05
"NODE_13988_length_3244_cov_175.550544_g4947_i0",2.43577648207231,8.26446280991736e-05
"NODE_14043_length_3237_cov_29.082918_g4967_i0",3.14368390633968,8.26446280991736e-05
"NODE_14044_length_3236_cov_37771.077954_g822_i12",1.46857310727249,0.0407225433526012
"NODE_14050_length_3235_cov_3305.481909_g3013_i2",0.66653456551223,0.0365256797583082
"NODE_14084_length_3228_cov_1716.130666_g4981_i0",2.55173521134576,8.26446280991736e-05
"NODE_14204_length_3208_cov_109.580371_g2345_i2",0.723613571544544,0.0138235294117647
"NODE_14527_length_3160_cov_378.524114_g5137_i0",-0.41561270528694,0.0138235294117647
"NODE_14561_length_3154_cov_3921.665600_g2168_i2",-0.712678462501501,0.0365256797583082
"NODE_14648_length_3140_cov_2227.415622_g106_i60",-0.560098419358304,8.26446280991736e-05
"NODE_14675_length_3136_cov_1129.357580_g5187_i0",0.383593470315767,0.0301176470588235
"NODE_14811_length_3114_cov_759.934198_g4043_i1",-1.40196854163505,0.0365256797583082
"NODE_14879_length_3105_cov_70.645319_g4640_i1",1.4970753026838,0.0341496598639456
"NODE_14903_length_3102_cov_662.425968_g2477_i3",1.08570732210032,0.0325
"NODE_14931_length_3099_cov_19.563192_g5273_i0",2.75756894858396,8.26446280991736e-05
"NODE_15029_length_3085_cov_12.570026_g5301_i0",2.5796966441066,8.26446280991736e-05
"NODE_15065_length_3079_cov_443.588852_g3801_i1",0.218535120211766,0.0175757575757576
"NODE_15193_length_3061_cov_11595.095317_g5151_i1",4.30369649901711,8.26446280991736e-05
"NODE_15309_length_3044_cov_324.369486_g282_i2",0.395247763844329,0.0365256797583082
"NODE_15315_length_3042_cov_169.661799_g5389_i0",2.67048609710493,8.26446280991736e-05
"NODE_15599_length_3001_cov_148.939435_g5480_i0",3.25522803801241,0.0138235294117647
"NODE_15608_length_2999_cov_179.628956_g5483_i0",2.01741448546411,8.26446280991736e-05
"NODE_15627_length_2996_cov_1063.744860_g5488_i0",-0.147315124028419,0.0175757575757576
"NODE_15699_length_2986_cov_1164.236726_g4614_i1",1.45011491457196,8.26446280991736e-05
"NODE_15742_length_2981_cov_555.412263_g5532_i0",-0.239063137139021,8.26446280991736e-05
"NODE_15794_length_2974_cov_1593.288625_g1091_i6",-0.795711157442156,8.26446280991736e-05
"NODE_16395_length_2893_cov_2340.865922_g2340_i4",0.403076407696638,0.0138235294117647
"NODE_16421_length_2889_cov_622.876224_g751_i5",-1.56124245803218,0.0165562913907285
"NODE_16478_length_2880_cov_79.122413_g5767_i0",3.98848427269051,8.26446280991736e-05
"NODE_16618_length_2859_cov_61732.523675_g822_i13",1.67651055666834,0.0301176470588235
"NODE_16625_length_2858_cov_365.918699_g3878_i1",-0.389061973326376,0.0365256797583082
"NODE_16832_length_2831_cov_945.463241_g5898_i0",-0.263116177326037,0.0318532818532819
"NODE_17188_length_2781_cov_305.641715_g5675_i1",0.709106521978229,8.26446280991736e-05
"NODE_17302_length_2765_cov_24.368056_g6037_i0",1.00654331603649,0.0445403899721449
"NODE_17374_length_2754_cov_650.292110_g887_i51",2.407124533882,8.26446280991736e-05
"NODE_17561_length_2731_cov_9716.669134_g61_i2",-0.582877463366161,0.0325
"NODE_17646_length_2719_cov_417.726394_g3210_i5",-0.673874889267298,0.0248803827751196
"NODE_17741_length_2707_cov_1689.073936_g6169_i0",1.85630027168089,8.26446280991736e-05
"NODE_17771_length_2703_cov_551.919970_g6182_i0",0.474198269547012,8.26446280991736e-05
"NODE_17900_length_2691_cov_44.644628_g6227_i0",0.642519803427458,0.0270175438596491
"NODE_17922_length_2688_cov_243.032343_g4647_i1",0.371875585517815,0.0341496598639456
"NODE_17972_length_2683_cov_5812.589676_g6251_i0",-0.411647972727259,0.0165562913907285
"NODE_17994_length_2680_cov_1917.113919_g0_i919",-0.342744278214166,8.26446280991736e-05
"NODE_18161_length_2660_cov_19.025846_g4133_i4",1.557350063243,0.043048433048433
"NODE_18200_length_2654_cov_105.827429_g238_i10",1.46584655968554,0.0463707571801567
"NODE_18310_length_2641_cov_2336.072741_g868_i2",1.27276124149226,8.26446280991736e-05
"NODE_18347_length_2637_cov_487.181365_g4129_i3",-0.417861050960695,0.0264220183486239
"NODE_18550_length_2615_cov_45.234339_g6443_i0",-1.05186991967719,0.0264220183486239
"NODE_18693_length_2597_cov_29.065031_g6498_i0",0.835522402451606,0.023695652173913
"NODE_18723_length_2594_cov_350.701754_g6509_i0",0.791416730505945,8.26446280991736e-05
"NODE_18780_length_2589_cov_101.670703_g6531_i0",-0.852654977617129,0.0270175438596491
"NODE_18790_length_2587_cov_13393.663800_g5151_i2",4.42321283791859,8.26446280991736e-05
"NODE_18971_length_2568_cov_1346.385191_g6589_i0",-0.306960104958134,0.0325
"NODE_18977_length_2567_cov_5376.867218_g6591_i0",3.21041152312246,0.0138235294117647
"NODE_19192_length_2545_cov_101.388712_g6663_i0",2.87175760528534,8.26446280991736e-05
"NODE_19272_length_2537_cov_151.507177_g6689_i0",-0.324389652944557,0.043048433048433
"NODE_19530_length_2506_cov_278.605975_g1516_i3",0.654297520355353,0.0165562913907285
"NODE_19594_length_2500_cov_85.748280_g6792_i0",-0.749040114492403,0.0318532818532819
"NODE_19642_length_2494_cov_1226.960649_g6548_i1",-0.284874521202179,0.0463707571801567
"NODE_19804_length_2476_cov_110.830405_g6868_i0",0.599628545577734,0.0365256797583082
"NODE_19880_length_2466_cov_29728.183422_g6897_i0",-1.0079040040686,8.26446280991736e-05
"NODE_19896_length_2464_cov_4799.601232_g1493_i4",0.514107453668694,8.26446280991736e-05
"NODE_19943_length_2459_cov_159.386420_g6914_i0",-0.608725334357331,0.043048433048433
"NODE_20045_length_2449_cov_343.700000_g6951_i0",-0.41217994502316,8.26446280991736e-05
"NODE_20128_length_2441_cov_132.770315_g1006_i14",0.649453293919956,0.0238888888888889
"NODE_20176_length_2436_cov_2633.921064_g6983_i0",1.40664887065274,0.023695652173913
"NODE_20242_length_2428_cov_425.123802_g1573_i3",-0.460497296618176,0.0341496598639456
"NODE_20367_length_2415_cov_2276.861274_g6660_i1",-0.387304194061422,8.26446280991736e-05
"NODE_20417_length_2411_cov_75.042821_g5367_i2",0.950239116496614,0.0301176470588235
"NODE_20890_length_2358_cov_3348.668098_g7216_i0",1.93297558731421,0.0290983606557377
"NODE_20900_length_2357_cov_497.262027_g7219_i0",3.86030661216145,8.26446280991736e-05
"NODE_20929_length_2354_cov_2500.394409_g1091_i8",-0.875638636482172,8.26446280991736e-05
"NODE_21050_length_2343_cov_41.283492_g6989_i1",0.858819739093772,0.0351986754966887
"NODE_21090_length_2339_cov_7767.400000_g61_i3",-0.909901129295007,0.0463707571801567
"NODE_21171_length_2331_cov_33838.854474_g6897_i1",-1.05798629053869,8.26446280991736e-05
"NODE_21226_length_2326_cov_394.226818_g2348_i3",2.22619078400943,0.0358860759493671
"NODE_21258_length_2322_cov_302.987789_g643_i5",0.671323493372964,0.0358860759493671
"NODE_21456_length_2302_cov_255.298724_g6389_i1",0.570972531826267,0.0445403899721449
"NODE_21462_length_2302_cov_26.005719_g7404_i0",1.24854935797777,0.0238888888888889
"NODE_21534_length_2294_cov_59.663576_g7085_i1",0.984539312754218,0.0264220183486239
"NODE_21563_length_2291_cov_742.700265_g0_i1014",1.67289279434389,0.0248803827751196
"NODE_21578_length_2290_cov_649.083149_g5108_i1",2.06570117204725,8.26446280991736e-05
"NODE_21587_length_2290_cov_135.730208_g32_i8",0.915113805379021,0.0138235294117647
"NODE_21668_length_2281_cov_1424.641208_g1882_i6",1.16257891619016,0.0455163043478261
"NODE_21855_length_2263_cov_51.597583_g7529_i0",5.00311673191325,8.26446280991736e-05
"NODE_21977_length_2251_cov_200.249775_g4640_i3",0.330384977177594,0.0455163043478261
"NODE_22150_length_2235_cov_174.368540_g7620_i0",2.55165170370498,0.0290983606557377
"NODE_22197_length_2230_cov_100.364834_g7635_i0",1.08231634038377,0.0290983606557377
"NODE_22385_length_2211_cov_23.191567_g658_i2",2.4400984644224,8.26446280991736e-05
"NODE_22553_length_2195_cov_748.035549_g7748_i0",-0.498933075800893,0.0365256797583082
"NODE_23045_length_2148_cov_87.411515_g6663_i1",1.56189281985559,0.0290983606557377
"NODE_23168_length_2135_cov_187.225071_g7964_i0",-0.317212837426792,0.0351986754966887
"NODE_23180_length_2133_cov_233.490019_g5823_i2",3.96858100988358,8.26446280991736e-05
"NODE_23234_length_2128_cov_1662.055741_g3623_i10",-0.409847024814097,0.0407225433526012
"NODE_23560_length_2097_cov_7.017408_g8104_i0",1.81875352497466,0.049375
"NODE_23599_length_2093_cov_86.816860_g8125_i0",1.24013740239416,0.0175757575757576
"NODE_23724_length_2080_cov_40.457825_g8173_i0",2.89997013504341,8.26446280991736e-05
"NODE_24060_length_2049_cov_2197.334158_g7171_i1",0.346947867601714,0.0248803827751196
"NODE_24182_length_2040_cov_797.550970_g8343_i0",-0.368596900863306,0.0238888888888889
"NODE_24277_length_2032_cov_27.679481_g1077_i1",2.11908036156302,8.26446280991736e-05
"NODE_24283_length_2031_cov_681.099401_g4567_i1",-0.350453544490293,0.0391394658753709
"NODE_24398_length_2020_cov_124.050226_g8422_i0",4.37367422037693,0.0264220183486239
"NODE_24477_length_2012_cov_4973.459405_g4626_i2",0.30285510071772,0.0165562913907285
"NODE_24499_length_2011_cov_23.231080_g8459_i0",1.85614607119299,8.26446280991736e-05
"NODE_24509_length_2009_cov_6189.495455_g8463_i0",-1.79860707697677,0.0391394658753709
"NODE_24631_length_2000_cov_114.953831_g8508_i0",0.651596232485206,0.0455163043478261
"NODE_24718_length_1992_cov_766.993887_g7368_i1",-0.259096366828889,0.0318532818532819
"NODE_24720_length_1992_cov_557.630667_g8034_i1",0.23600712490577,0.0341496598639456
"NODE_24864_length_1979_cov_752.748205_g845_i12",-0.60938107871277,8.26446280991736e-05
"NODE_24902_length_1977_cov_44.776181_g8621_i0",1.50159992918295,0.0463707571801567
"NODE_24937_length_1974_cov_408.183033_g5495_i1",-0.632783727582002,0.0138235294117647
"NODE_24970_length_1972_cov_37.980957_g8656_i0",-1.04211292426954,0.0482820512820513
"NODE_25059_length_1964_cov_1638.101292_g8398_i1",0.806931306733726,0.0351986754966887
"NODE_25183_length_1953_cov_195.310811_g2231_i1",0.580507838008982,0.028412017167382
"NODE_25308_length_1943_cov_320.124869_g1110_i6",1.5198069646035,8.26446280991736e-05
"NODE_25310_length_1943_cov_225.623824_g8777_i0",3.46470100740663,0.0482820512820513
"NODE_25313_length_1943_cov_58.330721_g8779_i0",-0.998611383974953,0.0358860759493671
"NODE_25683_length_1910_cov_2295.450824_g2200_i3",-0.503552364753491,0.028412017167382
"NODE_25791_length_1901_cov_342.974359_g2658_i2",7.35674700399021,0.0165562913907285
"NODE_25824_length_1899_cov_112.595187_g8960_i0",1.85184029027803,0.0175757575757576
"NODE_25836_length_1898_cov_681.641520_g8966_i0",-0.477559716907162,8.26446280991736e-05
"NODE_25903_length_1892_cov_2149.570585_g7351_i3",-1.17244847010079,0.0463707571801567
"NODE_25962_length_1888_cov_308.790210_g9011_i0",-1.23983329969672,0.0290983606557377
"NODE_26121_length_1876_cov_2121.621548_g3892_i3",1.34090077428444,8.26446280991736e-05
"NODE_26321_length_1860_cov_830.679410_g9145_i0",-0.420032722520401,8.26446280991736e-05
"NODE_26328_length_1859_cov_735.055738_g8464_i1",6.10444339077792,8.26446280991736e-05
"NODE_26465_length_1847_cov_14424.290429_g9196_i0",-1.45978226081761,8.26446280991736e-05
"NODE_26551_length_1840_cov_92.570403_g9224_i0",0.444449146544549,0.0445403899721449
"NODE_26693_length_1829_cov_2373.678333_g7535_i1",0.431670358955828,0.0341496598639456
"NODE_26753_length_1825_cov_1171.559577_g9305_i0",2.83782891693742,0.0165562913907285
"NODE_26778_length_1824_cov_35.584401_g9315_i0",3.19361236977372,0.0340287769784173
"NODE_26926_length_1814_cov_332.407843_g8220_i1",0.457740576006652,0.0248803827751196
"NODE_27167_length_1795_cov_14286.185164_g5151_i3",4.53514602403246,0.0264220183486239
"NODE_27560_length_1766_cov_164.181923_g3742_i6",-0.90684615624236,0.0238888888888889
"NODE_27903_length_1740_cov_434.651081_g562_i2",1.32373713195876,8.26446280991736e-05
"NODE_27971_length_1734_cov_619.830499_g9742_i0",1.39946176795738,0.0301176470588235
"NODE_27976_length_1734_cov_20.874487_g9745_i0",1.25787529303735,0.0341496598639456
"NODE_28099_length_1725_cov_572.649175_g9792_i0",3.51046932400473,8.26446280991736e-05
"NODE_28296_length_1711_cov_171.760999_g9876_i0",0.313287049138165,0.043048433048433
"NODE_28459_length_1698_cov_2508.381067_g8265_i2",-0.521342251434788,0.0325
"NODE_28476_length_1697_cov_1033.912470_g1150_i3",-0.841063556324662,0.0290983606557377
"NODE_28513_length_1695_cov_893.496399_g8920_i1",0.287457034707451,0.0482820512820513
"NODE_28602_length_1689_cov_33.987952_g9996_i0",3.49661555536454,0.0175757575757576
"NODE_28849_length_1672_cov_478.579428_g10089_i0",-0.424307156862852,0.023695652173913
"NODE_28937_length_1667_cov_48.145299_g10119_i0",3.25520054526911,8.26446280991736e-05
"NODE_29252_length_1645_cov_6183.978342_g7216_i2",3.8794680521948,8.26446280991736e-05
"NODE_29511_length_1627_cov_105.448060_g7167_i3",1.05278730471153,0.0340287769784173
"NODE_29532_length_1626_cov_126.211021_g10350_i0",-0.410886954389139,0.0238888888888889
"NODE_29801_length_1608_cov_7811.156428_g10094_i2",0.476956529258807,8.26446280991736e-05
"NODE_29860_length_1604_cov_211.469206_g4647_i3",0.537073160642682,0.0358860759493671
"NODE_29959_length_1598_cov_252.644359_g10526_i0",-0.411301729063502,0.0325
"NODE_29960_length_1598_cov_154.778840_g10527_i0",0.590570105934651,0.0358860759493671
"NODE_30467_length_1564_cov_2759.637785_g6329_i1",0.572315641894567,8.26446280991736e-05
