"","log2FC","qvalue"
"NODE_30537_length_1559_cov_273.876471_g9578_i1",-0.667507284703655,8.26446280991736e-05
"NODE_30735_length_1547_cov_299.300395_g10859_i0",0.897701384341957,0.0455163043478261
"NODE_30841_length_1540_cov_139.503640_g8064_i1",3.21093720430829,8.26446280991736e-05
"NODE_31031_length_1529_cov_138.688000_g10981_i0",-1.09331785377664,0.0325
"NODE_31147_length_1522_cov_134.012726_g11032_i0",0.776770737989567,8.26446280991736e-05
"NODE_31325_length_1510_cov_13057.392978_g10499_i2",-0.430644721460224,0.0248803827751196
"NODE_31802_length_1481_cov_586.138430_g11307_i0",0.394304474639781,0.0165562913907285
"NODE_31836_length_1479_cov_2399.646207_g815_i5",0.740018686104749,0.023695652173913
"NODE_31877_length_1477_cov_24.328039_g9272_i1",1.86771632356805,0.0248803827751196
"NODE_31958_length_1471_cov_42.065881_g11369_i0",3.18360154733172,8.26446280991736e-05
"NODE_32443_length_1440_cov_8.856839_g8104_i2",2.01751900655113,0.0482820512820513
"NODE_32474_length_1438_cov_112.906317_g3798_i5",-0.761058707291022,0.0270175438596491
"NODE_32773_length_1421_cov_209.521552_g11760_i0",4.19805891133615,0.0200584795321637
"NODE_32908_length_1414_cov_93.360289_g11825_i0",3.62322976749843,8.26446280991736e-05
"NODE_33037_length_1406_cov_218.193174_g10980_i1",-1.03125015976736,0.0138235294117647
"NODE_33107_length_1402_cov_16.431173_g11915_i0",1.02522874885,0.0270175438596491
"NODE_33225_length_1395_cov_175.494876_g6663_i2",3.62850964369567,8.26446280991736e-05
"NODE_33442_length_1382_cov_1700.302291_g12056_i0",2.59205462828755,8.26446280991736e-05
"NODE_33577_length_1375_cov_4472.956166_g0_i1293",0.631003956037102,0.0340287769784173
"NODE_33680_length_1370_cov_2114.441462_g9809_i1",1.70476014962932,8.26446280991736e-05
"NODE_33914_length_1358_cov_6.811136_g12288_i0",2.20604601111633,0.0407225433526012
"NODE_34210_length_1341_cov_866.164634_g12422_i0",-0.462165923779946,0.0270175438596491
"NODE_35365_length_1277_cov_1552.193109_g12963_i0",1.43248415917269,0.049375
"NODE_35551_length_1267_cov_33.411147_g13057_i0",2.75993411095981,8.26446280991736e-05
"NODE_35632_length_1263_cov_80.926256_g13103_i0",1.92875836233346,0.0200584795321637
"NODE_35906_length_1250_cov_20.036036_g13235_i0",2.33045871007894,8.26446280991736e-05
"NODE_35999_length_1245_cov_488.847862_g5511_i1",4.13350918200791,8.26446280991736e-05
"NODE_36505_length_1217_cov_336.775253_g13531_i0",3.07054436495668,0.0138235294117647
"NODE_36525_length_1216_cov_744.262848_g4614_i5",1.45621627817462,0.0248803827751196
"NODE_36619_length_1211_cov_5487.909475_g13589_i0",4.65157046708044,8.26446280991736e-05
"NODE_36923_length_1195_cov_1123.512864_g13731_i0",2.35419580008211,0.0138235294117647
"NODE_36944_length_1194_cov_1301.634335_g13743_i0",5.68503888725971,8.26446280991736e-05
"NODE_37031_length_1190_cov_93.628768_g13788_i0",5.08516364370543,0.0365256797583082
"NODE_37330_length_1176_cov_1398.170009_g7546_i2",-0.632081112224681,0.0200584795321637
"NODE_37335_length_1176_cov_161.169137_g13941_i0",5.5360464456915,0.0445403899721449
"NODE_37428_length_1171_cov_318.464974_g13531_i1",2.22295273380688,0.0175757575757576
"NODE_37733_length_1156_cov_100.976930_g14156_i0",2.02414788430228,0.0358860759493671
"NODE_37807_length_1153_cov_51.315836_g2001_i4",2.80030799914909,0.0325
"NODE_38198_length_1134_cov_1483.733937_g14166_i1",-0.71064596131645,0.0238888888888889
"NODE_38603_length_1117_cov_3170.202206_g5537_i5",-0.756182172070614,0.023695652173913
"NODE_38985_length_1099_cov_2281.716822_g14813_i0",-0.228070500121474,0.0407225433526012
"NODE_39120_length_1093_cov_243.599624_g14890_i0",-0.778035032512219,0.0351986754966887
"NODE_39386_length_1080_cov_3627.980019_g13731_i1",5.09610959653304,8.26446280991736e-05
"NODE_40024_length_1053_cov_1350.750000_g6929_i1",-0.729577746159364,0.0351986754966887
"NODE_40608_length_1027_cov_41.546092_g15701_i0",1.44952803835532,8.26446280991736e-05
"NODE_40789_length_1019_cov_2274.751515_g15809_i0",-0.231290630802891,0.0340287769784173
"NODE_41711_length_982_cov_1586.598111_g8007_i5",-0.71116802150963,0.0290983606557377
"NODE_42030_length_969_cov_11728.861702_g14616_i1",-0.669417950558576,0.0165562913907285
"NODE_42032_length_969_cov_2555.164894_g15134_i2",-0.731512997714128,0.0358860759493671
"NODE_42744_length_941_cov_207.505482_g6663_i5",3.1638738988402,8.26446280991736e-05
"NODE_42844_length_937_cov_424.170705_g17024_i0",1.24388560655443,8.26446280991736e-05
"NODE_44132_length_892_cov_466.174971_g16627_i1",0.939810241546984,0.0301176470588235
"NODE_44562_length_878_cov_8.156655_g18140_i0",2.43165536017063,0.0200584795321637
"NODE_44722_length_872_cov_1104.800712_g18236_i0",0.394679547835767,0.049375
"NODE_45529_length_844_cov_1048.716564_g14253_i1",0.51778131507044,0.0325
"NODE_45560_length_843_cov_79.619165_g18790_i0",0.855296595253005,0.0358860759493671
"NODE_45913_length_831_cov_1059.857855_g19019_i0",6.79143902006772,0.0200584795321637
"NODE_46557_length_810_cov_19810.451985_g6591_i2",4.39915987023403,8.26446280991736e-05
"NODE_46975_length_797_cov_30.863281_g15993_i1",2.32738239466141,0.0175757575757576
"NODE_47233_length_789_cov_438.169737_g7727_i2",-0.769285962260148,0.0248803827751196
"NODE_47477_length_782_cov_2782.565737_g9305_i1",4.39917896230318,8.26446280991736e-05
"NODE_48035_length_765_cov_76.596467_g20498_i0",2.80108814368116,8.26446280991736e-05
"NODE_48201_length_760_cov_4.445964_g20615_i0",1.18782607552491,0.049375
"NODE_49930_length_707_cov_269.783186_g21903_i0",0.588222892704053,0.0358860759493671
"NODE_50424_length_694_cov_19742.296241_g6591_i3",4.1396147501698,8.26446280991736e-05
"NODE_50437_length_694_cov_50.278195_g22293_i0",2.74364789508656,8.26446280991736e-05
"NODE_50876_length_682_cov_15659.709035_g22644_i0",-0.658404309284305,8.26446280991736e-05
"NODE_51333_length_670_cov_1081.503900_g23003_i0",2.05995458346482,0.0270175438596491
"NODE_51364_length_669_cov_3123.967187_g23023_i0",-0.945762155052182,0.0341496598639456
"NODE_51687_length_660_cov_8012.351823_g23282_i0",0.705850679426555,0.0365256797583082
"NODE_52345_length_644_cov_158.373984_g23784_i0",2.62554584569863,8.26446280991736e-05
"NODE_52809_length_632_cov_3766.008292_g24156_i0",-0.662124276359051,0.0407225433526012
"NODE_52890_length_630_cov_107339.354409_g24224_i0",-0.897769420658566,8.26446280991736e-05
"NODE_53927_length_606_cov_2804.265165_g8343_i2",-0.447050217093206,0.0325
"NODE_54544_length_592_cov_3316.321492_g25613_i0",1.22461412716022,0.0270175438596491
"NODE_55415_length_573_cov_702.887868_g26345_i0",-0.754194881644333,0.0463707571801567
"NODE_55925_length_561_cov_2676.725564_g26785_i0",-1.05666917930284,0.0301176470588235
"NODE_57585_length_526_cov_291.629779_g10913_i3",4.63305978795369,0.0138235294117647
"NODE_58907_length_500_cov_11786.634820_g29392_i0",-1.01630260087621,0.0365256797583082
"NODE_58964_length_499_cov_266.800000_g29444_i0",-0.414028244285552,0.0455163043478261
"NODE_59588_length_488_cov_582.675381_g30014_i0",1.30723375501731,0.0318532818532819
"NODE_60741_length_466_cov_91.734554_g31059_i0",1.85626521914891,0.023695652173913
"NODE_61372_length_455_cov_612.751174_g31646_i0",-1.02569103482675,0.0175757575757576
"NODE_61664_length_450_cov_5257.332542_g31919_i0",0.893358603213648,0.0301176470588235
"NODE_62392_length_437_cov_7167.370098_g32616_i0",-0.70174373062247,8.26446280991736e-05
"NODE_63756_length_415_cov_1010.678756_g33911_i0",-0.588130232420929,0.0455163043478261
"NODE_65558_length_386_cov_717.467787_g35662_i0",-0.715146796812439,0.023695652173913
"NODE_67129_length_363_cov_2542.970060_g37213_i0",2.04280382473559,0.0248803827751196
"NODE_70968_length_315_cov_24.283217_g41038_i0",1.94124581042292,0.0264220183486239
"NODE_71030_length_314_cov_7807.414035_g41100_i0",-0.771264884214953,8.26446280991736e-05
"NODE_72476_length_299_cov_900.944444_g42545_i0",0.365751155957871,0.0301176470588235
"NODE_78856_length_236_cov_6456.449275_g48923_i0",-0.691801325376628,8.26446280991736e-05
"NODE_91906_length_149_cov_3885.375000_g61973_i0",-0.627260878552816,0.0463707571801567
"NODE_94111_length_142_cov_1755.380531_g64178_i0",1.32806430302543,0.0391394658753709
