gene_id,sample4,sample5,sample6,sample7,sample13,sample14,sample15,sample16,sample17,sample18,sample19,sample20
g60570,0,1,1,1,0,0,0,2,1,0,0,2.311
g60571,0,0,0,1,0,0,0,0,0,0,0,1
g60572,0,1,0,1,0,0,0,0,2,0,0,0
g60573,0,0,0,3,0,2,0,0,2,0,1,0
g60574,0,1,1,0,4,1,0,1,0,0,0,0
g60575,1,0,1,0,0,0,0,0,0,0,0,0
g60576,0,0,0,0,0,0,0,0,2,0,1,1
g60577,3,0,1,0,0,0,0,0,1.997,1,1,0
g60578,2,1,0,0,0,0,0,0,2,0,0,3
g60579,0,1,0,0,0,0,1,0,0,0,1,1
g6058,156.954,104.663,100.985,191.726,106.957,199.456,156.773,123.366,454.984,129.068,86.922,247.667
g60580,2,0,1,0,1,1,0,0,1,0,1,0
g60581,0,0,0,1,1,1,0,1,2,1,0,3
g60582,0,0,0,0,0,0,1,2,4,1,0,0
g60583,0,1,0,0,1,1.982,0,0,0,0,0,1
g60584,0,0,0,0,1,0,2,0,1,1,0,0
g60585,0,0,0,0,1,1,0,3,2,0,0,0
g60586,0,1,0,0,1,0,0,0,0,0,0,0
g60587,1.993,0,1,0,0,1,0,0,1,1,0,2.292
g60588,0,0,1,0,0.951,0,0,1,0,0,0,0
g60589,1,0,1,1,1,1,0,0,2,0,0,0
g6059,677.516,485.075,572.895,741.619,480.129,819.974,595.947,421.845,2216.731,403.747,437.235,599.889
g60590,1,0,0,0,0,0,0,2,0,0,2,1
g60591,0,0,1,0,0,1,0,2.351,0,0,0,0
g60592,0,0,0,2,0,1,0,1,2,2,0,1
g60593,0,0,0,0,1,0,2.011,0,1.092,0,0,0
g60594,0,0,1,0,0,1,2,1,3,0,0,2
g60595,0,0,1,0,2,1,0,0,1.474,1,0,0
g60596,0,0,0,1,0,1,1,2,2,0,0,2
g60597,1,0,1,0,0,2,0,0,2,3,0,0
g60598,2,0,0,0,0,0,2,0,0,0,0,0
g60599,0,0,0,0,0,2,1,0,1,0,3,0
g606,2274.083,1800.593,2318.377,2432.253,1862.08,3206.348,2262.467,1556.816,7081.246,1624.373,1700.422,2147.391
g6060,5,3,8,13,1,6,13,11,16.02,5,5,8
g60600,1,0,1,1,0,0,0,0,2,0,1,0
g60601,0,1,0,0,0,2,1,0.985,1,0,1,1
g60602,0,0,1,0,0,0,0,0,1,0,0,3
g60603,0,1,1,0,3,0,0,2,1,0,0,0
g60604,0.974,0,0,0,0,1,0,0,2,0,0,0
g60605,0,1.05,0,1,0,0,0,0,0,1,1,2
g60606,0,0,0,0,0,0,1,1.001,2,1,1,1
g60607,0,0,2.01,0,0,0,0,0,2,1,0,0
g60608,1,0,2,1,0,0,0,0,2,0,0,1
g60609,1.996,1,1,0,0,0,0,0,0,0,0,0
g6061,516.837,364.9,470.414,469.656,307.069,538.43,395.403,366.882,1317.904,321.242,289.903,472.442
g60610,0,0,1,1,0,1,0,1,1,1,0,1
g60611,0,0,1.003,1,0,0,0,0,0,1,0,0
g60612,0,2,0,0,0,0,0,5,0,0,0,1
g60613,0,1,0,0,0,0,1,0,2,0,0,1
g60614,0,1,0,3,0,0,0,1,0,0,0,0
g60615,1,0,1,0,0,0,0,0,2,1,1,2
g60616,0,2,0,0,0,1,0,0,2,0,0,1
g60617,0,0,0,2,1,0,0,2,0,0,1,0
g60618,0,1,0,0,0,1,1,0,2,0,0,0
g60619,1,0,0,1,0,0,0,0,1,0,1,0
g6062,734.234,438.072,390.245,657.222,473.261,642.762,543.26,491.233,2201.399,418.92,390.657,708.698
g60620,0,1,1,0,0,2,1,2,1,0,1,0
g60621,1,1,0,1,0,0,0,0,1,0,0,1
g60622,0,0,0,1,0,0,1,1,0,0,0,1
g60623,3,1,0,0,1,2,0,0,0,2,0,1
g60624,0,0,1,0,0,0,0,0,1.164,0,0,0
g60625,1,0,0.795,2,0,1,0,0,2,0,0,2
g60626,1,0,0,2,1,1,0,1,0,1,0,0
g60627,0,0,0,1,0,1,2,0,0,0,0,1.001
g60628,0,0,0,1,0,0,0,1,2,0,0,2
g60629,2,0,0,1,0,0,1,0,0,0,0,0
g6063,164.111,182.228,177.823,309.17,127.053,178.751,139.866,176.719,698.951,233.169,79.96,160.319
g60630,0,0,0,0,1,0,2,1,0,1,0,1
g60631,1,0,1,0,0,0,0,0,0,0,2,0
g60632,0,0,0,0,0,0,0,0,0,0,0,0
g60633,0,1,0,1,0,0,2,0,1,1,0,0
g60634,1,0,0,0,0,0,1,3,0,0,0,2
g60635,0,2,2,0,0,0,0,0,2,0,0,0
g60636,0,0,1,0,0,0,1,1,4,0,0,0
g60637,0,0,0,0,1,0,0,0,2,1,1,0
g60638,0,0,1,0,1,1,0,0,1,0,1,0
g60639,0,1,0,0,1,0,0.998,1,1,1,0,0
g6064,9,9,0,6,8,18,10,11,28,12,8,34
g60640,0,0,0,0,1,1,0,0,0,2,0,0
g60641,0,0,0,0,0,1,1,0,0,1,1,1
g60642,1,1,1,1,0,0,1,0,1,1,0,0
g60643,0,0,0,2,0,0,2,0,0,0,0,0
g60644,2,0,0,0,0,1,0,0,0,3,1.001,0
g60645,0,2,0,0,0,0,0,0,1,1.001,0,0
g60646,0,0,0,0,0,0,0,1,0,1,0.974,0
g60647,1,1,0,1,0,0,0,0,1,0,0,1
g60648,1,0,1,0,0,1,0,0,0,0,0,1
g60649,0,2,0,0,0,0,1,1,0,0,1,0
g6065,60.14,28.927,38.902,39.823,49.662,56.106,58.332,35.666,150.776,35.373,25.207,47.959
g60650,0,0,0,0,1,0,0,0,1,0,0,1
g60651,3,1,2,0,0,0,0,0,1,0,0,1
g60652,0,0,0,1,0.869,0,0,0,0,0,0,0
g60653,0,0,2,0,0,0,1,2,0,0,0,0
g60654,1,0,1,0,0,0,0,0,1.009,0,0,0
g60655,0,0,0,0,0,0,0,0,0,0,0,0
g60656,1,0,0,1,0,2,0,1,0,0,1,0
g60657,0,1,0,0,1,0,0,1,1,1,0,1
g60658,0,0,0,0,0,0,0,3,0,0,0,1
g60659,0,0,0,0,0,0,0,0,0,0,0,0
g6066,23,17,31,25,20,31,39,21,89,15,14.033,20
g60660,1,0,0,1,0,1,0,0,1,0,0,0
g60661,1,0,0,0,0,0,0,0,0,0,1,2
g60662,0,0,0,0,0,0,1,0,1,0,0,1
g60663,0,1,0,0,0,2,0,0,1,0,0,2
g60664,1,0,0,0,1,1,0,0,2,0,1,0
g60665,0,0,1,0,1,1,1,0,0,0,1,0
g60666,0,1,0,2,0,0,0,0,2,0,0,0
g60667,1,0,0,1,2,0,0,1,0,0,0,0
g60668,0,0,0,0,3,0,0,0,0,0,0,0
g60669,0,0,1,0,0,0,1,0,3,0,1,0
g6067,2697.616,2982.713,2664.441,3519.192,2388.05,5362.124,3362.556,2080.419,8004.824,1957.331,2077.766,3199.986
g60670,0,0,0,0,1,0,1,0,1,0,2,0
g60671,0,0,0,1,2,0,0,1,2,1,0,0
g60672,0,0,0,0,1,0,0,1,1,1,0,0
g60673,1,0,0,0,1,0,0,0,0,0,1,1
g60674,1,0,1,0,0,1,0,1,0,1,1,0
g60675,2,0,0,0,0,1,0,1,1,0,0,0
g60676,2,0,0,0,0,0,3,1,0,0,0,0
g60677,1,0,0,0,1,1,0,1,0,0,0,0
g60678,0,1.958,0,0,0,0,0,1,0,0,1,0
g60679,0,1,0,0,0,0,0,0,3.042,1,0,0
g6068,269.789,314.156,235.317,444.991,263.51,450.18,297.088,276.672,1103.264,302.357,182.202,295.487
g60680,1.008,1,0,1,0,0,0,0,1,0,0,0
g60681,0,0,1,0,0,0,1,1,0,0,0,0
g60682,0,0,0,1,0,1,1,0,1,0,0,0
g60683,0,0,1,0,0,0,1,0,0,2,0,0
g60684,1,0,1,0,1,0,0,0,1,0,0,1
g60685,1,0,0,0,1,0,0,1,2,1,1,0
g60686,0,2,0,0,0,0,0,1,0,0,0,0
g60687,0,1,1,0,0,0,0,0,1.019,0,1,0
g60688,0,0,1,1,1,0,0,0,0,0,0,0
g60689,2,0,0,0,0,0,1,1,0,0,0,0
g6069,149.519,76.607,138.47,108.09,90.282,144.954,88.778,51.604,300.263,78.437,92.22,72.487
g60690,0,0,1,0,0,0,0,2,1,1,0,0
g60691,2,0,0,0,0,1,1,1,1,0,0,1
g60692,0,0,1,0,1,0,1,1,0,0,0,0
g60693,0,0,0,1,0,0,0,0,3,0,0,0
g60694,0,0,3,1,0,0,0,0,0,0,0,1
g60695,1.069,0,1,0,0,0,0,0,0,0,0,0
g60696,1,0,0,1,0,1,0,0,1,1,0,0
g60697,1,0,0,1,0,2,0,0,0,0,0,0
g60698,0,0,0,0,0,0,0,0,1,0,0,0
g60699,0,0,0,0,0,0,0,1,0,0,0,0
g607,2478.914,1971.943,1856.014,2711.001,1644.999,3101.003,2184.81,1789.891,7149.897,1639,1588,2479.416
g6070,56.888,67.177,77.712,113.056,86.909,147.484,66.721,49.172,217.98,53.973,45.598,73.926
g60700,5.928,2.135,4.538,5.126,6.761,4.025,3.427,0,7.329,0,4.021,0
g60701,0,0,0.969,3.869,4,2.304,3.998,1.058,0,6,0,0
g60702,0,0,0,0,0,0,0,0,49.115,3,1,0
g60703,0,1,0,0,0,2.989,2,3,6.363,0,0,2
g60704,2.002,2,4.926,5.011,0,5,4,0,7.863,0,2,5
g60705,0,0.859,0,2,1.022,3.833,1.195,0,1.059,1,0,1
g60706,0,0,0,1,2,2,0,0,3.997,1,1,0
g60707,0,0,0,0,1.904,0,0,1,2.512,3,1,2
g60708,0.943,0,2,1,0,0,2,0,1.959,0,1,0
g60709,1,0,1,0,0,2,1,4,6,1,1,2
g6071,23,18.302,5,24.002,10,32,13.999,14,26.111,8,8,23
g60710,2,1.944,0,0,0,1,0,2,2,1,2.352,2
g60711,0,1,0,2,0,0,0,0,8.9,0,1,0
g60712,0,0,1,0,0,1,0,1,1,2.107,0,1.004
g60713,2,0,1,0,0,0,2,2,1,1,1,0
g60714,0,0,0,0,1,2,0,1,2,0,0,1
g60715,0,0,1,0,0,0,0,0,0,0,1,0
g60716,0,0,0,0,0,1,1,0,0,1,0,0
g60717,0,1,0,0,4,3,1,0,3,0,1,0
g60718,0,1,0,1.001,0,0,4,1,2.595,1.009,0,1
g60719,0,0,0,0,0,2.001,2,0,4,1,1,0
g6072,780.34,418.921,596.982,574.925,447.286,535.466,677.102,567.285,1720.236,450.095,473.1,644.174
g60720,0,0,1,0,0,0,0,0,0,0,0,1.006
g60721,0,0,0,1,2.246,1,0,0,0,0,0,0
g60722,0,0,0,1.02,2,0,0,0,3,0,0,0
g60723,1.001,0,1,1,2,0,1,0,3,0,0,1
g60724,1,0,0,0,0,1,0,0,2.756,0,0,2.003
g60725,0,0,0,0.984,0,2.025,0,1.911,1,1.014,0,0
g60726,1,0,1,0,0.974,0,1.963,1,2,0,0,0
g60727,0,0,1,0,0,0,0,1,4.836,2,1,1.19
g60728,1,0,2.013,0,0,0,2,0,1,0,0,0
g60729,2,1,1,0,1,2,1,1,7,0,0,2
g6073,263,240,191.041,376.02,210,450,282,193,818.853,198.001,205,308
g60730,0,1,0,1,1,1.719,0,0,2,0,0,1.907
g60731,0,1,0,4,0,3,3,0,2,0,0,0
g60732,1,0,0,0,1,2,0,1,2,2,0,0
g60733,6,0,1,2,1,0,0,0,0,0,1,0
g60734,3,1,0,0,0,3,0,0.995,3,3,0,1
g60735,0,0,0,3,0,4,0,0,0,0,1,2.445
g60736,0,0,0,0.99,0,0.979,0,0.994,0,0,0,0
g60737,0,1,0,0,1,0,0,0,0,3,0,1
g60738,1,0,2,0,2,2,1,0,0,0,1,0
g60739,1,0,2,0,0,1,1,2,3,1,2,0
g6074,0,0,0,4,2,2,695.482,51,0,9,1,0
g60740,0,0,3,0,0,0,0,0,0,0,0,1
g60741,0,0,0,1,0,0,0,0,4.023,1,1,0
g60742,1,1,0,0,0,1,1,0,2,0,0,1.031
g60743,0,0,0,1.001,0,1.637,0,0,0,0,0,0
g60744,0,0,0,0,0,1.911,0,0,0,0,0,0
g60745,0,0,0,1,0,1,1.086,5,0,2,1,1
g60746,0,0,0,1,0,1,1,1.048,1,0,0,0
g60747,0,0,1,0,0,0,0,0,0,0.944,0,1.149
g60748,0,0,0,1,0,0,1,1.234,1,1,0,1
g60749,0,0,0,1,0,1,3,1,0,2,1,0
g6075,3226.652,2410.649,2664.998,3497.991,2313,4456.999,3203.211,2337.999,8556.005,2204,2189,2970
g60750,0,0,1,0,1,0,3,0,2,0,1,0
g60751,1,1,0,0,0,0,0,0,0,0,0,0
g60752,0,1,1,0,1,1,0,2,3.001,1,2,0
g60753,1,1,0,0,0,0,1,1,0,0,2,0
g60754,2.997,1,0,0,0,0,0,0,1,0,0,0
g60755,0,1,0,2,0,0,1,1,2,0,2,0
g60756,0,0,1,1,0,0,0,0,0,0,0,1
g60757,0,0,0,0,3,0,0,2,2,2,0,2
g60758,0,0,0,0,0,0,0,0,11.978,0,0,0
g60759,2,0,0,0,0,0,2,0,0,0,0,2
g6076,17.491,12,17,9.759,9.117,19.134,11,8.175,60.924,10.205,8,9.618
g60760,1,0,1,0.972,0,0.994,0,0,2,0,2,0
g60761,0,1,1,0,0,0,2,1,4,0,0,0
g60762,0,0,2.004,0,0,0,0,0,0,1,0,0
g60763,0,0,0,0,1,2,0,1,0,0,0,0
g60764,2,0,1,0,0,0,0,0,2,1,0,0
g60765,0,0,0,0,0,0,0,0,1,0,0,0
g60766,1,0,0,0,0,1,0,0,0,0,1,1
g60767,0,0,2,0,0,0,3,0,1,1,0,0
g60768,1,0,0,0,0,0,1,3,0,0,0,0
g60769,2,0,0,2,1,1,0,1,2,0,0,0
g6077,741.001,538.122,731.251,614.995,516.072,784.621,722.684,552.401,1840.668,436,500,650.741
g60770,1,4,0,0,0,0,3.744,2,0,0,0,0
g60771,0,0,0,1,0,0,1,0,3,0,1,0.99
g60772,1,1,1,0,1,2,2,0,1,0.993,0,1
g60773,0,0,2,0,0,2,0,0,1,0,0,0
g60774,0,0,0,0,0,0,0,0,0,0,0,0
g60775,0,0,3,0,1,0,2,0,0,0,0,1
g60776,0,1,1,0,0,0,0,0,2,0,1,0
g60777,0,1,1,0,1,1,0,0,3.908,1,0,0
g60778,2,0,0,0,0,2,0,0,1,0,0,0
g60779,1.006,0,0,0,0,0,1,0,3,0,0,0
g6078,588,436,522.988,610,449,718.748,586,414.877,1731.055,348,392,454
g60780,0,0,1,0,0,1,0,0,1,1,0,0
g60781,11,2,0,0,0,0,0,0,0,0,0,0
g60782,1,1,0,0,0,1,0,2,1.985,0,2,0
g60783,1,0,0,1,0,1,0,1,2,0,1,0
g60784,0,1,1,0,1,0,0,0,2,1,1,1
g60785,0,0,1,0,1,1,1,0,1,0,0,1
g60786,1,0,0,1,0,2,0,0,1,1,0,0
g60787,0,0,0,0,1,0,1,1,1,0,0,0
g60788,0,0,0,0,0,0,1,0,0,0,0,1
g60789,0,0,0,0,2,0,0,1,1,0,0,0
g6079,251.281,173.211,235.905,264.908,176.977,286.586,257.465,164.429,757.378,163.675,150.696,216.372
g60790,1,0,0,0,0,0,1,4,0,0,0,0
g60791,0,0,0,0,0,2,0,0,1,0,0,0
g60792,2,0,0,0,0,0,1.008,0,1,0,0,2
g60793,1,1,0,0,1,0,1,0,1,2,0,0
g60794,0,1,0,0,0,0,1,0,0.947,0,0,0
g60795,1,0,2,0,0,0,0,1,0,0,0,1.999
g60796,0,0,0,3,0,1,1,0,0,1,0,1
g60797,1,0,0,0,1,2,1,1,0,0,2,0
g60798,0,1,0,1,0,0,2,1,0,2,0,0
g60799,0,0,0,0,0,0,0,0,11,0,0,0
g608,2270.005,1663.253,2261.428,2584.698,1531.307,2499.351,2202.254,1622.297,6874.019,1637.067,1415.686,2123.34
g6080,13,38,13,33,29,52,14,24,52,21,19,75
g60800,0,1,2,0,0,1,1.643,0,1,0,0,1
g60801,0,0,0,0,0,0,3,0,1.998,2,0,0
g60802,0,0,0,0,0,0,0,1,2,0,0,0
g60803,1,3,0,0,0,0,0,3,0,0,1,0
g60804,0,0,2,0,0,2,0,0,1,1,0,0
g60805,0,1,0,0,2,0,0,1,0,1,0,0
g60806,0,2,0,1,0,0,0,1,1,0,0,1
g60807,1,1,0,1,0,0,1,0,2,1,0,1
g60808,1,0,0,1,0,0,0,0,1,0,0,1
g60809,0,0,0,2,0,0,1,1,1,0,0,1
g6081,822.21,595.223,670.673,841.983,528.924,773.901,732.628,566.069,2410.569,576.323,527.546,743.26
g60810,0,0,0,1,0,2,1,0,2,0,0,0
g60811,0,0,1,0,0,0,0,0,1,0,0,0
g60812,0,0,0,0,0,1,2,0,2.953,3,0,1
g60813,0,0,0,1,0,0,0,0,9,0,0,0
g60814,0,4,0,0,0,2,1,1,1,0,0,0
g60815,0,0,0,1,0,0,0,0,0,0.972,0,0
g60816,0,0,0,1,0,0,0,0,1,0,0,0
g60817,0,0,0,0,1,0,1,0,0,1,0,1
g60818,0,0,2,0,0,0,0,0,3,0,0,0
g60819,0,0,0,0,0,0,1,1,0,0,2,1
g6082,82.679,5.762,25.86,17.796,26.361,46.835,614.107,16.198,107.657,19.638,14.495,57.578
g60820,0,0,0,0,0,3,0,1.027,3,0,0,0.961
g60821,0,2,0,1,0,2,2,0,1,0,1,0
g60822,1,0,0,1,1,1,0,1,0,0,0,0
g60823,1,1,1,0,0,2,0,0,0,1,0,0
g60824,0,0,1,0,0,1,2,0,4,0,0,1
g60825,0,1,0,0,1,0,0,0,1,0,0,0
g60826,1,0,0,0,0,5,0,0,1,0,1,0
g60827,0,0,0,0,0,0,3,3,0,0,0,0
g60828,0,0,1,0,0,0,1,1,1,2,0,2
g60829,1,0,0,0,1,1,0.862,0,2,1,0,1
g6083,37,16,38,33,36,104,32,35,101,23,17,40
g60830,0,0,0,0,0,0,1,0,3,0,0,0
g60831,0,0,1,2,0,0,1,0,2,0,0,0
g60832,1,0,0,0,0,1,0,1,1,1,1,1
g60833,1,0,1,1,0,0,0.997,0,1,0,0.794,1
g60834,0,1,1,0,1,1,0,0,3,0,0,0
g60835,2,0,1,0,0,0,0,2,1.851,0,0,0
g60836,0,0,1.003,0,0,1,1,1,3,1,0,0
g60837,1,0,1,0,0,1,1,1,1,0,0,2
g60838,0,0,0,0,0,0,0,0,0,0,0,0
g60839,0,1,0,0,0,2,2,0,3,1,0,0
g6084,1992.893,1261.358,1639.892,2059.204,1336.581,2008.047,1658.211,956.762,4639.003,1005.319,1229.818,1628.32
g60840,1,1,0,1,0,0,1,1.3,1,0,1,1
g60841,0,0,1,0,0,0,0,0,1,0,0,0
g60842,0,0,0,0,0,0,0,0,0,0,0,0
g60843,0,0,0,0,0,1,0,0,1,0,0,1
g60844,0,0,0,0,0,0,1,2,0,0,0,1
g60845,0,0,0,0,0,2.002,0,0,3.002,0,0,0
g60846,1,0,0,0,0,0,1,4,0,0,1,1
g60847,0,0,0,0,1,0,1,1,1,1,0,1
g60848,0,0,0,1.001,1.007,0,0,2,1,0,0,2
g60849,1,0,1,0,0,2,1,0,1,0,0,0
g6085,1434.435,1034.527,795.529,1139.203,803.215,1287.342,1188.699,1183.134,3591.427,832.893,772.432,1605.271
g60850,0,0,0,0,0,0,0,1.99,0,0,0,0
g60851,1,1,0,0,1,0,0,0,1,0,1,1
g60852,0,1.003,1,0,0,1,0,1,0,0,0,2
g60853,0,0,0,3.982,0,0,1,0,0,0,1,1
g60854,0,0,1,0,0,2,0,0,1,0,1.007,0.819
g60855,1,0,0,0,0,0,1,0,1,1,1,1
g60856,0,0,3,2,0,1,0,1,0,1,0,0
g60857,0,0,1,1,0,0,0,0,1,0,0,0
g60858,0,0,0,0,0,0,0,4,0,0,0,2
g60859,0,0,0,1,0,0,0,0,2,1,0,1
g6086,39,31,15,14,22,22,19,21,129,36,29,28
g60860,3,0,0,1,0,0,0,0,3,1,0,0.999
g60861,0,1,0,0,2,0,1,0,1,0,1,0
g60862,0,0,1,0,0,0,1,0,3.012,0,0,0
g60863,0,1,0,0,0,2,0,2,1,0,0,0
g60864,0,0,1,0,0,0,2,0,1,1,0,1
g60865,0,0,1,0,1,0,0,2,0,0,0,1
g60866,1,0,0,0,1,1,0,0,2.002,1,0,0
g60867,2,0,0,1,0,0,0,0,1,1,0,0
g60868,0,0,2,0,3,0,1,0,2,0,0,0
g60869,0,1,0,0,1.25,1,2,0.96,1.792,0,0,0
g6087,14.058,14.003,13.999,19.005,9.956,24.631,12.004,8.008,53.223,14.086,14.007,17.018
g60870,1,0,0,2,1,0,0,0,0,0,0,0
g60871,1,0,0,0,0,0,0,3,0,0,1,1
g60872,1.995,0,0,1,0,3,0,0,2,0,0,2
g60873,1,0,0,0,1,0,0,0,0,0,0,0
g60874,1,0,1,2,0,0,1,1,0,0,0,0
g60875,0,2,0,0,0,0,0,2,0,0,0,2
g60876,0,0,0,0,0,0,0,0,1.005,0,0,1
g60877,2,0,0,0,1,0,2,0,1,0,0,0
g60878,1,0,1,0,2,0,1,1,0,0,0,0
g60879,1,0,0,1,0,0,0,0,2,0,1,0
g6088,683.43,569.675,739.41,944.247,574.35,1016.866,747.644,565.264,2227.426,546.038,538.252,778.986
g60880,1,0,0,0,0,0,1,1,0,0,1,0
g60881,1,0,0,0,1,0,0,0,0,0,0,1
g60882,0,0,0,1,0,0,2,2,0,0,1,0
g60883,1,1,0,0,2,1,0,1,1,0,0,0
g60884,1,0,1,0,0,0,1.013,0,0,0,0,0
g60885,0,0,0,2,0,0,0,0,1,1,0,0
g60886,0,0,0,1.989,0,0,0,0,3,0,0,1
g60887,0,0,0,0,1,1,0,0,0,0,0,0
g60888,0,0,1,1,0,0,0,0,0,0,0,0
g60889,0,0,0,0,0,0,0,1,1,1,0,0
g6089,791.816,651.548,753.492,851.908,685.15,1139.761,830.365,553.571,2816.293,567.607,592.421,911.58
g60890,0,0,0,0,0,0,10,0,0,0,0,0
g60891,0,0,0,0,0,0,0,0,1,3,0,0
g60892,0,0,0,0,0,0,0,0,5,2,0,0
g60893,0,0,0,0,0,0,1,1,0,0,2,0
g60894,0,0,1,1,0,0,1,0,5,0,0,0
g60895,0,0,0,0,0,0,0,1.002,0,0,0,0
g60896,1,1,0,1,1,0,0,1.013,0,0,0,0
g60897,0,0,1,0,0,0,0,0,1,0,1,0
g60898,0,0,1,1,0,0,1,0,0,0,0,0
g60899,0,0,2,0,0,1,0,0,0,0,0,0
g609,0,0,0,0,0,0,267.999,1427,2021,213,2,2
g6090,57,33,36,39,35,82.387,48,54,264,53,40,51
g60900,0,0,1,1,0,0,0,0,2,0,0,0
g60901,0,0,0,0,0,0,0,0,0,0,0,0
g60902,0,0,0,0,0,0,0,1,1,0,0,0
g60903,0,1,0,0,0,2,0,0,1,0,0,0
g60904,0,1,1,0,0,0,0,1,2,0,0,0
g60905,0,1,0,0,0,0,1,0,2,0,0,0
g60906,1,0,0,0,1,2,0.913,1,0,0,2,0
g60907,0,1,0,0,0,1,1,0,0,0,0,0
g60908,1,0,2,1,1,0,0,1,1,0,0,1
g60909,0,0,0,0,0,0,0,0,0,0,0,0
g6091,251.134,158.953,240.447,242.923,190.634,326.189,152.409,272.647,967.037,291.006,200.29,312.181
g60910,0,0,3,0,0,0,0,0,0,0,1,0
g60911,0,0,0,1,0,0,0,0,0,3,0,0
g60912,2,0,0,0,0,0,0,0,0,0,1,0
g60913,1,1,1,0,0,0,1,0,1,0,0,0
g60914,0,0,1,1,1,0,0,1,0,0,0,1
g60915,0,0,0,0,1,1,0,1,1,0,0,1
g60916,0,0,0,0,1.001,0,1,0,0,0,0,0
g60917,0,0,0,0,0,0,0,0,0,0,8,0
g60918,0,0,0,0,0,0,0,0,1,0,0,0
g60919,0,0,1,0,0,0,0,1,2,1,0,0
g6092,915.168,781.068,781.981,1215.239,739.058,1149.742,733.121,603.001,2217.766,749.238,538.039,813.67
g60920,0,0,2,0,0,1,0,1,0,0,0,0
g60921,0,0,0,0,1,0,0,1,2,0,0,0
g60922,0,0,0,0,0,0,0,0,1,1,1,0
g60923,0,0,0,0,0,1,0,0,1,0,0,0
g60924,0,1,0,1,1,1,0,0,1,0,0,0
g60925,0,0,0,0,0,0,0,0,0,0,0,0
g60926,0,0,1.005,1,0,0,0,0,2,0,0,0
g60927,0,0,0,0,0,1,0,1,1,0,0,1
g60928,0,0,0,0,1,2,0,0,1,0,0,1
g60929,0,0,0,0,1,1,3,0,0,0,1,1
g6093,199.926,150.086,141.65,262.503,163.01,281,205.094,165.589,560.031,157,140.019,228.1
g60930,2,0,1,0,0,0,0,1,0,0,1,0
g60931,0,0,0,0,2,1,0,0,0,1,0,0
g60932,0,0,0,1,0,1,0,1,1,0,1,1
g60933,1,0,0,1,0,0,0,0,1,0,0,0
g60934,0,0,0,0,2,4,1,0,0,0,0,0
g60935,0,0,0,0,0,1,0,0,1,1,0,0
g60936,0,0,1,0,0,0,0,1,1,0,1,1
g60937,0,0,0,0,0,1,0,0,1,0,0,0
g60938,0,1,0,0,0,0,0,1,0,0,0,2
g60939,0,0,0,1,0,2,0,0,2,0,0,1
g6094,25.001,12,16,10.726,15,13.001,24,4,34.311,9,7,9.49
g60940,0,0,0,0,0,0,1,2,1,0,0,0
g60941,0,1,0,0,0,0,0,0,0,1,0,0
g60942,1,0,0,0,0,0,0,0,0,0,1,0
g60943,0,0,1,0,0,0,0,1,0,0,0,1
g60944,0,0,0,0,0,1,0,1,1,1,1,0
g60945,0,0,0,0,0,0,0,0,0,1,0,0
g60946,1,0,0,2,0,0,0,0,2,0,0,0
g60947,0,0,4.331,0,0,0,0,0,0,0,0,0
g60948,0,0,0,1,0,0,0,1,0,0,0,0
g60949,13.012,3.027,16.639,9.601,13.899,19.277,13.097,11.12,52.088,10,3.996,2.863
g6095,1499.462,1378,1090,1866,920,2414.163,1383.699,954,3169.205,1043.001,1064.001,1599.016
g60950,27.793,8.389,20.316,15.191,10.922,10.833,21.487,6.381,49.505,6.063,26.553,18.271
g60951,19.487,11.373,7.927,18.002,17.654,18.395,18.95,12.952,46.539,8.33,12.221,15.669
g60952,2.007,0,4,4,0,2.004,3,4.011,5.033,3,2.012,1
g60953,19.68,8.879,24.66,9.044,10.139,22.696,13.361,13.019,44.265,5.373,12.825,16.705
g60954,9.012,6.043,31.903,21.979,0,0,0,0,0,0,0,0
g60955,5.082,0,2.65,3.149,4.703,2.647,1.218,1.615,14.664,1.024,2,1.366
g60956,0,0,0,0,0,0,1.392,0,0,0,0,0
g60957,2.427,3,2.002,0,1,3.201,0,1.092,6.759,0,1.715,2.307
g60958,0,0,0,3.669,0,0,0,0,0,0,0,2.172
g60959,1.017,0,0,0,2.021,0,0,0,0,0,0,0
g6096,1116.264,726.021,1115.115,1144.605,865.786,1654.493,1188.95,761.96,2753.822,695.77,932.761,1247.139
g60960,0,1,1.843,1.048,3.783,2,0,0,2,0,0,1.008
g60961,0,0,1.39,0,0,2.532,0,0,1.13,4.605,1,0
g60962,0,0,1,0,1,1.051,1,2,1,2,2,8
g60963,0,1,0,0,0,5,4.017,0,0.761,2,2,3
g60964,4,1,1,3,1,6,2,3,6,1,0,2
g60965,1,3,0,3,1,3,0,0,1,1,0,0
g60966,0,0,1,0,1.994,0,0,0,3.006,0,0,1
g60967,0,0,0,0,0,0,0,1.11,0,0,0,0
g60968,0,0,3.157,0,1,0.978,0,0,1,0,0,0
g60969,0,0,0,0,0,0,0,0,1,2,0,0
g6097,17.61,5.737,17.96,13.915,15.395,13.151,34.949,20.876,32.408,11.641,6.911,8.425
g60970,0.981,0,3.975,0,1,1,1,2,1,0,0,1
g60971,1,0,1.997,0,1.025,1.025,0,3.539,2.012,0,0,0
g60972,0,0,0,1.035,1,0,0,1.022,0,0,0,0
g60973,0,0,0,2,1.431,0,1.069,1,0,0,0,0
