gene_id,sample1,sample2,sample3,sample4,sample6,sample8,sample9,sample10,sample11,sample12,sample13,sample15,sample17,sample19
g42916,1,1,0,1,1,0,0,0,0,1,0,2,0,0
g42917,0,0,0,0,1,1,0,2,3,0,0,1,3.003,0
g42918,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g42919,0,0,0,0,0,0,0,0,0,0,0,0,0,7
g4292,249.448,238.433,331.994,428.044,358.037,399.398,354.132,384.716,337.672,448.915,253.386,374.365,1090.064,206.981
g42920,0,1,0,0,0,6,1,2,0,0,0,0,3,0
g42921,3,2,0,0,0,0,0,0,0,0,0,1,0,0
g42922,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g42923,2.211,0,1,0,2,0,0,1,0,0,0,0,1,0
g42924,1.121,1,2,0,0,0,1,0,1,0,0,0,1,0
g42925,3.019,0,0,3.004,1.516,2.86,0,0,0,0,2.304,2,3,2.006
g42926,0,0.803,3,0,1,1,1.733,1.986,1,0,3,2,3.846,0.573
g42927,1.449,4.332,0,0,0,4.833,3.139,0,1.19,1.414,2.03,0,3.778,2.094
g42928,0,6.092,26.073,15.318,4.215,18.053,3.662,7.614,10.573,14.915,13.917,22.312,27.29,14.405
g42929,4.185,3.418,6.996,1.99,0,5.624,0,0,3.722,0,0,0,9.955,0
g4293,311.348,333.464,537.362,536.485,567.461,552.397,526.644,614.246,445.543,666.855,273.814,518.876,1594.649,288.554
g42930,15.409,15.444,14.858,17.109,21.605,18.994,28.859,18.19,31.384,27.392,15.236,18.442,42.159,11.441
g42931,3.405,7.931,8.586,15.837,7.629,3.974,14.028,6.144,6,7.74,6.212,7.403,18.276,6.891
g42932,14.906,6.938,9.077,6.683,5.852,4.958,4.667,2.518,6.248,16.229,4.051,6.536,18.207,1.197
g42933,7.697,3.55,4.822,2.187,1.203,5.025,9.034,3,5.892,4.087,3.434,6.067,10.913,3.694
g42934,6,6.028,8.002,10,4,8,10,3,2,7.647,8.999,4,24.308,9.969
g42935,13.477,4.773,3.092,13.091,7.07,9.19,17.976,6.01,9.464,1.553,3.99,7.081,15.341,2.748
g42936,0,6,5,0,0,7,0,0,0,0,0,0,0,0
g42937,7.334,3.625,6.778,0,6.057,0,7,2.973,1,5.213,4,6.366,0,3
g42938,4,3,3.914,2.996,3.075,8.003,5,6,3,1,2,6,20,4
g42939,1.009,1.715,2.001,0,1.023,3.872,5.324,0,1,0,2.321,0,4.985,1.001
g4294,59,77,98,98,89,88,67,77,79,126,60,80,261,52
g42940,0,2,2.988,0,2,5,1,0,1.976,1,1,1,2,2.163
g42941,0,0,0,0,0,0,1,0,0,0,0,0,24,0
g42942,0,0,4,2.17,2,1,1,3.821,0,3.78,1,2.07,0,0
g42943,2,1,2,0,3,1,2,0,2,2,1,2,5.997,3
g42944,2.011,0,1,0,0,1.991,1,0,2,1,1,2,4.997,3
g42945,2,0,1.473,3,1,0,1,2,0,1.37,1,0,2,0
g42946,1,1,0,0,4,2,1,1,2,2,0,1,5,0
g42947,1,2,0,0,2.67,1,2.028,2.012,0,1.047,0,0,3,0
g42948,1,0,0,0,2.007,0,1,1,1,1,1.977,0,0,1
g42949,0,1,0,1,2,0,2.001,2.008,0,2,1,0,3.168,0
g4295,388.217,435.825,582.207,481.341,558.764,586.857,591.867,545.756,440.2,557.52,347.969,449.106,1797.04,275.443
g42950,1,0,0,0,0,2.592,3,4.895,0,2,0,1.003,0,0
g42951,2,0,0.984,0,0,0,0,1,1.999,0,0,0,0,0
g42952,1,2,3.03,0,0,2,1,0,1,0,2,1,3,1
g42953,2,0,0,1,2.003,4,1,0,0,1,2,1,0,1
g42954,1.001,0,1,0,0,0,1,0.999,2,4,3,2,1,1
g42955,0,1,0,0,1,5,0,2,1,2.067,0,3,3,0
g42956,0,2,0,1.001,0,3.015,1,1.005,0,0,2,0,1.03,1
g42957,0,0,0,0,1,0,0,0,0,0,0,3,0,0
g42958,3,0,1,0,0,0,1.788,0,0,0,0,0,2,1
g42959,1,1,0,0,0,3.03,1,2.018,0,0,3,0,3.092,0
g4296,39,30,64,54,50,59,36,35,41,44,23,38,137,29
g42960,3.461,3,0,2,0,4,0,0,0,0,0,2.444,0,2
g42961,0,1,0,1,1,2,2,2,1,1,0,3,3,0
g42962,0,0,2,4,4,5,1,1,2,0,0,1,2,1
g42963,1,0,1,3,2,0,1.074,2,0,0,2,0,4.003,0
g42964,1,0,3,0,0,2,4,0,1,0,0,4,5,0
g42965,1,3,0,0,3,2,2,2,1,0,0,1,4,0
g42966,0,0,0,3,1,0,0,2,0,1,1,0,6,1
g42967,0,3,0,0,1,1,0,1,0,2,1,1,5,2
g42968,0,2,2,0,3,0,1,2,2,0,2,1,1,0
g42969,0,0,1.376,0,0,2,0,0,0,0,0,0,1,0
g4297,250.057,232.207,264.189,349.18,185.607,338.503,239.508,251.03,217.558,186.754,187.363,281.344,575.341,132.303
g42970,0,0,0,1,0,2,2,0,0,0.882,0,4,0,2
g42971,0,0,1,1,2,1,0,0,2,0,0,3,8,0
g42972,0,1,0,1,0,2,0,1,1,3,0,0,3.007,1
g42973,0,0,1,0,0,1,1.014,1,2,1,0,1,3.088,0
g42974,3,0,1.764,0,1,1,1,0,0,5,0,1,1,2
g42975,0,1,0,1,2,1,1,1,2,3,1,1,0,0
g42976,2,8,0,0,0,3,0,0,0,0,0,1,0,0
g42977,1.273,0,0,0,1,0,0,1,0,1,5,1,3.006,0
g42978,2,4,0,1,0,1,0,0,0,0,0,2,0,4
g42979,1,0,2,1,0,2,3,2,0,0,1,1,2.957,0
g4298,2449.026,2859.167,3096.628,2571.748,3029.27,3141.194,3089.293,2560.829,2388.324,3325.56,1855.68,2747.296,6723.511,1793.01
g42980,0,4.835,0,3,0,0,0,0,0,0,0,0,0,0
g42981,4,5,0,4,0,0,0,0,0,0,0,0,0,1
g42982,1,1,2,0,2,1,1,1,0,1,0,0,3.006,0
g42983,0,0,2,0,0,1,0,1,0,0,0,1,3,0
g42984,0,1,1,2,0,3,2,0,0,0,2,0,5,1
g42985,1,1,2,0,0,2,0,2,0,1,0,1,2,1
g42986,0,0,2,4,1,1,3,2,0,2,0,2,4,0
g42987,0,0,1,0,0,2,0,0,2,1,0,3.87,0,0
g42988,1,0,5,2,1,1,0,1,1,1,2,0,4,0
g42989,1,1,1,1,2,3,1,1,1,1,0,0,4.787,1
g4299,842.933,1029.437,1331.584,955.209,731.247,1033.626,1021.617,808.291,883.718,1130.897,647.493,1039.261,2427.962,672.877
g42990,1,0,0,1,0,1.004,0,0,1,0,0,0,2,0
g42991,3,2,0,3,0,0,0,0,0,0,0,3,0,4
g42992,1,4,0,3,0,1,0,0,0,0,0,0,0,2.893
g42993,1,0,0,1,1,0,3,1,0,1,3,0,2,0
g42994,0,0,1,1.812,1,1,0,0,1,0,0,0,1,0
g42995,0,0,1,1,1,0,0,1,2,1,4,0,3,0
g42996,0,0,4,0,3.737,1,0,0,0,1,0,1.952,2,0
g42997,1,0,0,0,0,3,1,1,3,0,1,1,3,0
g42998,1,0,2,1,0,1,1,0,2,0,1,2,1,1
g42999,0,0,1,2.999,3,1,0,0,0,1,0,3,0,0
g43,2375.217,1429.051,1690.441,2989.808,2714.862,3053.506,2235.636,1950.735,1089.909,1604.364,1256.767,1834.643,5739.102,1216.135
g430,4972.921,6039.769,5407.026,5021.994,3974.592,5110.267,5620.824,4669.864,4442.325,4731.689,3502.881,4664.929,15589.138,2832.802
g4300,826.959,1136.936,1086.228,799.995,809.504,944.553,1056.293,881.008,745.593,974.609,626.001,893.342,2808.431,557.809
g43000,0,4,0,0,1,1,0,0,0,3,2,0,2,0
g43001,0,0,1,0,2,0,1,0,0,0,0,0,3,0
g43002,3,0,1,1,0,1,1,0,0,0,0,0,3,1
g43003,0,0,1,1,0,1,0.858,0,2,0,0,2,2.469,0
g43004,3,0,1,2,4,0,0,2,1,1,0,0.994,2,0
g43005,0,1,0,1,4,1.071,2,0,0,0.997,1,0,0,0
g43006,0,0,0,1,0,1,3,1,0,0,0,0,2,3
g43007,1.031,1,1,0,0,5,1,1,0,1,0,0,0,0
g43008,0,0,2,1,0,0,3,1,0,1,2,0,0,0
g43009,2,0,0,0,1,1,1,1,0,1,1,0,2,0
g4301,163.927,166.49,176.548,107.08,140.678,178.7,164.479,164.342,140.935,162.188,144.263,126.821,434.033,87.506
g43010,1,0,0,1,0,0,2,0,0,2.004,2,3,1,0
g43011,0,0,0,0,0,0,0,0,0,0,0,0,17,0
g43012,1,0,1.013,0,0,0,0,0,0,1.094,0,1,2.004,0
g43013,0,3,1,1,1,1,1,0,1,0,1,1,1,0
g43014,0,0,0,0,0,3,0,0,1,0,1,1,4.001,1
g43015,0,2,0,1,0,3,2,1,0,0,1,0,2,0
g43016,2,1,1,3,1,1,0,1,0,2,0,0,0,1
g43017,1,1,0,0,2,0,2,0,1,2,2,0,2,0
g43018,0,0,0,1,0,0,1,3,1,0,2,0,1,1
g43019,2,0,0,1,0,1,0,0,0,0,3,0,5,1
g4302,49.403,54.643,64.265,72.203,59.96,74.87,46.228,53.095,36.71,79.374,50.618,72.381,163.717,34.404
g43020,1,0,0,0,0,1,0,0,0,2.931,0,1,3,1
g43021,0,0,1,0,0,3,0,1,0,1,1,0,0,1
g43022,0,1,1,1,3,1,1,1,0,0,0,0,3.016,0
g43023,0,0,0,0,1,0,0.76,0,1,0,0,0,4,0
g43024,0,1,1,0,1,0,0,2,0,1,1,1,3,0
g43025,1,1,1,0,0,0,1,1,0,0,0,0,3.997,0
g43026,0,0,0,1,0,0,0,0,0,0,0,0,2,0
g43027,1,0,1,0,1,0,3,0,1,0,0,0,1,2
g43028,1,0,1,1,0,0,1,1,0,0,0,0,2,0
g43029,0,1,1,1,1,0,1,0,0,0,0,0,2,1
g4303,51.897,94.591,271.636,66.949,150.424,122.123,102.876,42.263,88.186,119.618,50.656,148.582,366.775,54.973
g43030,0,0,0,1,1,0,0,2,0,0,0,1,0,0
g43031,197.834,253.924,233.308,191.865,181.286,233.947,198.712,205.31,185.148,241.831,115.243,247.735,801.461,154.814
g43032,15.432,4.212,10.947,7.082,7.094,15.254,8.846,4.572,1.09,18.358,7.453,9.957,28.698,7.919
g43033,0,0,0,2.505,0,0,0,1.204,876.333,1.188,0,0,3.998,0
g43034,32.578,9.742,22.366,44.94,15.498,26.346,23.371,34.542,18.968,42.08,20.102,50.543,0,18.255
g43035,17.308,27.484,20.346,16.38,10.444,13.774,9.766,14.725,7.281,16.103,11.231,16.419,39.917,10.921
g43036,6.344,19.965,27.282,12.953,20.28,10.601,23.892,18.384,16.364,17.619,8.327,12.043,38.675,11.962
g43037,1.045,0,0,0,1,7.52,1.321,8.955,5.219,2.55,2,0.937,0,0
g43038,0,0,2.001,0,0,1.002,0,3.155,1.012,1.138,2.005,1.166,2.074,0
g43039,0,0,0,0,0,0,0,0,0,0,0,1.242,0,0
g4304,273.104,265.226,417.046,330.828,237.309,284.522,360.472,308.098,297.126,360.574,261.711,262.509,851.642,201.867
g43040,3.297,3.199,7.138,3.087,2.15,9.277,4.035,1.913,4.481,0,1.019,5.117,9.444,4.854
g43041,0,0.846,1.026,1.045,1.08,1,0,1,1.244,3.284,0,5.352,3.535,2
g43042,19.446,10.155,7,8,7.029,15,15.527,15,18,16.651,5.333,12.003,29.897,6.009
g43043,3,10,4,6,2,7.061,8.683,4.005,7.993,2.218,7,5,16.427,3.607
g43044,4,2.211,3,2,1,1,2,1,1.028,4,1,2,2,3
g43045,0,1.334,0,2.892,0,0,0,0,0,0,1.28,0,1.458,0
g43046,2,8.97,2.76,2,1,2,1,1,3,5.477,0,1,5.027,0
g43047,1.003,2.37,3.495,4,1.05,0,0,1.184,1,1,0,0,2.284,1
g43048,1,2,4,0,3.251,0,2.001,0,2,1.117,1,5.406,2.599,0
g43049,1,1,2,0,0,0,2,2.008,1,2.204,0,0,4,1
g4305,202,280,283,275,183.064,201,327,280,288,234,231,207,747,131
g43050,1,1,4,4,1.017,1,2,1,0,1,1.996,2,8,1
g43051,0,0,0,1,1,0,0,0,0,0,1,1,1.261,0
g43052,5,1,2,3,1,1,2,0,0,1,2,0,8,1
g43053,0,0,0,0,0,0,1.752,0,0.998,1,0,0,2.233,0
g43054,0,0,0,0,0,6.988,4,2.043,0,5.001,6.001,0,0,0
g43055,1,0,1,1,2,1,2,1,0,3,1,0,7,0
g43056,1,2.001,2,0,1.001,1.056,0,0,2,2.002,1.022,1,2.03,1
g43057,2,2,0,0,1,1.988,1,3,1,0,2,0,2,0
g43058,0,2,1,1,3,0,1.106,4,0,0,0,0,2.001,0
g43059,2,1,3,0,2,1,2,1,4,1,0,3,2,1
g4306,30.048,22.406,26.615,25.588,21.546,27,66.492,33.042,9.39,22.248,23.336,15.343,62.533,12
g43060,2,0,0,0,0,0,3.883,0,0,1,1,0,0,0
g43061,0,0,0,1,2,1,0,1,1,0,0,0,5.026,1
g43062,4,0,3.091,1.458,0,1,1,0,0,0,0,0,1.969,1
g43063,2,2,0,4,2,1,0,2,2,1,0,0,0,2
g43064,1,0,1,1.064,0,1.192,0,0,1,2,0,0,4.357,0
g43065,0,0,0,0,0,0,0,1,0,1,2.047,1,2,0
g43066,1,1,2,4,1,2,2,0,1,0,1,0,0,1
g43067,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g43068,3,2,0,0,3,2,2,0,2,0,0,1,7,0
g43069,1,1,1,2,2,1,1,1,0,3,0,0,3,1
g4307,27.404,27.666,18.635,32.279,33.7,28.411,24.478,38.526,18.002,38.106,28.147,18.01,64.608,16.631
g43070,1,0,2,2,0,3,0,0,1,4,1,0,1,1.008
g43071,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g43072,0,2,1,1,0,0,2,3,0,2,1,2,2,0
g43073,1,1,3,2,1,3,1,0,0,1,0,2,0,0
g43074,0,2.999,1.134,2.002,1,0,1.092,1,0,2.889,0,0,2.999,0
g43075,0,0,0,0,1,1,2,0,1,1,0,0,5,0
g43076,0,7,0,2,1,1,1,0,0,0,1,1,0,0
g43077,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g43078,0,1,1,3,0,2,2.464,2.001,0,0,0,0,1.001,0
g43079,1,4,1,1,0,2,1,1,1,2,0,0,5,0
g4308,887.986,676.848,1866.14,474.683,592.637,436,950.048,981.721,576.989,775.734,372.006,501.001,1875.644,480.388
g43080,1,0,2,2,2,0,5,1,1,3,0,0,2.013,0
g43081,1,1,0.998,0,0,2,2,0,2,1.364,1,3.64,3,0
g43082,0,0,0,0,0,0,0,23,0,0,0,0,1,0
g43083,0,1,1,0,0,3,1,1,1,3,1,2,3,0
g43084,1,0,0,0,0,2,1,0,0,2.996,0,0,2,1
g43085,1,0,0,0,2,1,0,3,1,0,1,0,4,0
g43086,2,1,1,0,0,1,2,1.256,2,1,1,1,4,1
g43087,0,1,1,3,0,1,0,1,1,1,0,1,2,1
g43088,0,2.973,0,0,0,4.511,0,1,1,1.004,0,0,0,0
g43089,1,2,1,2,0,0,3,0,0,2,0,1,2,0
g4309,37,33.091,30.001,24.022,18.005,31.206,12.116,18,19,16.186,25,25,48.22,9
g43090,0,3,2,2,1,2,2,2,0,3,0,0,1,0
g43091,1,4,0,3,0,0,0,0,0,0,0,4,0,1
g43092,1,2,0,0,0,1,2.988,1,0,0,2,1,2,0
g43093,0,0,0,0,0,0,0,21,0,0,0,0,0,0
g43094,1,1,0,2,0,2,0,0,0,1,0,1,4,1
g43095,0,0,0,0,0,0,1,0,1,0,0,2,0,0
g43096,1.006,1,0,0,0,2,0,1,0,1,1,0,2,0
g43097,1,1.009,3,2,1,1,0,2,1,0,1,2,1.998,0
g43098,1,0,0,0,0,1,1,2,0,1,0,2,2,0
g43099,0,0,1,1,3,1.063,1,1,0,1,0,1,0,1
g431,1061.225,1445.57,1237.11,1053.121,868.95,1149.245,1079.125,854.16,918.129,909.6,899.955,1127.587,3579.936,671.124
g4310,1039.249,946.888,1211.033,758.825,810.085,984.77,1194.421,801.404,703.87,1263.785,586.402,908.266,2582.828,623.259
g43100,0,2,1,0,2,0,0,1,0,0,3,0,4,0
g43101,1,1,0,0,1,0,1,1,0,4,0,3,4,0
g43102,1,0,2,1,2,1,0,2,0,3,0,0,1,0.998
g43103,6,0,1,1,0,0,2,2,0,0,0,1,3,1
g43104,1.619,0,1.377,0,2,2,0.812,0,0,0,0,1,0,0
g43105,1,0,0,4.725,1,0,1,1,1.572,1,0,0,1,3
g43106,0,3,0,3,1,0,0,0,2,0.99,1.942,0,1.598,1
g43107,2,1,1,0,0,1,1,0,2,0,0,5,0,0
g43108,0,0,0,1.895,0,0,0,1,3,0,1,1,0,0
g43109,0,0,1,2,2,0,0,0,1,1,0,0,3,1
g4311,1344.969,1781.801,1772.655,1285.293,1191.845,1322.237,1912.49,1260.855,1256.052,1485.032,998.703,1223.253,3360.015,959.77
g43110,0,0,0,0,0,0,0,17,0,0,0,0,0,0
g43111,0,2,0,1,1,0,0,3,0,2,0,1,1,0
g43112,2,1,1,1,0,0,5,0,1,0,1,0,0,1
g43113,0,1,2,1,0,0,1,1,2,0,0,1,0,0
g43114,0,0,0,2,0,0,3,0,1,0,2,0,0,1
g43115,1,3,1,0,1,0,1,1,0,0,1,1,2,0
g43116,4,3,0,0,0,2.256,0,0,0,0,0,2,0,1
g43117,1,0,1,0,0,1,0,1,0,3,0,0,4,1
g43118,0,1,1,0,1,0,1,0,0,0,2,1,4,0
g43119,0,0,0,2,1,1,0,0,1,2,0,0,0,0
g4312,74.309,146.086,153,103.173,57.046,91.456,76,77.954,78,102.946,69.714,86.748,238.703,64
g43120,0,0,1,0,1,0,3,1,1,2,1,1,1,0
g43121,0,0,0,0,0,5,3,1,0,2,2,0,0,0
g43122,1.995,4,0,1,0,1,0,0,0,0,0,1,0,0
g43123,1,0,0,1,2,1,0,1,1,1,0,0,2,1
g43124,0,2,0,2,0,0,0,0,1,0,0,1,0.967,0
g43125,0,0,0,0,0,0,0,16,0,0,0,0,0,0
g43126,0,1,0,0,2,0,1,1,0,0,0,0,4,1
g43127,0,0,0,0,1.536,0.801,2,0,0,0,0,0,1,0
g43128,1,0,1,5,1,1,1,1,0,0,0,2,1,0
g43129,0,0,0,0,1,3,1,0,1,1,0,0,1,0
g4313,220.449,247.674,206.444,160.52,141.046,161.444,197.733,142.544,117.573,180.659,142.285,174.021,627.4,110.339
g43130,0,1,4,1,1,3,0,0,0,1,0,0,1,0
g43131,1,0,7,0,0,0,0,0,2,0,0,0,0,2
g43132,4,5,0,0,0,0,0,0,0,0,0,2,0,1
g43133,3,2,0,0,0,2,0,0,0,0,0,0,0,2
g43134,0,0,0,0,0,2,0,0,0,0,0,3,0,2
g43135,3,0,0,2,0,0,0,1,0,0,0,1,4,0
g43136,1,0,2,0,0,1,0,0,0,0,1,0,2,1
g43137,1,0,0,0,1,1,0,2,0,0,0,3,1,0.662
g43138,0,1,1,0,0,0,1,0,0,0,0,0,5,1
g43139,1,0,0,0,0,0,0,1,0,0,0,0,3,0
g4314,93.286,62.903,88.633,45.153,42.006,53.017,57.848,44.419,55,60.632,48,36.021,182.741,23
g43140,1.164,1.236,2.512,1.406,3.897,2.149,0,1.172,1.182,1.07,2.357,3.123,7.608,0
g43141,0,2.262,0,0,0,0,0,0,0,0,0,0,0,0
g43142,5.102,2.687,1.604,0,2.902,5.195,0,3.954,3.398,0,0,0,9.455,1.304
g43144,11.2,7.645,5.083,6.111,8.033,10.96,8,4,5.158,6.132,7.745,9.054,11.587,7
g43145,11.929,5.546,13.789,8.976,7.182,8.082,12.002,2.319,7.276,15.117,7.977,8.392,19.557,12.947
g43146,0,0,0,0,1.741,0,0,3.433,0,1.76,1.606,0,6.859,0
g43147,4,4,3,1,2,1,0,1,0,2,0,0,3,1
g43148,5,3,4,6.857,7,10,9,5,3,3.027,5.88,1,17,5
g43149,2.03,0,10.918,1,1.476,2.857,0,2.769,0,2.293,0,1.191,8.804,0
g4315,44.301,63.205,58.997,55.349,37.385,58,69,59,36.1,28.548,46.596,32.551,82.37,41.149
g43150,0,1,2.105,2.615,0,1,3.003,0,0,6.89,3.903,3.048,12.331,1
g43151,0,1.006,2.203,0,0,1.436,0,0,0,1.076,0,1,3.038,0
g43153,2,0,0,6,4,0,1,2,1,1,3,1,3,2
g43154,3.289,1,1,4.254,1.002,2,0,4.533,3,5.845,0,1,4,4.998
g43155,0,2,3,0,2,3,1.027,5.009,0,5,0,1,4.004,1
g43156,0,0,1.492,1.952,3.754,0,0,0,0,0,0,2.998,1.001,1
g43157,2,2,5,0,2,2,1,1,0,4.149,0,1,4,3
g43158,4.089,4,2,3,2,0,3,0,2.025,2,0,0,1,3
g43159,0,0,0,1,0,0,0,0,0,0,0,1.426,0,1
g4316,256.342,226.35,129.731,71.168,108.182,104.634,123.546,131.628,81.303,127.835,125.483,83.357,372.422,87.07
g43160,2,5,0,3,0,3,0,0,0,0,0,2.001,0,0
g43161,4,2,4,1,0,2,0,0,1,1,0,0,3,0
g43162,0,1,0,2.002,2,1,0,1,1,2,0,0,3.002,0
g43163,0,1,0,3,0,3,4,1,2,1,0,1.006,2,0
g43164,1,0,0,0,0,2,0,0,0,1,0,3,6.066,3
g43165,0,1,2,2,3,4,4,4,2,1,0,0,3,1
g43166,1,1,0,0,0,0,0,0.999,1,1,0,0,0,0
g43167,0,1,2,2,1,2,0,1,1,0,3,1,2,1
g43168,0,0,2,1,0,1,2,0,0,2,1,0,3,0
g43169,2,1,2,1.003,0,1.001,0,0,0,1.076,0,0,4,0
g4317,401.023,491.627,472.152,419.184,325.834,389.542,492.702,369.059,338.807,480.319,327.351,360.84,1395.264,292.907
g43170,1,1,4,1.04,0,1,1,0,0,1.059,0,3,1,1
g43171,1.607,0,0,1.001,0,0,5,1,1,0,2,0,0,1
g43172,0,0,2,3,1,1.007,2,0,0,0,0,4,0,1
g43173,0,2,0,1,1,1,0,2,0,1,0,1,2,0
g43174,3,1,3,1,3,2,3,0,2,1,1,1,4,0
g43175,0,0,0,2,1.974,2,1,1,1,0,1,2,6,2
g43176,1,2,2,1,1,0,1,1,2,0,0,2,4,0
g43177,1,2,1,3,1,0,1,1,0,2,1,0,5,1
g43178,2,0,2,1,1,2,0,2,0,0,1,3,0,1
g43179,5,1.188,0,0,0,4,0,0,0,0,0,0,0,2
g4318,224,291,265.009,199.045,220.361,290.487,272,184.241,185.111,196,189,190.237,786.133,158.11
g43180,0,1,2,0,2,0,0,0,4,0,1,1,3,0
g43181,1,1,1,1,1,0,2,2,0,2,0,0,2,1
g43182,1,0,2.048,0,0,1,0,0,0,0,0,1,1,1.022
g43183,2.99,0,0,2,1,1.461,1,0,1,0,0,1,2,0
g43184,0,0,1,1,3,4,0,1,0,0,0,0,1.002,1
g43185,2,1,2,2,1,2,1,1.837,2,0,2,0,2,0
g43186,1,2,0,0,2,0,1,0,3,6,2,0,1,0
g43187,0,1,1,0,0,1,1,3,0,2,0,1,2,1
g43188,0,0,0,0,0,0,0,3,0,0,0,0,0,0
g43189,0,0,1,3,1,3,1,1.001,0,0,1,0,0,2
g4319,55.2,62.383,88.495,60.987,57.062,85.532,67.506,66.077,57.988,67.355,67.083,44.209,275.662,42.918
g43190,2,1,0,0,0,0,2,2,0,0,1,2,4,0
g43191,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g43192,1,1,0,2,1,2,0,1,1,1,0,2,3,0
g43193,1,0,1,1,0,1.881,2,0,0,2.138,0,0,1.915,0
g43194,1,3,1,1,0,1,1,1,1,2,0,2,1,0
g43195,0,5.999,0,0,1,0,0,0,0,0,1,0,1,0
g43196,0,0,0,0,0,0,2,0,0,0,0,1,2,0
g43197,1,1,0,1,0,0,1,1,3,1,0,0,4,1
g43198,2,4,0,3,0,0,0,0,0,0,0,2,0,0
g43199,0,0,3,0,3,3,0,2,0,1,1,1,1,0
g432,4929.206,5253.698,5371.09,5366.97,5665.104,7520.752,8923.144,5508.913,5020.119,7119.319,4693.77,4937.018,18119.917,3353.911
g4320,6366.598,6339.264,5985.736,5133.377,6729.329,7397.974,7741.211,7760.331,4846.091,7406.157,4532.851,4978.787,17490.245,3881.72
g43200,0,1,0,0,0.984,3,0,1,2,0,1,1,3,0
g43201,1,1,4,0,0,0,2,0,0,1,1,1,1,1
g43202,1,0,2.992,2,1,0,0,0,0,0,0,0.984,5,0
g43203,3,2,0,1,2,2,3,0,0,0,2,1,1,0
g43204,1,0,0,0,1,1,0,1,0,2.01,0,1,2.397,0
g43205,3,1,1,0,2,0,0,2,1,1,0,1,1,0
g43206,0,0,0,0,1,1.009,1,0,1,2,1,0,1,0
g43207,1,1,3,2,0,1.012,1,2,2,0,0,2,0,0
g43208,0,1,1,3,0,1,1,0,0,1,1.972,0,3,0
g43209,2,1,1,1,0,2,2,1,0,1,0,1,2,1
g4321,243.67,330.693,360.993,435,257.044,326.022,317.051,253,328.671,408.178,201,370.751,894.667,226.809
g43210,1,1,0,0,3,0,1,1,0,1,3,1,4,0
g43211,0,0,2,0,0,2,0,2,1,0,0,0,3,0
g43212,17,0,0,0,0,0,0,0,0,0,0,0,0,0
g43213,1,3,0,2,0,0,0,0,0,0,0,0,4,0
g43214,0,0,1,1,0,0,3,0,0,0,1,2,3,1
g43215,2,2,2,0,0,1,1,0,1,0,0,0,3,3
g43216,3,7,0,1,0,0,0,0,0,0,0,1,0,0
g43217,1,0,0,1,1,0,3,0,1,0,0,1.55,2,1
g43218,0,0,1,2,2,0,0,0,0,0,0,3,5,0
g43219,1,1,2,0,0,2.013,0,0,4,4,0,0,0,0
g4322,25.959,5,60.689,46.677,88.881,129.221,76.781,56.839,47.087,60.572,18.355,65.48,154.919,23.872
g43220,0,2,1,1,0,1,3,1,0,0,1,1,1,1
g43221,0,1,1,0,2,0,1,1,0,1,1,0,2,0
g43222,2,1,1,1,0,0,4,2,1,0,0,0,1,1
g43223,2,0,0,1,2,2,1,0,0,0,2,1,1,0
g43224,0,0,2,1,0,1,1,1,0,0,0,0,2,0
g43225,1,1,1,1,1,1,0,2,0,0,0,0,0,0
g43226,0,0,0,1,1,0,0,0,0,0,0,0,0,1
g43227,0,0,0,0,0,3,0,1,0,2,0,0,0,0
g43228,0,0,3,0,1,2,1,1,1,0,0,0,3,0
g43229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g4323,55.686,68.392,0,34.691,0,44.426,0,0,0,0,0,31,0,27
g43230,0,1,1,2,1,1,0,1,0,1,0,0,2,0
g43231,0,0,0,1,0,1,0,4,0,0,0,1,1,0
g43232,1,0,1,2,2,1,1,0,1,0,0,0,1,0
g43233,11.269,13.386,20.534,48.627,6.906,19.799,44.38,23.912,6.175,54.698,10.151,17.055,46.659,24.281
g43234,10.106,13.473,23.778,11.081,14.188,21.002,15.158,14.567,23.753,16.975,10.213,14.254,33.618,6.782
g43235,22.752,23.382,35.465,12.362,32.623,24.597,35.887,21.91,11.741,32.274,13.904,22.307,63.393,21.469
g43236,21.668,36.406,47.439,31.891,25.486,37.427,36.136,18.473,18.69,31.212,16.052,30.747,97.803,31.077
g43237,0,1.497,0,0,0,0,1.432,1.205,1.182,3.403,2.975,0,9.938,0
g43238,12.399,16.959,8.851,17.973,14.373,15.622,12.193,9.689,7.12,12.698,18.703,6.005,39.017,9.104
g43239,47.149,43.51,55.089,53.027,49.023,78.221,67.527,50.487,37.21,56.761,25.522,59.511,56.116,32.031
g4324,2468.911,2866.756,3204.345,2854.092,2842.887,3486.388,3312.21,2983.579,2757.348,3824.197,2379.533,2714.41,8697.739,1781.022
g43241,18.699,24.633,16.452,33.577,35.018,26.385,29.446,18.485,22.043,20.25,22.449,21.054,76.011,15.559
g43242,3.601,5.668,8.013,8.853,7.556,7.894,4.772,11.511,3.86,16.85,9.129,8.66,32.522,7.282
